time,elapsed_seconds,message
15:02:33,8.45e-05,PEST++ performance logger started
15:02:33,0.0006053,starting to process control file
15:02:33,0.0049727,finished processing control file
15:02:33,0.0232764,loading parcov
15:02:33,0.0088988,beginning iteration 1
15:02:33,0.0001978,commencing to build jacobian parameter sets
15:02:33,0.0408927,jacobian parameter sets built, commencing model runs
16:28:25,5151.86,jacobian runs complete, processing runs
16:28:25,0.040175,processing jacobian runs complete
16:28:25,6.6e-05,saving jacobian and sen files
16:28:25,0.0086535,commencing calculation of upgrade vector
16:28:25,0.0017999,forming JtQJ matrix
16:28:25,0.0037744,commencing to scale JtQJ matrix- first SVD...
16:28:25,4.89e-05,starting REDSVD
16:28:26,1.21536,retrieving REDSVD components
16:28:26,0.0023115,triming REDSVD components to 119elements
16:28:26,0.0010311,done REDSVD
16:28:26,0.0132038,S info: rows = 319: cols = 319: size = 101761: nonzeros = 276
16:28:26,5.13e-05,JS
16:28:26,0.0001785,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
16:28:26,0.0034056,S info: rows = 319: cols = 319: size = 101761: nonzeros = 276
16:28:26,3.59e-05,commencing SVD factorization of lambda-scaled JtQJ
16:28:26,1.62e-05,starting REDSVD
16:28:27,1.51097,retrieving REDSVD components
16:28:27,0.0025337,triming REDSVD components to 97elements
16:28:27,0.0012296,done REDSVD
16:28:27,0.0002912,SVD factorization complete
16:28:27,0.0260987,commencing linear algebra multiplication to compute ugrade
16:28:27,3.28e-05,S info: rows = 319: cols = 319: size = 101761: nonzeros = 276Vt info: rows = 97: cols = 319: size = 30943: nonzeros = 26772
16:28:27,1.4e-05,U info: rows = 319: cols = 97: size = 30943: nonzeros = 26772
16:28:27,1.29e-05,jac info: rows = 178: cols = 319: size = 56782: nonzeros = 3610
16:28:28,0.156518,linear algebra multiplication to compute ugrade complete
16:28:28,0.0013713,commencing check of parameter bounds and gradients
16:28:28,0.0042576,beginning upgrade vector calculations, lambda = 0.1
16:28:28,0.0564339,commencing calculation of upgrade vector
16:28:28,0.0018548,forming JtQJ matrix
16:28:28,0.0035588,commencing to scale JtQJ matrix- first SVD...
16:28:28,3.36e-05,starting REDSVD
16:28:29,1.43311,retrieving REDSVD components
16:28:29,0.0023192,triming REDSVD components to 114elements
16:28:29,0.0011908,done REDSVD
16:28:29,0.0124735,S info: rows = 315: cols = 315: size = 99225: nonzeros = 272
16:28:29,4.92e-05,JS
16:28:29,0.0001599,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
16:28:29,0.0034824,S info: rows = 315: cols = 315: size = 99225: nonzeros = 272
16:28:29,4.17e-05,commencing SVD factorization of lambda-scaled JtQJ
16:28:29,1.34e-05,starting REDSVD
16:28:31,2.18447,retrieving REDSVD components
16:28:31,0.0064184,triming REDSVD components to 144elements
16:28:31,0.0031508,done REDSVD
16:28:31,0.0005973,SVD factorization complete
16:28:31,0.0894539,commencing linear algebra multiplication to compute ugrade
16:28:31,6.68e-05,S info: rows = 315: cols = 315: size = 99225: nonzeros = 272Vt info: rows = 144: cols = 315: size = 45360: nonzeros = 39168
16:28:31,3.21e-05,U info: rows = 315: cols = 144: size = 45360: nonzeros = 39168
16:28:31,3.11e-05,jac info: rows = 178: cols = 315: size = 56070: nonzeros = 3536
16:28:32,0.132101,linear algebra multiplication to compute ugrade complete
