time,elapsed_seconds,message
21:18:01,8.99e-05,PEST++ performance logger started
21:18:01,0.0005114,starting to process control file
21:18:01,0.004882,finished processing control file
21:18:01,0.0248901,loading parcov
21:18:01,0.0081744,beginning iteration 1
21:18:01,0.0001385,commencing to build jacobian parameter sets
21:18:01,0.0391227,jacobian parameter sets built, commencing model runs
23:10:08,6726.11,jacobian runs complete, processing runs
23:10:08,0.0381076,processing jacobian runs complete
23:10:08,3.57e-05,saving jacobian and sen files
23:10:08,0.0086447,commencing calculation of upgrade vector
23:10:08,0.0018484,forming JtQJ matrix
23:10:08,0.0066507,commencing to scale JtQJ matrix- first SVD...
23:10:08,2.97e-05,starting REDSVD
23:10:08,0.696335,retrieving REDSVD components
23:10:08,0.004272,triming REDSVD components to 121elements
23:10:08,0.0025307,done REDSVD
23:10:08,0.0380986,S info: rows = 316: cols = 316: size = 99856: nonzeros = 303
23:10:08,6.44e-05,JS
23:10:08,0.0003403,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
23:10:08,0.012653,S info: rows = 316: cols = 316: size = 99856: nonzeros = 303
23:10:08,5.43e-05,commencing SVD factorization of lambda-scaled JtQJ
23:10:08,2.29e-05,starting REDSVD
23:10:09,0.737853,retrieving REDSVD components
23:10:09,0.0043585,triming REDSVD components to 119elements
23:10:09,0.0020983,done REDSVD
23:10:09,0.0004279,SVD factorization complete
23:10:09,0.0463655,commencing linear algebra multiplication to compute ugrade
23:10:09,1.95e-05,S info: rows = 316: cols = 316: size = 99856: nonzeros = 303Vt info: rows = 119: cols = 316: size = 37604: nonzeros = 36057
23:10:09,1.25e-05,U info: rows = 316: cols = 119: size = 37604: nonzeros = 36057
23:10:09,1.15e-05,jac info: rows = 178: cols = 316: size = 56248: nonzeros = 4503
23:10:09,0.0555826,linear algebra multiplication to compute ugrade complete
23:10:09,0.0014924,commencing check of parameter bounds and gradients
23:10:09,0.0033498,beginning upgrade vector calculations, lambda = 0.1
23:10:09,0.0144489,commencing calculation of upgrade vector
23:10:09,0.0030035,forming JtQJ matrix
23:10:09,0.0086917,commencing to scale JtQJ matrix- first SVD...
23:10:09,3.67e-05,starting REDSVD
23:10:10,0.928367,retrieving REDSVD components
23:10:10,0.0040702,triming REDSVD components to 117elements
23:10:10,0.0023407,done REDSVD
23:10:10,0.0334491,S info: rows = 305: cols = 305: size = 93025: nonzeros = 292
23:10:10,6.99e-05,JS
23:10:10,0.0003929,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
23:10:10,0.0127827,S info: rows = 305: cols = 305: size = 93025: nonzeros = 292
23:10:10,6.01e-05,commencing SVD factorization of lambda-scaled JtQJ
23:10:10,2.16e-05,starting REDSVD
23:10:11,1.13309,retrieving REDSVD components
23:10:11,0.0054451,triming REDSVD components to 177elements
23:10:11,0.0038417,done REDSVD
23:10:11,0.0004614,SVD factorization complete
23:10:11,0.0464782,commencing linear algebra multiplication to compute ugrade
23:10:11,2.24e-05,S info: rows = 305: cols = 305: size = 93025: nonzeros = 292Vt info: rows = 177: cols = 305: size = 53985: nonzeros = 51684
23:10:11,1.25e-05,U info: rows = 305: cols = 177: size = 53985: nonzeros = 51684
23:10:11,1.18e-05,jac info: rows = 178: cols = 305: size = 54290: nonzeros = 4343
23:10:11,0.0203712,linear algebra multiplication to compute ugrade complete
23:10:11,0.0014558,commencing check of parameter bounds and gradients
23:10:11,0.0002148,commencing calculation of upgrade vector
23:10:11,0.0039581,forming JtQJ matrix
23:10:11,0.0115111,commencing to scale JtQJ matrix- first SVD...
23:10:11,5.36e-05,starting REDSVD
23:10:12,0.375121,retrieving REDSVD components
23:10:12,0.003661,triming REDSVD components to 116elements
23:10:12,0.002202,done REDSVD
23:10:12,0.0340104,S info: rows = 304: cols = 304: size = 92416: nonzeros = 291
23:10:12,5.27e-05,JS
23:10:12,0.000345,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
23:10:12,0.0118241,S info: rows = 304: cols = 304: size = 92416: nonzeros = 291
23:10:12,0.0001865,commencing SVD factorization of lambda-scaled JtQJ
23:10:12,2.81e-05,starting REDSVD
23:10:12,0.555347,retrieving REDSVD components
23:10:12,0.0056244,triming REDSVD components to 183elements
23:10:12,0.003681,done REDSVD
23:10:12,0.0004531,SVD factorization complete
23:10:13,0.0928113,commencing linear algebra multiplication to compute ugrade
23:10:13,2.3e-05,S info: rows = 304: cols = 304: size = 92416: nonzeros = 291Vt info: rows = 183: cols = 304: size = 55632: nonzeros = 53253
23:10:13,1.32e-05,U info: rows = 304: cols = 183: size = 55632: nonzeros = 53253
23:10:13,1.16e-05,jac info: rows = 178: cols = 304: size = 54112: nonzeros = 4340
23:10:13,0.0068845,linear algebra multiplication to compute ugrade complete
23:10:13,0.0014793,commencing check of parameter bounds
23:10:13,0.0001787,limiting out of bounds pars
23:10:13,0.0003521,change limit/bound enforement for lambda 0.1: upper change limit,SURFK_2_1, scaling factor: 2.24477e-27
23:10:13,0.0012702,checking for denormal floating point values
23:10:13,8.74e-05,transforming upgrade pars to model pars
23:10:13,6.53e-05,writing upgrade vector to csv file
23:10:13,0.0033457,beginning upgrade vector calculations, lambda = 1
23:10:13,0.0001582,commencing calculation of upgrade vector
23:10:13,0.0025855,forming JtQJ matrix
23:10:13,0.0083709,commencing to scale JtQJ matrix- first SVD...
23:10:13,4.05e-05,starting REDSVD
23:10:13,0.388957,retrieving REDSVD components
23:10:13,0.004166,triming REDSVD components to 117elements
23:10:13,0.002338,done REDSVD
23:10:13,0.0342577,S info: rows = 305: cols = 305: size = 93025: nonzeros = 292
23:10:13,4.96e-05,JS
23:10:13,0.0003421,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
23:10:13,0.0124057,S info: rows = 305: cols = 305: size = 93025: nonzeros = 292
23:10:13,4.79e-05,commencing SVD factorization of lambda-scaled JtQJ
23:10:13,2.17e-05,starting REDSVD
23:10:14,0.612144,retrieving REDSVD components
23:10:14,0.0057185,triming REDSVD components to 182elements
23:10:14,0.0038041,done REDSVD
23:10:14,0.0004618,SVD factorization complete
23:10:14,0.0665015,commencing linear algebra multiplication to compute ugrade
23:10:14,2.42e-05,S info: rows = 305: cols = 305: size = 93025: nonzeros = 292Vt info: rows = 182: cols = 305: size = 55510: nonzeros = 53144
23:10:14,1.6e-05,U info: rows = 305: cols = 182: size = 55510: nonzeros = 53144
23:10:14,1.51e-05,jac info: rows = 178: cols = 305: size = 54290: nonzeros = 4343
23:10:14,0.0310111,linear algebra multiplication to compute ugrade complete
23:10:14,0.0015027,commencing check of parameter bounds and gradients
23:10:14,0.0002053,commencing calculation of upgrade vector
23:10:14,0.0039971,forming JtQJ matrix
23:10:14,0.0097734,commencing to scale JtQJ matrix- first SVD...
23:10:14,3.76e-05,starting REDSVD
23:10:14,0.336169,retrieving REDSVD components
23:10:14,0.0030443,triming REDSVD components to 116elements
23:10:14,0.0017153,done REDSVD
23:10:14,0.0226015,S info: rows = 304: cols = 304: size = 92416: nonzeros = 291
23:10:14,3.77e-05,JS
23:10:14,0.0002736,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
23:10:14,0.0095344,S info: rows = 304: cols = 304: size = 92416: nonzeros = 291
23:10:14,3.56e-05,commencing SVD factorization of lambda-scaled JtQJ
23:10:14,1.44e-05,starting REDSVD
23:10:15,0.71731,retrieving REDSVD components
23:10:15,0.0055833,triming REDSVD components to 183elements
23:10:15,0.0037379,done REDSVD
23:10:15,0.0004174,SVD factorization complete
23:10:15,0.0896658,commencing linear algebra multiplication to compute ugrade
23:10:15,1.85e-05,S info: rows = 304: cols = 304: size = 92416: nonzeros = 291Vt info: rows = 183: cols = 304: size = 55632: nonzeros = 53253
23:10:15,1.28e-05,U info: rows = 304: cols = 183: size = 55632: nonzeros = 53253
23:10:15,1.16e-05,jac info: rows = 178: cols = 304: size = 54112: nonzeros = 4340
23:10:15,0.0007883,linear algebra multiplication to compute ugrade complete
23:10:15,0.0011599,commencing check of parameter bounds
23:10:15,0.0001322,limiting out of bounds pars
23:10:15,0.0002486,change limit/bound enforement for lambda 1: upper change limit,KS_193, scaling factor: 7.8608e-13
23:10:15,0.0012397,checking for denormal floating point values
23:10:15,8.35e-05,transforming upgrade pars to model pars
23:10:15,6.32e-05,writing upgrade vector to csv file
23:10:15,0.0042896,beginning upgrade vector calculations, lambda = 10
23:10:15,0.0001855,commencing calculation of upgrade vector
23:10:15,0.0040412,forming JtQJ matrix
23:10:15,0.0118099,commencing to scale JtQJ matrix- first SVD...
23:10:15,4.74e-05,starting REDSVD
23:10:15,0.419116,retrieving REDSVD components
23:10:15,0.0042099,triming REDSVD components to 117elements
23:10:15,0.0023594,done REDSVD
23:10:15,0.0348218,S info: rows = 305: cols = 305: size = 93025: nonzeros = 292
23:10:15,5.06e-05,JS
23:10:15,0.0003408,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
23:10:15,0.0123058,S info: rows = 305: cols = 305: size = 93025: nonzeros = 292
23:10:15,4.94e-05,commencing SVD factorization of lambda-scaled JtQJ
23:10:15,2.18e-05,starting REDSVD
23:10:16,0.836557,retrieving REDSVD components
23:10:16,0.0061474,triming REDSVD components to 182elements
23:10:16,0.0037558,done REDSVD
23:10:16,0.0004009,SVD factorization complete
23:10:16,0.082761,commencing linear algebra multiplication to compute ugrade
