time,elapsed_seconds,message
14:12:50,4.4e-05,PEST++ performance logger started
14:12:50,0.0012844,starting to process control file
14:12:50,0.0062675,finished processing control file
14:12:50,0.0146155,loading parcov
14:12:50,0.0084163,beginning iteration 1
14:12:50,0.0015544,commencing to build jacobian parameter sets
14:12:50,0.0428761,jacobian parameter sets built, commencing model runs
15:53:16,6026.75,jacobian runs complete, processing runs
15:53:17,0.0442136,processing jacobian runs complete
15:53:17,7.19e-05,saving jacobian and sen files
15:53:17,0.0104922,commencing calculation of upgrade vector
15:53:17,0.0026438,forming JtQJ matrix
15:53:17,0.0065186,commencing to scale JtQJ matrix- first SVD...
15:53:17,0.0001651,starting REDSVD
15:53:17,0.206173,retrieving REDSVD components
15:53:17,0.0032623,triming REDSVD components to 144elements
15:53:17,0.0016286,done REDSVD
15:53:17,0.035736,S info: rows = 402: cols = 402: size = 161604: nonzeros = 379
15:53:17,4.69e-05,JS
15:53:17,0.000217,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
15:53:17,0.0093259,S info: rows = 402: cols = 402: size = 161604: nonzeros = 379
15:53:17,4.98e-05,commencing SVD factorization of lambda-scaled JtQJ
15:53:17,1.17e-05,starting REDSVD
15:53:17,0.211521,retrieving REDSVD components
15:53:17,0.0038028,triming REDSVD components to 11elements
15:53:17,0.0001723,done REDSVD
15:53:17,0.0002445,SVD factorization complete
15:53:17,0.0044619,commencing linear algebra multiplication to compute ugrade
15:53:17,1.83e-05,S info: rows = 402: cols = 402: size = 161604: nonzeros = 379Vt info: rows = 11: cols = 402: size = 4422: nonzeros = 4169
15:53:17,1.21e-05,U info: rows = 402: cols = 11: size = 4422: nonzeros = 4169
15:53:17,1.11e-05,jac info: rows = 189: cols = 402: size = 75978: nonzeros = 5644
15:53:17,0.0005069,linear algebra multiplication to compute ugrade complete
15:53:17,0.0007352,commencing check of parameter bounds and gradients
15:53:17,0.0020393,beginning upgrade vector calculations, lambda = 0.1
15:53:17,0.0001542,commencing calculation of upgrade vector
15:53:17,0.0026436,forming JtQJ matrix
15:53:17,0.0063723,commencing to scale JtQJ matrix- first SVD...
15:53:17,4.37e-05,starting REDSVD
15:53:17,0.187908,retrieving REDSVD components
15:53:17,0.0032156,triming REDSVD components to 143elements
15:53:17,0.0017561,done REDSVD
