time,elapsed_seconds,message
22:27:01,0.0001679,PEST++ performance logger started
22:27:01,0.0006585,starting to process control file
22:27:01,0.0048066,finished processing control file
22:27:01,0.0294884,loading parcov
22:27:01,0.0098717,beginning iteration 1
22:27:01,0.0001445,commencing to build jacobian parameter sets
22:27:01,0.0499913,jacobian parameter sets built, commencing model runs
00:07:43,6041.82,jacobian runs complete, processing runs
00:07:43,0.0383741,processing jacobian runs complete
00:07:43,3.19e-05,saving jacobian and sen files
00:07:43,0.0097383,commencing calculation of upgrade vector
00:07:43,0.0026994,forming JtQJ matrix
00:07:43,0.0071282,commencing to scale JtQJ matrix- first SVD...
00:07:43,2.94e-05,starting REDSVD
00:07:43,0.527472,retrieving REDSVD components
00:07:43,0.0044938,triming REDSVD components to 116elements
00:07:43,0.0025139,done REDSVD
00:07:43,0.0363064,S info: rows = 317: cols = 317: size = 100489: nonzeros = 297
00:07:43,4.92e-05,JS
00:07:43,0.0005402,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
00:07:43,0.0140035,S info: rows = 317: cols = 317: size = 100489: nonzeros = 297
00:07:43,4.7e-05,commencing SVD factorization of lambda-scaled JtQJ
00:07:43,2.12e-05,starting REDSVD
00:07:44,0.472936,retrieving REDSVD components
00:07:44,0.004414,triming REDSVD components to 110elements
00:07:44,0.002215,done REDSVD
00:07:44,0.0003791,SVD factorization complete
00:07:44,0.0662647,commencing linear algebra multiplication to compute ugrade
00:07:44,3.36e-05,S info: rows = 317: cols = 317: size = 100489: nonzeros = 297Vt info: rows = 110: cols = 317: size = 34870: nonzeros = 32670
00:07:44,2.57e-05,U info: rows = 317: cols = 110: size = 34870: nonzeros = 32670
00:07:44,2.41e-05,jac info: rows = 178: cols = 317: size = 56426: nonzeros = 6968
00:07:44,0.0495234,linear algebra multiplication to compute ugrade complete
00:07:44,0.0013346,commencing check of parameter bounds and gradients
00:07:44,0.0039,beginning upgrade vector calculations, lambda = 0.1
00:07:44,0.0099558,commencing calculation of upgrade vector
00:07:44,0.0050309,forming JtQJ matrix
00:07:44,0.0131062,commencing to scale JtQJ matrix- first SVD...
00:07:44,4.79e-05,starting REDSVD
00:07:44,0.514953,retrieving REDSVD components
00:07:44,0.0040886,triming REDSVD components to 116elements
00:07:44,0.0024199,done REDSVD
00:07:44,0.0369487,S info: rows = 317: cols = 317: size = 100489: nonzeros = 297
00:07:44,5.38e-05,JS
00:07:44,0.0005133,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
00:07:44,0.0136676,S info: rows = 317: cols = 317: size = 100489: nonzeros = 297
00:07:44,6.06e-05,commencing SVD factorization of lambda-scaled JtQJ
00:07:44,2.38e-05,starting REDSVD
00:07:45,0.974353,retrieving REDSVD components
00:07:45,0.0077788,triming REDSVD components to 179elements
00:07:45,0.0040249,done REDSVD
00:07:45,0.0004498,SVD factorization complete
00:07:45,0.0816439,commencing linear algebra multiplication to compute ugrade
00:07:45,1.86e-05,S info: rows = 317: cols = 317: size = 100489: nonzeros = 297Vt info: rows = 179: cols = 317: size = 56743: nonzeros = 53163
00:07:45,1.28e-05,U info: rows = 317: cols = 179: size = 56743: nonzeros = 53163
00:07:45,1.14e-05,jac info: rows = 178: cols = 317: size = 56426: nonzeros = 6968
00:07:45,0.00085,linear algebra multiplication to compute ugrade complete
00:07:45,0.0010239,commencing check of parameter bounds and gradients
00:07:45,0.0001377,commencing calculation of upgrade vector
00:07:45,0.0033287,forming JtQJ matrix
00:07:45,0.0097154,commencing to scale JtQJ matrix- first SVD...
00:07:45,3.46e-05,starting REDSVD
00:07:46,0.406103,retrieving REDSVD components
00:07:46,0.0045177,triming REDSVD components to 116elements
00:07:46,0.0024442,done REDSVD
00:07:46,0.0366247,S info: rows = 317: cols = 317: size = 100489: nonzeros = 297
00:07:46,5.35e-05,JS
00:07:46,0.0005454,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
00:07:46,0.0121051,S info: rows = 317: cols = 317: size = 100489: nonzeros = 297
00:07:46,0.000143,commencing SVD factorization of lambda-scaled JtQJ
00:07:46,2.85e-05,starting REDSVD
00:07:47,0.834236,retrieving REDSVD components
00:07:47,0.0084126,triming REDSVD components to 179elements
