OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,Join_Cou_1,TARGET_F_1,ORIG_FID,HRU_ID,HRUTYPE_IN,HRU_TYPE,DEM_MEAN,DEM_MEDIAN,DEM_MIN,DEM_MAX,DEM_ADJ,DEM_FLOWAC,DEM_SUM,DEM_COUNT,DEM_SINK8,DEM_SINK4,CRT_ELEV,CRT_FILL,DEM_ASPECT,DEM_SLP_D,DEM_SLP_R,DEM_SLP_P,DEM_FEET,HRU_AREA,HRU_ROW,HRU_COL,HRU_X,HRU_Y,HRU_LAT,HRU_LON,LAKE_ID,LAKE_AREA,ISEG,IRUNBOUND,FLOW_DIR,KRCH,IRCH,JRCH,IREACH,RCHLEN,MAXREACH,OUTSEG,IUPSEG,SUB_BASIN,SEG_BASIN,OUTFLOWHRU,STRM_TOP,STRM_SLOPE,PPT_ZONE,JH_TMAX,JH_TMIN,JH_COEF,SNAREA_THR,TMAX_ADJ,TMIN_ADJ,COV_TYPE,COVDEN_SUM,COVDEN_WIN,RAD_TRNCF,SNOW_INTCP,SRAIN_INTC,WRAIN_INTC,AWC,CLAY_PCT,SAND_PCT,KSAT,SOIL_DEPTH,ROOT_DEPTH,SOIL_TYPE,MOIST_INIT,MOIST_MAX,RECHR_INIT,RECHR_MAX,SSR2G_RATE,SLOWCOEF_L,SLOWCOEF_S,FASTCOEF_L,FASTCOEF_S,IMPERV_PCT,CAREA_MAX,PPT_01,PPT_02,PPT_03,PPT_04,PPT_05,PPT_06,PPT_07,PPT_08,PPT_09,PPT_10,PPT_11,PPT_12,PPT_14,TMAX_01,TMAX_02,TMAX_03,TMAX_04,TMAX_05,TMAX_06,TMAX_07,TMAX_08,TMAX_09,TMAX_10,TMAX_11,TMAX_12,TMAX_14,TMIN_01,TMIN_02,TMIN_03,TMIN_04,TMIN_05,TMIN_06,TMIN_07,TMIN_08,TMIN_09,TMIN_10,TMIN_11,TMIN_12,TMIN_14,PPT_RT_01,PPT_RT_02,PPT_RT_03,PPT_RT_04,PPT_RT_05,PPT_RT_06,PPT_RT_07,PPT_RT_08,PPT_RT_09,PPT_RT_10,PPT_RT_11,PPT_RT_12,TZONES,Input_FID,Station_Na,Shape_Leng,OID_,HRU_ID_1,subbasin,hru_psta,Name,FolderPath,SymbolID,AltMode,Base,Snippet,PopupInfo,HasLabel,LabelID,ZONE_VALUE,Shape_Le_1,Shape_Area,Gage_Name
1,1,19342,19343,1,0,19342,84617,1,1,9.76840217166,0.00000000000,1.57947075367,21.01572227480,14.18999958040,14.19036272580,14914060537.90000000000,1050999246.89000000000,0.00000000000,0.00000000000,14.19000000000,0.00000000000,0,1.25881961427,0.02197054696,0.02197408274,0.00000000000,22.23948433210,335,115,500250,4261350,38.50050980560,-122.99713293700,0,0.00000000000,416,416,16,1,335,115,1,512,2,419,0,30,434,0,13.19000000000,0.00000000000,1,27.53810000000,10.93170000000,22.08610000000,0.00000000000,-0.69311100000,-0.69311100000,0,0.15850000000,0.08625000000,0.83719100000,0.00910000000,0.00910000000,0.00910000000,0.08222220000,12.82220000000,38.92220000000,15.78040000000,0.00000000000,8.22000000000,2.00000000000,0.04000000000,0.40000000000,0.06800000000,0.68000000000,24.93700000000,0.00021019500,0.00000000000,0.00000000000,0.00000000000,0.33623300000,0.66376700000,245.51300000000,257.60800000000,178.30900000000,68.64700000000,49.60900000000,5.45276000000,0.77413100000,2.56080000000,9.64435000000,57.11700000000,157.98200000000,255.66400000000,0.00000000000,13.92870000000,16.21970000000,18.06070000000,20.15150000000,23.00150000000,26.14920000000,27.25220000000,27.53810000000,26.35960000000,23.83110000000,18.27530000000,13.92110000000,0.00000000000,3.68261000000,4.67475000000,5.47567000000,6.30082000000,8.24173000000,10.22330000000,10.94720000000,10.93170000000,10.09590000000,7.82534000000,5.55041000000,3.17278000000,0.00000000000,1.13080000000,1.37426000000,1.08710000000,0.96669700000,1.13971000000,0.59009200000,0.92720400000,1.59170000000,0.78117800000,1.06817000000,1.14772000000,1.19331000000,0,0,Healdsburg,2.66402765766,84616,84617,19,9,11467002,Document,0,-1,0.00000000000,,"<TABLE><TR><TD NOWRAP><B>Site:</B>11467002</TD></TR><TR><TD NOWRAP><B>Site Name:</B>RUSSIAN R A JOHNSONS BEACH A GUERNEVILLE CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11467002"">Access Data</A></TD></TR",-1,0,36,1200.00000000000,0.30883700577,RUSSIAN_R_JOHNSONS_BEACH_GUERNEVILLE
2,1,19827,19828,1,1,19827,84090,1,1,31.69737659030,0.00000000000,18.57722091670,87.84239196780,19.59000015260,19.59214687160,1018729622.43000000000,51996834.70660000000,0.00000000000,0.00000000000,19.59000000000,0.00000000000,270,13.47371178560,0.23516063312,0.23959355145,0.00000000000,22.23948433190,333,94,493950,4261950,38.50589656070,-123.06938808000,0,0.00000000000,409,409,4,1,333,94,2,300,4,418,0,31,434,0,18.59000000000,0.00000000000,1,28.17380000000,11.14790000000,22.08610000000,0.00000000000,0.28177800000,0.28177800000,4,0.51400000000,0.50875000000,0.33255400000,0.03290000000,0.03290000000,0.03290000000,0.07111110000,9.71111000000,82.70000000000,73.55560000000,0.00000000000,29.64000000000,1.00000000000,0.23200000000,2.32000000000,0.11600000000,1.16000000000,90.89910000000,0.01039130000,0.00000000000,0.00000000000,0.00000000000,0.01824440000,0.98175600000,273.62600000000,278.90300000000,204.40400000000,82.26560000000,53.41140000000,6.91936000000,0.68605300000,2.94655000000,11.29400000000,63.94710000000,173.90200000000,271.21800000000,0.00000000000,13.85920000000,15.96250000000,18.07860000000,20.49420000000,23.52940000000,26.93410000000,28.17380000000,27.96730000000,27.69420000000,24.57260000000,17.96260000000,13.77600000000,0.00000000000,3.61619000000,4.65910000000,5.58367000000,6.42576000000,8.37587000000,10.38500000000,11.14790000000,11.04510000000,10.30580000000,8.33068000000,5.72940000000,3.46246000000,0.00000000000,1.26028000000,1.48786000000,1.24620000000,1.15848000000,1.22707000000,0.74880600000,0.82171000000,1.83146000000,0.91479800000,1.19591000000,1.26337000000,1.26591000000,0,0,Healdsburg,2.66402765766,84089,84090,20,9,11467200,Document,0,-1,0.00000000000,,"<TABLE><TR><TD NOWRAP><B>Site:</B>11467200</TD></TR><TR><TD NOWRAP><B>Site Name:</B>AUSTIN C NR CAZADERO CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11467200"">Access Data</A></TD></TR></TABLE>",-1,0,37,1200.00000000000,0.30883700577,AUSTIN_C_NR_CAZADERO
3,1,20122,20123,1,2,20122,83879,1,1,18.93451229840,0.00000000000,12.23549461360,54.01564788820,17.03000068660,14.15246846060,11922585291.90000000000,842438570.00000000000,0.00000000000,0.00000000000,17.03000000000,0.00000000000,315,3.81725648404,0.06662369404,0.06672244394,0.00000000000,22.23948433200,332,136,506550,4262250,38.50859665610,-122.92487456400,0,0.00000000000,411,411,8,1,332,136,3,362,4,412,0,29,434,0,16.03000000000,0.00000000000,1,28.22120000000,11.05740000000,22.08610000000,0.00000000000,-1.17711000000,-1.17711000000,0,0.23350000000,0.19040000000,0.71701200000,0.01460000000,0.01460000000,0.01460000000,0.14222200000,20.17780000000,30.40000000000,8.00000000000,0.00000000000,13.26000000000,2.00000000000,0.22755600000,2.27556000000,0.12800000000,1.28000000000,12.06480000000,0.00032292100,0.00000000000,0.00000000000,0.00000000000,0.10776700000,0.89223300000,243.64500000000,240.06900000000,177.46600000000,71.41870000000,45.66810000000,6.49031000000,0.60143200000,1.99350000000,9.66924000000,58.27620000000,154.42200000000,242.58900000000,0.00000000000,13.65090000000,16.04490000000,18.29250000000,20.59750000000,23.71410000000,26.83910000000,27.97760000000,28.22120000000,27.68770000000,24.40950000000,18.13410000000,13.77530000000,0.00000000000,3.46976000000,4.55945000000,5.45004000000,6.36342000000,8.35941000000,10.44190000000,11.17380000000,11.05740000000,10.19460000000,8.06213000000,5.38738000000,3.12173000000,0.00000000000,1.12219000000,1.28070000000,1.08196000000,1.00573000000,1.04917000000,0.70237400000,0.72035600000,1.23908000000,0.78319400000,1.08985000000,1.12185000000,1.13229000000,0,0,Healdsburg,2.66402765766,83878,83879,18,10,11467000,Document,0,-1,0.00000000000,,"<TABLE><TR><TD NOWRAP><B>Site:</B>11467000</TD></TR><TR><TD NOWRAP><B>Site Name:</B>RUSSIAN R NR GUERNEVILLE CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11467000"">Access Data</A></TD></TR></TABLE>",-1,0,35,1200.00000000000,0.30883700577,RUSSIAN_R_NR_GUERNEVILLE
4,1,20898,20899,1,3,20898,83137,1,1,19.85368064670,0.00000000000,16.83367156980,27.74706459050,18.82999992370,18.57176897760,9918393699.36000000000,534057564.00000000000,0.00000000000,0.00000000000,18.83000000000,0.00000000000,135,1.46982514608,0.02565328823,0.02565891711,0.00000000000,22.23948433200,329,153,511650,4263150,38.51665540320,-122.86636507300,0,0.00000000000,402,402,8,1,329,153,8,424,12,408,0,19,434,0,17.83000000000,0.00000000000,1,28.54520000000,11.20300000000,22.08610000000,0.00000000000,0.37444400000,0.37444400000,2,0.27850000000,0.13750000000,0.71707600000,0.01410000000,0.01410000000,0.01410000000,0.06777780000,6.83333000000,83.11110000000,74.77910000000,0.00000000000,14.68000000000,1.00000000000,0.09533330000,0.95333300000,0.09200000000,0.92000000000,117.72500000000,0.00116299000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.00000000000,204.90100000000,196.47400000000,143.94000000000,58.54410000000,36.35800000000,5.79767000000,0.45073900000,1.46818000000,8.48490000000,50.58760000000,127.80900000000,197.88000000000,0.00000000000,13.66080000000,16.12000000000,18.36700000000,20.32880000000,23.71030000000,26.94880000000,28.54520000000,28.52760000000,27.64140000000,24.37910000000,18.18010000000,13.72030000000,0.00000000000,3.39288000000,4.52288000000,5.41296000000,6.35299000000,8.38266000000,10.50300000000,11.20300000000,11.03300000000,10.13300000000,7.99301000000,5.29301000000,3.06292000000,0.00000000000,0.94374400000,1.04813000000,0.87756500000,0.82442700000,0.83528400000,0.62741700000,0.53986600000,0.91256500000,0.68726500000,0.94606500000,0.92851400000,0.92360700000,0,0,Healdsburg,2.66402765766,83136,83137,17,10,11465390,Document,0,-1,0.00000000000,,"<TABLE><TR><TD NOWRAP><B>Site:</B>11465390</TD></TR><TR><TD NOWRAP><B>Site Name:</B>RUSSIAN R NR WINDSOR CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11465390"">Access Data</A></TD></TR></TABLE>",-1,0,25,1200.00000000000,0.30883700577,RUSSIAN_R_NR_WINDSOR
5,1,27477,27478,1,4,27477,76560,1,1,26.82525071460,0.00000000000,24.57771301270,28.82584953310,25.06999969480,25.07185244700,4119838234.02000000000,164321253.99300000000,0.00000000000,0.00000000000,25.07000000000,0.00000000000,180,1.02388366417,0.01787014110,0.01787204357,0.00000000000,22.23948433190,303,154,511950,4270950,38.58694521610,-122.86279030500,0,0.00000000000,371,371,1,1,303,154,1,512,1,372,0,18,434,0,24.07000000000,0.00000000000,1,29.47480000000,11.38050000000,22.08610000000,0.00000000000,0.45288900000,0.45288900000,2,0.30250000000,0.13270000000,0.70489300000,0.01850000000,0.01850000000,0.01850000000,0.08777780000,11.27780000000,58.34440000000,38.72560000000,0.00000000000,17.52000000000,1.00000000000,0.15800000000,1.58000000000,0.10200000000,1.02000000000,61.45270000000,0.00041956800,0.00000000000,0.00000000000,0.00000000000,0.01532220000,0.98467800000,211.86500000000,199.43200000000,153.41900000000,64.01650000000,39.07340000000,4.99854000000,0.37263600000,1.49966000000,8.30055000000,53.73240000000,129.29600000000,212.91600000000,0.00000000000,13.85050000000,16.29810000000,18.54970000000,20.82810000000,24.41920000000,27.77490000000,29.47480000000,29.47170000000,28.26060000000,24.44410000000,18.34610000000,13.87390000000,0.00000000000,3.40332000000,4.55953000000,5.46831000000,6.42165000000,8.51638000000,10.67480000000,11.38050000000,11.11250000000,10.24220000000,8.01351000000,5.33782000000,3.05391000000,0.00000000000,0.97581900000,1.06391000000,0.93535600000,0.90149000000,0.89766700000,0.54093600000,0.44631900000,0.93213200000,0.67233300000,1.00488000000,0.93931700000,0.99378800000,0,0,Healdsburg,2.66402765766,76559,76560,16,3,11465350,Document,0,-1,0.00000000000,,"<TABLE><TR><TD NOWRAP><B>Site:</B>11465350</TD></TR><TR><TD NOWRAP><B>Site Name:</B>DRY C NR MOUTH NR HEALDSBURG CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11465350"">Access Data</A></TD></TR></TABLE>",-1,0,24,1200.00000000000,0.30883700577,DRY_C_NR_MOUTH_NR_HEALDSBURG
6,1,30015,30016,1,5,30015,74038,1,1,47.04364190630,0.00000000000,22.34632301330,104.52581787100,24.11000061040,24.03505701520,14786944291.00000000000,615224015.55500000000,0.00000000000,0.00000000000,24.11000000000,0.00000000000,180,16.50400819970,0.28804928286,0.29628959096,0.00000000000,22.23948433210,293,162,514350,4273950,38.61394548060,-122.83517181900,0,0.00000000000,345,345,8,1,293,162,31,424,44,372,0,15,434,0,23.11000000000,0.00000000000,1,30.08730000000,11.83870000000,22.08610000000,0.00000000000,0.24422200000,0.24422200000,0,0.29950000000,0.21550000000,0.64895100000,0.01940000000,0.01940000000,0.01940000000,0.13666700000,28.83330000000,36.24440000000,4.42778000000,0.00000000000,17.74000000000,2.00000000000,0.36755600000,3.67556000000,0.22000000000,2.20000000000,5.09342000000,0.00076265700,0.00000000000,0.00000000000,0.00000000000,0.03606670000,0.96393300000,210.07200000000,205.95500000000,152.10400000000,63.92080000000,38.39630000000,5.52227000000,0.41486700000,1.79777000000,9.15655000000,54.60700000000,132.30200000000,229.76800000000,0.00000000000,13.72650000000,15.91550000000,18.19020000000,20.66200000000,24.33670000000,27.83720000000,30.08730000000,29.78920000000,28.44230000000,24.59410000000,18.04370000000,13.57620000000,0.00000000000,3.59175000000,4.72767000000,5.76304000000,6.68557000000,8.84237000000,11.04490000000,11.83870000000,11.69620000000,11.11940000000,9.08773000000,6.19744000000,3.80197000000,0.00000000000,0.96756100000,1.09871000000,0.92733900000,0.90014200000,0.88211200000,0.59761400000,0.49690100000,1.11743000000,0.74166700000,1.02123000000,0.96115500000,1.07244000000,0,0,Healdsburg,2.66402765766,74037,74038,13,3,11464000,Document,0,-1,0.00000000000,,"<TABLE><TR><TD NOWRAP><B>Site:</B>11464000</TD></TR><TR><TD NOWRAP><B>Site Name:</B>RUSSIAN R NR HEALDSBURG CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11464000"">Access Data</A></TD></TR></TABLE>",-1,0,21,1200.00000000000,0.30883700577,RUSSIAN_R_NR_HEALDSBURG
7,1,31528,31529,1,6,31528,72515,1,1,37.05074419450,0.00000000000,31.86737823490,63.10300064090,37.00000000000,33.06460698460,20961007269.30000000000,633940916.91700000000,0.00000000000,5.00000000000,37.00000000000,0.00000000000,270,3.73972186856,0.06527045972,0.06536330706,0.00000000000,22.23948433200,287,157,512850,4275750,38.63018992240,-122.85236793800,0,0.00000000000,345,345,4,1,287,157,20,362,44,372,0,14,434,0,36.00000000000,0.00000000000,1,30.21640000000,11.56140000000,22.08610000000,0.00000000000,0.30000000000,0.30000000000,0,0.17550000000,0.08025000000,0.82388800000,0.01160000000,0.01160000000,0.01160000000,0.05111110000,8.91111000000,55.97780000000,46.96720000000,0.00000000000,10.70000000000,1.00000000000,0.09933330000,0.99333300000,0.06800000000,0.68000000000,70.93400000000,0.00185738000,0.00000000000,0.00000000000,0.00000000000,0.00700000000,0.99300000000,209.48400000000,202.70300000000,155.25000000000,64.43300000000,38.75670000000,5.09725000000,0.40231300000,1.81992000000,8.81471000000,54.98200000000,131.04900000000,226.53700000000,0.00000000000,13.96650000000,16.28290000000,18.51240000000,21.15940000000,24.85710000000,28.35590000000,30.21640000000,30.18090000000,28.73030000000,24.74010000000,18.34080000000,13.89960000000,0.00000000000,3.45487000000,4.57487000000,5.56149000000,6.52097000000,8.64205000000,10.82640000000,11.56140000000,11.36530000000,10.58720000000,8.45788000000,5.62964000000,3.34110000000,0.00000000000,0.96485300000,1.08136000000,0.94651900000,0.90735500000,0.89039200000,0.55161900000,0.48186400000,1.13119000000,0.71397900000,1.02825000000,0.95205200000,1.05736000000,0,0,Healdsburg,2.66402765766,72514,72515,12,3,11463980,Document,0,-1,0.00000000000,,"<TABLE><TR><TD NOWRAP><B>Site:</B>11463980</TD></TR><TR><TD NOWRAP><B>Site Name:</B>RUSSIAN R A DIGGER BEND NR HEALDSBURG CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11463980"">Access Data</A></TD></TR></",-1,0,20,1200.00000000000,0.30883700577,RUSSIAN_R_DIGGER_BEND_NR_HEALDSBURG
8,1,32313,32314,1,7,32313,71782,1,1,58.29256664700,0.00000000000,54.11903762820,78.32038879390,55.09999847410,55.09547056100,1887586746.69000000000,34260289.04860000000,0.00000000000,0.00000000000,55.10000000000,0.00000000000,225,3.42697118282,0.05981193051,0.05988335779,0.00000000000,22.23948433200,284,183,520650,4276650,38.63815319380,-122.76272854500,0,0.00000000000,339,339,4,1,284,183,6,362,17,358,0,13,434,0,54.10000000000,0.00000000000,1,31.31740000000,12.00520000000,22.08610000000,0.00000000000,1.00444000000,1.00444000000,2,0.37800000000,0.15310000000,0.67150500000,0.01730000000,0.01730000000,0.01730000000,0.07888890000,10.50000000000,61.37780000000,43.00000000000,0.00000000000,15.82000000000,1.00000000000,0.13666700000,1.36667000000,0.13000000000,1.30000000000,65.32160000000,0.00155846000,0.00000000000,0.00000000000,0.00000000000,0.08592220000,0.91407800000,195.08800000000,189.43500000000,142.76600000000,61.64370000000,37.04600000000,6.13253000000,0.59078500000,1.78012000000,9.10496000000,55.26220000000,122.14100000000,203.82900000000,0.00000000000,13.97130000000,16.16730000000,18.48280000000,21.45990000000,25.25630000000,28.92950000000,31.31740000000,31.25780000000,29.63530000000,25.33170000000,18.29940000000,13.78560000000,0.00000000000,3.25831000000,4.36202000000,5.59273000000,6.59336000000,8.83528000000,11.10100000000,12.00520000000,11.69160000000,10.91520000000,8.71815000000,5.73959000000,3.42099000000,0.00000000000,0.89854700000,1.01058000000,0.87040800000,0.86807600000,0.85109000000,0.66365600000,0.70760400000,1.10645000000,0.73748900000,1.03349000000,0.88733700000,0.95137400000,0,0,Healdsburg,2.66402765766,71781,71782,11,3,11463900,Document,0,-1,0.00000000000,,"<TABLE><TR><TD NOWRAP><B>Site:</B>11463900</TD></TR><TR><TD NOWRAP><B>Site Name:</B>MAACAMA C NR KELLOGG CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11463900"">Access Data</A></TD></TR></TABLE>",-1,0,19,1200.00000000000,0.30883700577,MAACAMA_C_NR_KELLOGG
9,1,33783,33784,1,8,33783,70216,1,1,42.26283643090,0.00000000000,39.09838104250,49.44454193120,39.65999984740,39.65659952030,5384389781.81000000000,135775377.79200000000,0.00000000000,0.00000000000,39.66000000000,0.00000000000,45,1.89938693750,0.03315055583,0.03316270487,0.00000000000,22.23948433190,278,135,506250,4278450,38.65459316740,-122.92817015300,0,0.00000000000,321,321,4,1,278,135,3,362,4,326,0,17,434,0,38.66000000000,0.00000000000,1,31.83950000000,11.58700000000,22.08610000000,0.00000000000,0.12088900000,0.12088900000,2,0.36000000000,0.15325000000,0.67613300000,0.01810000000,0.01810000000,0.01810000000,0.08555560000,10.73330000000,59.11110000000,35.66670000000,0.00000000000,16.34000000000,1.00000000000,0.12200000000,1.22000000000,0.15400000000,1.54000000000,55.71800000000,0.00071675900,0.00000000000,0.00000000000,0.00000000000,0.01283330000,0.98716700000,217.54100000000,205.67100000000,163.48200000000,66.65290000000,38.34700000000,5.59523000000,0.45760800000,1.92312000000,8.63072000000,53.80700000000,133.44000000000,224.76100000000,0.00000000000,13.90980000000,16.36290000000,18.75750000000,21.90760000000,25.82610000000,29.41570000000,31.83950000000,31.66440000000,29.89120000000,25.39010000000,18.35920000000,13.86820000000,0.00000000000,3.42677000000,4.49068000000,5.50819000000,6.56921000000,8.77775000000,10.98240000000,11.58700000000,11.26260000000,10.47270000000,8.36453000000,5.54555000000,3.20941000000,0.00000000000,1.00196000000,1.09719000000,0.99670800000,0.93861600000,0.88097900000,0.60551000000,0.54809300000,1.19534000000,0.69907600000,1.00627000000,0.96942200000,1.04907000000,0,0,Healdsburg,2.66402765766,70215,70216,15,3,11465240,Document,0,-1,0.00000000000,,"<TABLE><TR><TD NOWRAP><B>Site:</B>11465240</TD></TR><TR><TD NOWRAP><B>Site Name:</B>DRY C BLW LAMBERT BR NR GEYSERVILLE CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11465240"">Access Data</A></TD></TR></TA",-1,0,23,1200.00000000000,0.30883700577,DRY_C_BLW_LAMBERT_BR_NR_GEYSERVILLE
10,1,34065,34066,1,9,34065,69992,1,1,52.16439253070,0.00000000000,46.53429794310,67.22319030760,46.74000167850,46.74290756320,18205383187.80000000000,389479049.05500000000,0.00000000000,0.00000000000,46.74000000000,0.00000000000,45,3.84251496274,0.06706453766,0.06716526319,0.00000000000,22.23948433210,277,164,514950,4278750,38.65719259570,-122.82817684400,0,0.00000000000,323,323,2,1,277,164,1,574,9,335,0,12,434,0,45.74000000000,0.00000000000,1,30.38520000000,11.70110000000,22.08610000000,0.00000000000,-0.66644400000,-0.66644400000,2,0.21300000000,0.09510000000,0.79033400000,0.01480000000,0.01480000000,0.01480000000,0.09222220000,13.65560000000,63.11110000000,47.32760000000,0.00000000000,13.42000000000,1.00000000000,0.15355600000,1.53556000000,0.14800000000,1.48000000000,71.34110000000,0.00192301000,0.00000000000,0.00000000000,0.00000000000,0.01775560000,0.98224400000,202.39300000000,195.10900000000,149.38000000000,63.23920000000,37.72220000000,5.20120000000,0.45137000000,2.00226000000,8.81771000000,54.33110000000,126.98900000000,215.15500000000,0.00000000000,14.01230000000,16.34650000000,18.62510000000,21.15700000000,24.84800000000,28.48690000000,30.38520000000,30.32960000000,28.98630000000,25.05520000000,18.42220000000,13.94010000000,0.00000000000,3.41318000000,4.52487000000,5.58001000000,6.57949000000,8.72960000000,10.93960000000,11.70110000000,11.47680000000,10.68040000000,8.52440000000,5.64703000000,3.34115000000,0.00000000000,0.93219300000,1.04085000000,0.91073100000,0.89054400000,0.86662500000,0.56286800000,0.54062200000,1.24453000000,0.71422200000,1.01607000000,0.92255700000,1.00424000000,0,0,Healdsburg,2.66402765766,69991,69992,10,3,11463682,Document,0,-1,0.00000000000,,"<TABLE><TR><TD NOWRAP><B>Site:</B>11463682</TD></TR><TR><TD NOWRAP><B>Site Name:</B>RUSSIAN R A JIMTOWN CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11463682"">Access Data</A></TD></TR></TABLE>",-1,0,18,1200.00000000000,0.30883700577,RUSSIAN_R_JIMTOWN
