time,tasmin_day_HadGEM2-ES_rcp45
2006-01-01 00:00:00+00:00,272.07584
2006-01-02 00:00:00+00:00,271.54575
2006-01-03 00:00:00+00:00,268.9276
2006-01-04 00:00:00+00:00,271.48718
2006-01-05 00:00:00+00:00,269.5812
2006-01-06 00:00:00+00:00,269.2599
2006-01-07 00:00:00+00:00,270.8753
2006-01-08 00:00:00+00:00,272.95523
2006-01-09 00:00:00+00:00,272.77457
2006-01-10 00:00:00+00:00,279.75305
2006-01-11 00:00:00+00:00,280.4992
2006-01-12 00:00:00+00:00,281.50577
2006-01-13 00:00:00+00:00,279.49634
2006-01-14 00:00:00+00:00,278.79932
2006-01-15 00:00:00+00:00,282.2068
2006-01-16 00:00:00+00:00,272.58182
2006-01-17 00:00:00+00:00,273.06757
2006-01-18 00:00:00+00:00,273.42407
2006-01-19 00:00:00+00:00,271.65674
2006-01-20 00:00:00+00:00,269.81934
2006-01-21 00:00:00+00:00,272.3486
2006-01-22 00:00:00+00:00,273.06796
2006-01-23 00:00:00+00:00,275.827
2006-01-24 00:00:00+00:00,274.2627
2006-01-25 00:00:00+00:00,277.5035
2006-01-26 00:00:00+00:00,278.37643
2006-01-27 00:00:00+00:00,280.9263
2006-01-28 00:00:00+00:00,277.962
2006-01-29 00:00:00+00:00,272.24194
2006-01-30 00:00:00+00:00,272.29956
2006-01-31 00:00:00+00:00,280.42493
2006-02-01 00:00:00+00:00,281.00043
2006-02-02 00:00:00+00:00,275.59137
2006-02-03 00:00:00+00:00,273.43588
2006-02-04 00:00:00+00:00,274.2679
2006-02-05 00:00:00+00:00,273.7214
2006-02-06 00:00:00+00:00,272.803
2006-02-07 00:00:00+00:00,273.5399
2006-02-08 00:00:00+00:00,273.33386
2006-02-09 00:00:00+00:00,274.35345
2006-02-10 00:00:00+00:00,274.76898
2006-02-11 00:00:00+00:00,273.60074
2006-02-12 00:00:00+00:00,269.6593
2006-02-13 00:00:00+00:00,268.6222
2006-02-14 00:00:00+00:00,272.80582
2006-02-15 00:00:00+00:00,274.04187
2006-02-16 00:00:00+00:00,275.31097
2006-02-17 00:00:00+00:00,275.0852
2006-02-18 00:00:00+00:00,275.35617
2006-02-19 00:00:00+00:00,274.16986
2006-02-20 00:00:00+00:00,273.11182
2006-02-21 00:00:00+00:00,273.28528
2006-02-22 00:00:00+00:00,275.8256
2006-02-23 00:00:00+00:00,280.36984
2006-02-24 00:00:00+00:00,280.0316
2006-02-25 00:00:00+00:00,282.23477
2006-02-26 00:00:00+00:00,280.44562
2006-02-27 00:00:00+00:00,277.02777
2006-02-28 00:00:00+00:00,279.74298
2006-03-01 00:00:00+00:00,276.95798
2006-03-02 00:00:00+00:00,277.06833
2006-03-03 00:00:00+00:00,278.43658
2006-03-04 00:00:00+00:00,274.69055
2006-03-05 00:00:00+00:00,273.94193
2006-03-06 00:00:00+00:00,273.66083
2006-03-07 00:00:00+00:00,273.29965
2006-03-08 00:00:00+00:00,275.0763
2006-03-09 00:00:00+00:00,273.78238
2006-03-10 00:00:00+00:00,275.6622
2006-03-11 00:00:00+00:00,277.60358
2006-03-12 00:00:00+00:00,277.87012
2006-03-13 00:00:00+00:00,279.50812
2006-03-14 00:00:00+00:00,281.27203
2006-03-15 00:00:00+00:00,281.97263
2006-03-16 00:00:00+00:00,281.3197
2006-03-17 00:00:00+00:00,276.86908
2006-03-18 00:00:00+00:00,279.95285
2006-03-19 00:00:00+00:00,280.03995
2006-03-20 00:00:00+00:00,283.65643
2006-03-21 00:00:00+00:00,273.77563
2006-03-22 00:00:00+00:00,274.80786
2006-03-23 00:00:00+00:00,274.41132
2006-03-24 00:00:00+00:00,273.91306
2006-03-25 00:00:00+00:00,277.32108
2006-03-26 00:00:00+00:00,277.49683
2006-03-27 00:00:00+00:00,277.59457
2006-03-28 00:00:00+00:00,282.05307
2006-03-29 00:00:00+00:00,277.76053
2006-03-30 00:00:00+00:00,275.2533
2006-03-31 00:00:00+00:00,274.58002
2006-04-01 00:00:00+00:00,274.89743
2006-04-02 00:00:00+00:00,276.97318
2006-04-03 00:00:00+00:00,276.93912
2006-04-04 00:00:00+00:00,280.72888
2006-04-05 00:00:00+00:00,281.08893
2006-04-06 00:00:00+00:00,284.16797
2006-04-07 00:00:00+00:00,279.96936
2006-04-08 00:00:00+00:00,276.93436
2006-04-09 00:00:00+00:00,277.05356
2006-04-10 00:00:00+00:00,276.19568
2006-04-11 00:00:00+00:00,277.99942
2006-04-12 00:00:00+00:00,277.241
2006-04-13 00:00:00+00:00,280.826
2006-04-14 00:00:00+00:00,281.11963
2006-04-15 00:00:00+00:00,279.75214
2006-04-16 00:00:00+00:00,283.2665
2006-04-17 00:00:00+00:00,282.23758
2006-04-18 00:00:00+00:00,280.61493
2006-04-19 00:00:00+00:00,281.20193
2006-04-20 00:00:00+00:00,282.64407
2006-04-21 00:00:00+00:00,283.21738
2006-04-22 00:00:00+00:00,282.3997
2006-04-23 00:00:00+00:00,276.96063
2006-04-24 00:00:00+00:00,280.962
2006-04-25 00:00:00+00:00,278.78152
2006-04-26 00:00:00+00:00,278.76926
2006-04-27 00:00:00+00:00,280.70984
2006-04-28 00:00:00+00:00,283.93472
2006-04-29 00:00:00+00:00,286.5922
2006-04-30 00:00:00+00:00,285.592
2006-05-01 00:00:00+00:00,285.33676
2006-05-02 00:00:00+00:00,283.5246
2006-05-03 00:00:00+00:00,280.6491
2006-05-04 00:00:00+00:00,281.05746
2006-05-05 00:00:00+00:00,280.50934
2006-05-06 00:00:00+00:00,278.1002
2006-05-07 00:00:00+00:00,279.0616
2006-05-08 00:00:00+00:00,279.8122
2006-05-09 00:00:00+00:00,281.86075
2006-05-10 00:00:00+00:00,276.9816
2006-05-11 00:00:00+00:00,280.04694
2006-05-12 00:00:00+00:00,281.5772
2006-05-13 00:00:00+00:00,281.01752
2006-05-14 00:00:00+00:00,282.19717
2006-05-15 00:00:00+00:00,281.5798
2006-05-16 00:00:00+00:00,281.898
2006-05-17 00:00:00+00:00,280.1006
2006-05-18 00:00:00+00:00,279.33676
2006-05-19 00:00:00+00:00,278.95648
2006-05-20 00:00:00+00:00,279.94604
2006-05-21 00:00:00+00:00,282.77768
2006-05-22 00:00:00+00:00,281.99954
2006-05-23 00:00:00+00:00,279.39493
2006-05-24 00:00:00+00:00,279.62164
2006-05-25 00:00:00+00:00,282.5359
2006-05-26 00:00:00+00:00,284.75644
2006-05-27 00:00:00+00:00,280.61597
2006-05-28 00:00:00+00:00,278.18845
2006-05-29 00:00:00+00:00,280.478
2006-05-30 00:00:00+00:00,278.842
2006-05-31 00:00:00+00:00,279.40744
2006-06-01 00:00:00+00:00,281.66125
2006-06-02 00:00:00+00:00,281.72995
2006-06-03 00:00:00+00:00,281.53946
2006-06-04 00:00:00+00:00,281.8149
2006-06-05 00:00:00+00:00,282.16528
2006-06-06 00:00:00+00:00,283.24576
2006-06-07 00:00:00+00:00,283.92938
2006-06-08 00:00:00+00:00,283.84512
2006-06-09 00:00:00+00:00,292.09033
2006-06-10 00:00:00+00:00,293.54962
2006-06-11 00:00:00+00:00,288.23904
2006-06-12 00:00:00+00:00,288.55457
2006-06-13 00:00:00+00:00,291.06073
2006-06-14 00:00:00+00:00,287.8385
2006-06-15 00:00:00+00:00,286.65396
2006-06-16 00:00:00+00:00,285.60233
2006-06-17 00:00:00+00:00,278.99365
2006-06-18 00:00:00+00:00,280.37537
2006-06-19 00:00:00+00:00,280.27344
2006-06-20 00:00:00+00:00,280.84195
2006-06-21 00:00:00+00:00,286.48846
2006-06-22 00:00:00+00:00,284.1684
2006-06-23 00:00:00+00:00,281.10165
2006-06-24 00:00:00+00:00,281.15863
2006-06-25 00:00:00+00:00,279.4031
2006-06-26 00:00:00+00:00,279.6905
2006-06-27 00:00:00+00:00,282.6343
2006-06-28 00:00:00+00:00,283.50235
2006-06-29 00:00:00+00:00,285.22253
2006-06-30 00:00:00+00:00,286.20462
2006-07-01 00:00:00+00:00,285.01047
2006-07-02 00:00:00+00:00,283.71234
