time,tasmin_day_CanESM2_rcp45
2006-01-01 00:00:00+00:00,275.45737
2006-01-02 00:00:00+00:00,276.65866
2006-01-03 00:00:00+00:00,278.4538
2006-01-04 00:00:00+00:00,275.72318
2006-01-05 00:00:00+00:00,277.42657
2006-01-06 00:00:00+00:00,277.18213
2006-01-07 00:00:00+00:00,277.89127
2006-01-08 00:00:00+00:00,277.30667
2006-01-09 00:00:00+00:00,279.43835
2006-01-10 00:00:00+00:00,280.67703
2006-01-11 00:00:00+00:00,278.80536
2006-01-12 00:00:00+00:00,277.65
2006-01-13 00:00:00+00:00,278.7125
2006-01-14 00:00:00+00:00,279.29822
2006-01-15 00:00:00+00:00,278.0318
2006-01-16 00:00:00+00:00,278.85904
2006-01-17 00:00:00+00:00,278.35684
2006-01-18 00:00:00+00:00,278.63763
2006-01-19 00:00:00+00:00,280.65558
2006-01-20 00:00:00+00:00,278.98053
2006-01-21 00:00:00+00:00,279.11652
2006-01-22 00:00:00+00:00,277.7117
2006-01-23 00:00:00+00:00,278.41415
2006-01-24 00:00:00+00:00,281.696
2006-01-25 00:00:00+00:00,281.41412
2006-01-26 00:00:00+00:00,280.6202
2006-01-27 00:00:00+00:00,274.89163
2006-01-28 00:00:00+00:00,278.82208
2006-01-29 00:00:00+00:00,276.80438
2006-01-30 00:00:00+00:00,277.70847
2006-01-31 00:00:00+00:00,275.40598
2006-02-01 00:00:00+00:00,277.339
2006-02-02 00:00:00+00:00,280.29996
2006-02-03 00:00:00+00:00,280.78445
2006-02-04 00:00:00+00:00,274.53546
2006-02-05 00:00:00+00:00,275.4743
2006-02-06 00:00:00+00:00,279.96515
2006-02-07 00:00:00+00:00,283.1172
2006-02-08 00:00:00+00:00,283.70035
2006-02-09 00:00:00+00:00,280.6692
2006-02-10 00:00:00+00:00,280.03906
2006-02-11 00:00:00+00:00,276.6875
2006-02-12 00:00:00+00:00,277.10638
2006-02-13 00:00:00+00:00,276.92072
2006-02-14 00:00:00+00:00,277.2045
2006-02-15 00:00:00+00:00,276.6873
2006-02-16 00:00:00+00:00,280.47327
2006-02-17 00:00:00+00:00,285.3519
2006-02-18 00:00:00+00:00,280.8085
2006-02-19 00:00:00+00:00,275.50864
2006-02-20 00:00:00+00:00,277.43637
2006-02-21 00:00:00+00:00,280.88626
2006-02-22 00:00:00+00:00,282.2424
2006-02-23 00:00:00+00:00,285.6545
2006-02-24 00:00:00+00:00,284.33783
2006-02-25 00:00:00+00:00,284.81442
2006-02-26 00:00:00+00:00,281.25006
2006-02-27 00:00:00+00:00,280.79465
2006-02-28 00:00:00+00:00,281.2913
2006-03-01 00:00:00+00:00,278.66003
2006-03-02 00:00:00+00:00,278.26477
2006-03-03 00:00:00+00:00,277.8847
2006-03-04 00:00:00+00:00,277.41635
2006-03-05 00:00:00+00:00,277.4257
2006-03-06 00:00:00+00:00,278.18787
2006-03-07 00:00:00+00:00,278.0259
2006-03-08 00:00:00+00:00,277.5435
2006-03-09 00:00:00+00:00,276.52228
2006-03-10 00:00:00+00:00,280.7828
2006-03-11 00:00:00+00:00,278.50433
2006-03-12 00:00:00+00:00,278.7751
2006-03-13 00:00:00+00:00,277.15927
2006-03-14 00:00:00+00:00,279.24606
2006-03-15 00:00:00+00:00,276.82047
2006-03-16 00:00:00+00:00,277.87683
2006-03-17 00:00:00+00:00,281.0278
2006-03-18 00:00:00+00:00,280.39355
2006-03-19 00:00:00+00:00,279.8988
2006-03-20 00:00:00+00:00,279.64218
2006-03-21 00:00:00+00:00,279.61148
2006-03-22 00:00:00+00:00,278.61212
2006-03-23 00:00:00+00:00,279.73764
2006-03-24 00:00:00+00:00,277.14294
2006-03-25 00:00:00+00:00,278.11078
2006-03-26 00:00:00+00:00,279.8537
2006-03-27 00:00:00+00:00,281.97064
2006-03-28 00:00:00+00:00,283.4845
2006-03-29 00:00:00+00:00,280.38077
2006-03-30 00:00:00+00:00,280.1001
2006-03-31 00:00:00+00:00,281.67163
2006-04-01 00:00:00+00:00,282.21515
2006-04-02 00:00:00+00:00,277.94376
2006-04-03 00:00:00+00:00,279.49606
2006-04-04 00:00:00+00:00,282.68918
2006-04-05 00:00:00+00:00,281.02112
2006-04-06 00:00:00+00:00,282.12076
2006-04-07 00:00:00+00:00,284.03772
2006-04-08 00:00:00+00:00,284.66632
2006-04-09 00:00:00+00:00,284.6995
2006-04-10 00:00:00+00:00,280.09357
2006-04-11 00:00:00+00:00,279.72778
2006-04-12 00:00:00+00:00,278.98004
2006-04-13 00:00:00+00:00,277.79938
2006-04-14 00:00:00+00:00,276.67282
2006-04-15 00:00:00+00:00,279.32312
2006-04-16 00:00:00+00:00,280.64087
2006-04-17 00:00:00+00:00,283.66415
2006-04-18 00:00:00+00:00,279.48788
2006-04-19 00:00:00+00:00,280.3106
2006-04-20 00:00:00+00:00,282.59567
2006-04-21 00:00:00+00:00,279.43594
2006-04-22 00:00:00+00:00,280.2657
2006-04-23 00:00:00+00:00,280.8138
2006-04-24 00:00:00+00:00,280.00656
2006-04-25 00:00:00+00:00,282.0182
2006-04-26 00:00:00+00:00,279.82162
2006-04-27 00:00:00+00:00,283.5075
2006-04-28 00:00:00+00:00,281.32303
2006-04-29 00:00:00+00:00,281.66147
2006-04-30 00:00:00+00:00,281.87512
2006-05-01 00:00:00+00:00,283.78772
2006-05-02 00:00:00+00:00,285.2867
2006-05-03 00:00:00+00:00,283.26456
2006-05-04 00:00:00+00:00,281.7859
2006-05-05 00:00:00+00:00,280.56213
2006-05-06 00:00:00+00:00,280.11707
2006-05-07 00:00:00+00:00,280.01498
2006-05-08 00:00:00+00:00,283.04257
2006-05-09 00:00:00+00:00,282.22784
2006-05-10 00:00:00+00:00,279.36612
2006-05-11 00:00:00+00:00,281.97794
2006-05-12 00:00:00+00:00,282.1302
2006-05-13 00:00:00+00:00,281.19485
2006-05-14 00:00:00+00:00,278.4941
2006-05-15 00:00:00+00:00,281.1731
2006-05-16 00:00:00+00:00,280.9323
2006-05-17 00:00:00+00:00,284.0913
2006-05-18 00:00:00+00:00,287.169
2006-05-19 00:00:00+00:00,282.51007
2006-05-20 00:00:00+00:00,282.89462
2006-05-21 00:00:00+00:00,284.33072
2006-05-22 00:00:00+00:00,283.5336
2006-05-23 00:00:00+00:00,281.20084
2006-05-24 00:00:00+00:00,282.3424
2006-05-25 00:00:00+00:00,282.71072
2006-05-26 00:00:00+00:00,280.945
2006-05-27 00:00:00+00:00,280.908
2006-05-28 00:00:00+00:00,283.62186
2006-05-29 00:00:00+00:00,290.01886
2006-05-30 00:00:00+00:00,290.5586
2006-05-31 00:00:00+00:00,285.7415
2006-06-01 00:00:00+00:00,279.97598
2006-06-02 00:00:00+00:00,280.65396
2006-06-03 00:00:00+00:00,282.71603
2006-06-04 00:00:00+00:00,284.02527
2006-06-05 00:00:00+00:00,284.19806
2006-06-06 00:00:00+00:00,285.32138
2006-06-07 00:00:00+00:00,284.95575
2006-06-08 00:00:00+00:00,285.05676
2006-06-09 00:00:00+00:00,284.2688
2006-06-10 00:00:00+00:00,285.2609
2006-06-11 00:00:00+00:00,286.2024
2006-06-12 00:00:00+00:00,282.55606
2006-06-13 00:00:00+00:00,283.43417
2006-06-14 00:00:00+00:00,281.21133
2006-06-15 00:00:00+00:00,280.5668
2006-06-16 00:00:00+00:00,284.55176
2006-06-17 00:00:00+00:00,283.69583
2006-06-18 00:00:00+00:00,283.2197
2006-06-19 00:00:00+00:00,284.21844
2006-06-20 00:00:00+00:00,284.824
2006-06-21 00:00:00+00:00,284.64108
2006-06-22 00:00:00+00:00,284.82187
2006-06-23 00:00:00+00:00,283.64996
2006-06-24 00:00:00+00:00,290.94922
2006-06-25 00:00:00+00:00,294.19907
2006-06-26 00:00:00+00:00,290.169
2006-06-27 00:00:00+00:00,285.27863
2006-06-28 00:00:00+00:00,284.1424
2006-06-29 00:00:00+00:00,284.62332
2006-06-30 00:00:00+00:00,284.05652
2006-07-01 00:00:00+00:00,287.73627
2006-07-02 00:00:00+00:00,284.32068
2006-07-03 00:00:00+00:00,286.64175
2006-07-04 00:00:00+00:00,287.23743
2006-07-05 00:00:00+00:00,286.272
2006-07-06 00:00:00+00:00,283.7408
2006-07-07 00:00:00+00:00,284.2641
2006-07-08 00:00:00+00:00,283.79178
2006-07-09 00:00:00+00:00,286.09042
2006-07-10 00:00:00+00:00,285.6462
2006-07-11 00:00:00+00:00,288.0336
2006-07-12 00:00:00+00:00,288.94006
2006-07-13 00:00:00+00:00,289.0833
2006-07-14 00:00:00+00:00,287.42404
2006-07-15 00:00:00+00:00,285.99036
2006-07-16 00:00:00+00:00,285.1638
2006-07-17 00:00:00+00:00,284.79468
2006-07-18 00:00:00+00:00,286.13837
2006-07-19 00:00:00+00:00,290.9646
2006-07-20 00:00:00+00:00,289.13943
2006-07-21 00:00:00+00:00,288.6066
2006-07-22 00:00:00+00:00,285.8317
2006-07-23 00:00:00+00:00,284.4844
2006-07-24 00:00:00+00:00,285.17746
2006-07-25 00:00:00+00:00,286.48944
2006-07-26 00:00:00+00:00,286.19092
2006-07-27 00:00:00+00:00,286.36267
2006-07-28 00:00:00+00:00,284.33258
2006-07-29 00:00:00+00:00,285.12088
2006-07-30 00:00:00+00:00,285.6234
2006-07-31 00:00:00+00:00,286.1416
2006-08-01 00:00:00+00:00,287.00598
2006-08-02 00:00:00+00:00,287.23026
2006-08-03 00:00:00+00:00,286.61545
2006-08-04 00:00:00+00:00,284.5329
2006-08-05 00:00:00+00:00,285.04773
2006-08-06 00:00:00+00:00,282.43274
2006-08-07 00:00:00+00:00,281.98508
2006-08-08 00:00:00+00:00,283.68396
2006-08-09 00:00:00+00:00,283.32535
2006-08-10 00:00:00+00:00,283.3383
2006-08-11 00:00:00+00:00,285.4808
2006-08-12 00:00:00+00:00,284.451
2006-08-13 00:00:00+00:00,285.3796
2006-08-14 00:00:00+00:00,286.45575
2006-08-15 00:00:00+00:00,287.09656
2006-08-16 00:00:00+00:00,284.89395
2006-08-17 00:00:00+00:00,284.5988
2006-08-18 00:00:00+00:00,285.4706
2006-08-19 00:00:00+00:00,284.71832
