time,pr_day_MIROC5_rcp45
2006-01-01 00:00:00+00:00,3.9553153e-05
2006-01-02 00:00:00+00:00,0.00012684664
2006-01-03 00:00:00+00:00,0.0
2006-01-04 00:00:00+00:00,0.0
2006-01-05 00:00:00+00:00,0.0
2006-01-06 00:00:00+00:00,3.735828e-07
2006-01-07 00:00:00+00:00,2.7467984e-06
2006-01-08 00:00:00+00:00,7.879206e-06
2006-01-09 00:00:00+00:00,0.0
2006-01-10 00:00:00+00:00,0.0
2006-01-11 00:00:00+00:00,1.9425386e-06
2006-01-12 00:00:00+00:00,0.0
2006-01-13 00:00:00+00:00,0.00014054767
2006-01-14 00:00:00+00:00,0.00022207087
2006-01-15 00:00:00+00:00,2.1045467e-05
2006-01-16 00:00:00+00:00,1.5335801e-05
2006-01-17 00:00:00+00:00,3.235445e-08
2006-01-18 00:00:00+00:00,9.262731e-05
2006-01-19 00:00:00+00:00,3.3061937e-05
2006-01-20 00:00:00+00:00,1.1305115e-05
2006-01-21 00:00:00+00:00,9.03246e-06
2006-01-22 00:00:00+00:00,1.1969032e-06
2006-01-23 00:00:00+00:00,0.0
2006-01-24 00:00:00+00:00,0.0
2006-01-25 00:00:00+00:00,0.0
2006-01-26 00:00:00+00:00,1.0373763e-05
2006-01-27 00:00:00+00:00,8.010099e-06
2006-01-28 00:00:00+00:00,3.6534364e-06
2006-01-29 00:00:00+00:00,0.0
2006-01-30 00:00:00+00:00,0.0
2006-01-31 00:00:00+00:00,3.504771e-05
2006-02-01 00:00:00+00:00,0.0
2006-02-02 00:00:00+00:00,0.0
2006-02-03 00:00:00+00:00,0.0
2006-02-04 00:00:00+00:00,0.0
2006-02-05 00:00:00+00:00,0.0
2006-02-06 00:00:00+00:00,0.0
2006-02-07 00:00:00+00:00,0.0
2006-02-08 00:00:00+00:00,2.0189621e-07
2006-02-09 00:00:00+00:00,0.00016034795
2006-02-10 00:00:00+00:00,0.00043857514
2006-02-11 00:00:00+00:00,0.00016923413
2006-02-12 00:00:00+00:00,2.3008946e-05
2006-02-13 00:00:00+00:00,0.0
2006-02-14 00:00:00+00:00,4.7841644e-05
2006-02-15 00:00:00+00:00,6.7847923e-06
2006-02-16 00:00:00+00:00,0.0
2006-02-17 00:00:00+00:00,0.0
2006-02-18 00:00:00+00:00,0.0
2006-02-19 00:00:00+00:00,0.0
2006-02-20 00:00:00+00:00,0.0
2006-02-21 00:00:00+00:00,0.0
2006-02-22 00:00:00+00:00,0.0
2006-02-23 00:00:00+00:00,0.0
2006-02-24 00:00:00+00:00,4.6257606e-05
2006-02-25 00:00:00+00:00,1.2186577e-05
2006-02-26 00:00:00+00:00,0.0
2006-02-27 00:00:00+00:00,0.0
2006-02-28 00:00:00+00:00,4.2062316e-06
2006-03-01 00:00:00+00:00,6.0920644e-05
2006-03-02 00:00:00+00:00,2.2241247e-05
2006-03-03 00:00:00+00:00,7.78551e-05
2006-03-04 00:00:00+00:00,8.597182e-05
2006-03-05 00:00:00+00:00,8.049855e-05
2006-03-06 00:00:00+00:00,0.00017900638
2006-03-07 00:00:00+00:00,0.00022600824
2006-03-08 00:00:00+00:00,0.00013872673
2006-03-09 00:00:00+00:00,4.638041e-05
2006-03-10 00:00:00+00:00,2.1363223e-05
2006-03-11 00:00:00+00:00,8.111412e-06
2006-03-12 00:00:00+00:00,3.768411e-05
2006-03-13 00:00:00+00:00,0.00012570639
2006-03-14 00:00:00+00:00,7.118723e-05
2006-03-15 00:00:00+00:00,1.6415608e-05
