time,tasmax_day_CanESM2_rcp45
2006-01-01 00:00:00+00:00,284.7427
2006-01-02 00:00:00+00:00,285.3455
2006-01-03 00:00:00+00:00,285.70572
2006-01-04 00:00:00+00:00,284.20175
2006-01-05 00:00:00+00:00,285.63748
2006-01-06 00:00:00+00:00,285.743
2006-01-07 00:00:00+00:00,285.52
2006-01-08 00:00:00+00:00,286.6204
2006-01-09 00:00:00+00:00,287.30048
2006-01-10 00:00:00+00:00,285.5431
2006-01-11 00:00:00+00:00,286.85086
2006-01-12 00:00:00+00:00,287.70975
2006-01-13 00:00:00+00:00,289.94208
2006-01-14 00:00:00+00:00,290.01068
2006-01-15 00:00:00+00:00,286.7849
2006-01-16 00:00:00+00:00,285.73337
2006-01-17 00:00:00+00:00,286.62302
2006-01-18 00:00:00+00:00,288.15167
2006-01-19 00:00:00+00:00,288.2024
2006-01-20 00:00:00+00:00,289.20444
2006-01-21 00:00:00+00:00,286.76685
2006-01-22 00:00:00+00:00,285.02325
2006-01-23 00:00:00+00:00,286.41232
2006-01-24 00:00:00+00:00,285.24515
2006-01-25 00:00:00+00:00,285.98428
2006-01-26 00:00:00+00:00,285.93634
2006-01-27 00:00:00+00:00,286.73016
2006-01-28 00:00:00+00:00,283.28723
2006-01-29 00:00:00+00:00,288.01135
2006-01-30 00:00:00+00:00,289.44754
2006-01-31 00:00:00+00:00,290.963
2006-02-01 00:00:00+00:00,289.8892
2006-02-02 00:00:00+00:00,287.89694
2006-02-03 00:00:00+00:00,288.01984
2006-02-04 00:00:00+00:00,289.73795
2006-02-05 00:00:00+00:00,289.76782
2006-02-06 00:00:00+00:00,289.43292
2006-02-07 00:00:00+00:00,286.6171
2006-02-08 00:00:00+00:00,288.55676
2006-02-09 00:00:00+00:00,291.5714
2006-02-10 00:00:00+00:00,290.40897
2006-02-11 00:00:00+00:00,290.44894
2006-02-12 00:00:00+00:00,290.0801
2006-02-13 00:00:00+00:00,289.60266
2006-02-14 00:00:00+00:00,290.92285
2006-02-15 00:00:00+00:00,291.22116
2006-02-16 00:00:00+00:00,293.0408
2006-02-17 00:00:00+00:00,291.6065
2006-02-18 00:00:00+00:00,292.0396
2006-02-19 00:00:00+00:00,289.58875
2006-02-20 00:00:00+00:00,287.47406
2006-02-21 00:00:00+00:00,290.49393
2006-02-22 00:00:00+00:00,289.0388
2006-02-23 00:00:00+00:00,289.59625
2006-02-24 00:00:00+00:00,289.9025
2006-02-25 00:00:00+00:00,291.55695
2006-02-26 00:00:00+00:00,290.77853
2006-02-27 00:00:00+00:00,288.262
2006-02-28 00:00:00+00:00,290.1957
2006-03-01 00:00:00+00:00,293.19653
2006-03-02 00:00:00+00:00,293.24127
2006-03-03 00:00:00+00:00,290.3442
2006-03-04 00:00:00+00:00,291.518
2006-03-05 00:00:00+00:00,291.3423
2006-03-06 00:00:00+00:00,295.03775
2006-03-07 00:00:00+00:00,295.03314
2006-03-08 00:00:00+00:00,288.13538
2006-03-09 00:00:00+00:00,289.39035
2006-03-10 00:00:00+00:00,291.22397
2006-03-11 00:00:00+00:00,289.9313
2006-03-12 00:00:00+00:00,292.03345
2006-03-13 00:00:00+00:00,290.7941
2006-03-14 00:00:00+00:00,287.91446
2006-03-15 00:00:00+00:00,290.5693
2006-03-16 00:00:00+00:00,295.98343
2006-03-17 00:00:00+00:00,297.37335
2006-03-18 00:00:00+00:00,298.3319
2006-03-19 00:00:00+00:00,298.72852
2006-03-20 00:00:00+00:00,298.30386
2006-03-21 00:00:00+00:00,297.426
2006-03-22 00:00:00+00:00,296.24008
2006-03-23 00:00:00+00:00,300.50024
2006-03-24 00:00:00+00:00,301.4312
2006-03-25 00:00:00+00:00,299.52002
2006-03-26 00:00:00+00:00,291.11047
2006-03-27 00:00:00+00:00,291.47168
2006-03-28 00:00:00+00:00,289.9077
2006-03-29 00:00:00+00:00,292.86743
2006-03-30 00:00:00+00:00,293.64203
2006-03-31 00:00:00+00:00,292.95197
2006-04-01 00:00:00+00:00,289.69254
2006-04-02 00:00:00+00:00,289.88895
2006-04-03 00:00:00+00:00,291.83655
2006-04-04 00:00:00+00:00,295.5997
2006-04-05 00:00:00+00:00,294.3747
2006-04-06 00:00:00+00:00,291.87985
2006-04-07 00:00:00+00:00,289.91882
2006-04-08 00:00:00+00:00,292.45267
2006-04-09 00:00:00+00:00,293.14328
2006-04-10 00:00:00+00:00,293.5153
2006-04-11 00:00:00+00:00,294.52753
2006-04-12 00:00:00+00:00,294.51688
2006-04-13 00:00:00+00:00,296.85773
2006-04-14 00:00:00+00:00,295.3925
2006-04-15 00:00:00+00:00,296.43713
2006-04-16 00:00:00+00:00,300.54468
2006-04-17 00:00:00+00:00,301.75757
2006-04-18 00:00:00+00:00,300.3725
2006-04-19 00:00:00+00:00,297.8333
2006-04-20 00:00:00+00:00,291.33255
2006-04-21 00:00:00+00:00,298.28043
2006-04-22 00:00:00+00:00,298.29156
2006-04-23 00:00:00+00:00,293.3264
2006-04-24 00:00:00+00:00,291.85736
2006-04-25 00:00:00+00:00,289.46106
2006-04-26 00:00:00+00:00,294.02426
2006-04-27 00:00:00+00:00,292.00574
2006-04-28 00:00:00+00:00,298.42953
2006-04-29 00:00:00+00:00,298.00928
2006-04-30 00:00:00+00:00,294.50885
2006-05-01 00:00:00+00:00,291.88907
2006-05-02 00:00:00+00:00,289.30878
2006-05-03 00:00:00+00:00,291.4238
2006-05-04 00:00:00+00:00,294.95325
2006-05-05 00:00:00+00:00,297.08334
2006-05-06 00:00:00+00:00,295.26294
2006-05-07 00:00:00+00:00,295.69705
2006-05-08 00:00:00+00:00,296.33145
2006-05-09 00:00:00+00:00,300.3065
2006-05-10 00:00:00+00:00,299.9481
2006-05-11 00:00:00+00:00,299.78955
2006-05-12 00:00:00+00:00,298.34412
2006-05-13 00:00:00+00:00,294.41202
2006-05-14 00:00:00+00:00,297.65323
2006-05-15 00:00:00+00:00,298.30392
2006-05-16 00:00:00+00:00,297.4736
2006-05-17 00:00:00+00:00,290.8002
2006-05-18 00:00:00+00:00,293.06042
2006-05-19 00:00:00+00:00,295.08185
2006-05-20 00:00:00+00:00,297.55054
2006-05-21 00:00:00+00:00,303.5744
2006-05-22 00:00:00+00:00,304.67816
2006-05-23 00:00:00+00:00,299.129
2006-05-24 00:00:00+00:00,296.4512
2006-05-25 00:00:00+00:00,296.25174
2006-05-26 00:00:00+00:00,300.0464
2006-05-27 00:00:00+00:00,302.39664
2006-05-28 00:00:00+00:00,304.471
2006-05-29 00:00:00+00:00,312.9197
2006-05-30 00:00:00+00:00,312.48602
2006-05-31 00:00:00+00:00,310.3697
2006-06-01 00:00:00+00:00,304.3016
2006-06-02 00:00:00+00:00,303.84253
2006-06-03 00:00:00+00:00,296.3163
2006-06-04 00:00:00+00:00,294.20425
2006-06-05 00:00:00+00:00,294.8632
2006-06-06 00:00:00+00:00,297.42673
2006-06-07 00:00:00+00:00,296.8914
2006-06-08 00:00:00+00:00,296.74933
2006-06-09 00:00:00+00:00,297.2064
2006-06-10 00:00:00+00:00,295.93686
2006-06-11 00:00:00+00:00,299.0401
2006-06-12 00:00:00+00:00,292.78177
2006-06-13 00:00:00+00:00,295.2672
2006-06-14 00:00:00+00:00,291.1788
2006-06-15 00:00:00+00:00,295.24515
2006-06-16 00:00:00+00:00,297.90707
2006-06-17 00:00:00+00:00,297.17477
2006-06-18 00:00:00+00:00,296.05304
2006-06-19 00:00:00+00:00,295.1796
2006-06-20 00:00:00+00:00,300.08054
2006-06-21 00:00:00+00:00,299.80554
2006-06-22 00:00:00+00:00,300.11047
2006-06-23 00:00:00+00:00,306.38898
2006-06-24 00:00:00+00:00,314.6445
2006-06-25 00:00:00+00:00,315.32013
2006-06-26 00:00:00+00:00,313.07578
2006-06-27 00:00:00+00:00,308.6157
2006-06-28 00:00:00+00:00,303.638
2006-06-29 00:00:00+00:00,303.78952
2006-06-30 00:00:00+00:00,302.73828
2006-07-01 00:00:00+00:00,301.95355
2006-07-02 00:00:00+00:00,304.16125
2006-07-03 00:00:00+00:00,302.23608
2006-07-04 00:00:00+00:00,304.4633
2006-07-05 00:00:00+00:00,303.46313
2006-07-06 00:00:00+00:00,307.7387
2006-07-07 00:00:00+00:00,306.57788
2006-07-08 00:00:00+00:00,306.52115
2006-07-09 00:00:00+00:00,304.47482
2006-07-10 00:00:00+00:00,301.29077
2006-07-11 00:00:00+00:00,301.63754
2006-07-12 00:00:00+00:00,301.69037
2006-07-13 00:00:00+00:00,302.44498
2006-07-14 00:00:00+00:00,301.96555
2006-07-15 00:00:00+00:00,305.5107
2006-07-16 00:00:00+00:00,305.28296
2006-07-17 00:00:00+00:00,309.42007
2006-07-18 00:00:00+00:00,311.33984
2006-07-19 00:00:00+00:00,313.27148
2006-07-20 00:00:00+00:00,309.9846
2006-07-21 00:00:00+00:00,304.50177
2006-07-22 00:00:00+00:00,302.32968
2006-07-23 00:00:00+00:00,305.03668
2006-07-24 00:00:00+00:00,305.05887
2006-07-25 00:00:00+00:00,303.8632
2006-07-26 00:00:00+00:00,301.0969
2006-07-27 00:00:00+00:00,301.97528
2006-07-28 00:00:00+00:00,299.46085
2006-07-29 00:00:00+00:00,295.72913
2006-07-30 00:00:00+00:00,296.69748
2006-07-31 00:00:00+00:00,297.6538
2006-08-01 00:00:00+00:00,298.4679
2006-08-02 00:00:00+00:00,298.47217
2006-08-03 00:00:00+00:00,298.50528
2006-08-04 00:00:00+00:00,301.4185
2006-08-05 00:00:00+00:00,300.35516
2006-08-06 00:00:00+00:00,304.80817
2006-08-07 00:00:00+00:00,304.57797
2006-08-08 00:00:00+00:00,308.69592
2006-08-09 00:00:00+00:00,303.94342
2006-08-10 00:00:00+00:00,301.5412
2006-08-11 00:00:00+00:00,301.09723
2006-08-12 00:00:00+00:00,304.3359
2006-08-13 00:00:00+00:00,306.6971
2006-08-14 00:00:00+00:00,309.49268
2006-08-15 00:00:00+00:00,310.8921
2006-08-16 00:00:00+00:00,310.65417
2006-08-17 00:00:00+00:00,304.93762
2006-08-18 00:00:00+00:00,301.50897
2006-08-19 00:00:00+00:00,304.81775
2006-08-20 00:00:00+00:00,300.76108
2006-08-21 00:00:00+00:00,305.9446
2006-08-22 00:00:00+00:00,306.75516
2006-08-23 00:00:00+00:00,307.61594
2006-08-24 00:00:00+00:00,303.4264
2006-08-25 00:00:00+00:00,303.67728
2006-08-26 00:00:00+00:00,304.33267
2006-08-27 00:00:00+00:00,303.69046
2006-08-28 00:00:00+00:00,304.85205
2006-08-29 00:00:00+00:00,300.3218
2006-08-30 00:00:00+00:00,302.1967
2006-08-31 00:00:00+00:00,300.569
2006-09-01 00:00:00+00:00,301.73148
2006-09-02 00:00:00+00:00,296.8196
2006-09-03 00:00:00+00:00,300.5382
2006-09-04 00:00:00+00:00,307.90552
2006-09-05 00:00:00+00:00,305.16238
2006-09-06 00:00:00+00:00,302.17438
2006-09-07 00:00:00+00:00,295.91226
2006-09-08 00:00:00+00:00,296.32834
2006-09-09 00:00:00+00:00,297.2484
2006-09-10 00:00:00+00:00,296.8894
2006-09-11 00:00:00+00:00,299.04736
2006-09-12 00:00:00+00:00,302.60825
2006-09-13 00:00:00+00:00,306.55896
2006-09-14 00:00:00+00:00,300.97623
2006-09-15 00:00:00+00:00,299.51746
2006-09-16 00:00:00+00:00,294.79007
2006-09-17 00:00:00+00:00,293.68936
2006-09-18 00:00:00+00:00,294.1498
2006-09-19 00:00:00+00:00,301.67053
2006-09-20 00:00:00+00:00,302.23303
2006-09-21 00:00:00+00:00,297.37466
2006-09-22 00:00:00+00:00,302.93784
2006-09-23 00:00:00+00:00,304.26736
2006-09-24 00:00:00+00:00,308.79605
2006-09-25 00:00:00+00:00,303.32867
2006-09-26 00:00:00+00:00,300.76227
2006-09-27 00:00:00+00:00,300.65045
2006-09-28 00:00:00+00:00,300.104
2006-09-29 00:00:00+00:00,301.9087
2006-09-30 00:00:00+00:00,296.17084
2006-10-01 00:00:00+00:00,293.84973
2006-10-02 00:00:00+00:00,294.34695
2006-10-03 00:00:00+00:00,295.9632
2006-10-04 00:00:00+00:00,300.22446
2006-10-05 00:00:00+00:00,302.83078
2006-10-06 00:00:00+00:00,301.53754
2006-10-07 00:00:00+00:00,295.8345
2006-10-08 00:00:00+00:00,296.26587
2006-10-09 00:00:00+00:00,301.95798
2006-10-10 00:00:00+00:00,303.83197
2006-10-11 00:00:00+00:00,303.68365
2006-10-12 00:00:00+00:00,298.15448
2006-10-13 00:00:00+00:00,296.36136
2006-10-14 00:00:00+00:00,295.72717
2006-10-15 00:00:00+00:00,296.33365
2006-10-16 00:00:00+00:00,296.06552
2006-10-17 00:00:00+00:00,292.41315
2006-10-18 00:00:00+00:00,290.16324
2006-10-19 00:00:00+00:00,291.97757
2006-10-20 00:00:00+00:00,293.73453
2006-10-21 00:00:00+00:00,296.68884
2006-10-22 00:00:00+00:00,300.83054
2006-10-23 00:00:00+00:00,298.81882
2006-10-24 00:00:00+00:00,298.8422
2006-10-25 00:00:00+00:00,297.19226
2006-10-26 00:00:00+00:00,294.67993
2006-10-27 00:00:00+00:00,297.31503
2006-10-28 00:00:00+00:00,296.65115
2006-10-29 00:00:00+00:00,294.77194
2006-10-30 00:00:00+00:00,295.05606
2006-10-31 00:00:00+00:00,292.6229
2006-11-01 00:00:00+00:00,290.10486
2006-11-02 00:00:00+00:00,294.39624
2006-11-03 00:00:00+00:00,297.96658
2006-11-04 00:00:00+00:00,297.60693
2006-11-05 00:00:00+00:00,293.11334
2006-11-06 00:00:00+00:00,288.37723
2006-11-07 00:00:00+00:00,292.84015
2006-11-08 00:00:00+00:00,291.04507
2006-11-09 00:00:00+00:00,290.7154
2006-11-10 00:00:00+00:00,293.4992
2006-11-11 00:00:00+00:00,291.58405
2006-11-12 00:00:00+00:00,292.94943
2006-11-13 00:00:00+00:00,297.13477
2006-11-14 00:00:00+00:00,298.49677
2006-11-15 00:00:00+00:00,298.1316
2006-11-16 00:00:00+00:00,297.7052
2006-11-17 00:00:00+00:00,297.2894
2006-11-18 00:00:00+00:00,299.34537
2006-11-19 00:00:00+00:00,297.85867
2006-11-20 00:00:00+00:00,295.7288
2006-11-21 00:00:00+00:00,292.43338
