1 374326.74 #1990-01-01
2 374326.74 #1990-01-02
3 374326.74 #1990-01-03
4 374326.74 #1990-01-04
5 374326.74 #1990-01-05
6 374326.74 #1990-01-06
7 381666.48 #1990-01-07
8 171260.6 #1990-01-08
9 48931.6 #1990-01-09
10 85630.3 #1990-01-10
11 154134.54 #1990-01-11
12 154134.54 #1990-01-12
13 156581.12 #1990-01-13
14 1597616.74 #1990-01-14
15 2471045.8 #1990-01-15
16 2446580.0 #1990-01-16
17 2150543.82 #1990-01-17
18 1636762.02 #1990-01-18
19 976185.42 #1990-01-19
20 763332.96 #1990-01-20
21 763332.96 #1990-01-21
22 763332.96 #1990-01-22
23 763332.96 #1990-01-23
24 763332.96 #1990-01-24
25 763332.96 #1990-01-25
26 763332.96 #1990-01-26
27 763332.96 #1990-01-27
28 763332.96 #1990-01-28
29 763332.96 #1990-01-29
30 763332.96 #1990-01-30
31 1059369.14 #1990-01-31
32 1242862.64 #1990-02-01
33 1245309.22 #1990-02-02
34 1245309.22 #1990-02-03
35 1255095.54 #1990-02-04
36 1257542.12 #1990-02-05
37 1257542.12 #1990-02-06
38 1257542.12 #1990-02-07
39 1257542.12 #1990-02-08
40 1230629.74 #1990-02-09
41 1215950.26 #1990-02-10
42 1215950.26 #1990-02-11
43 1215950.26 #1990-02-12
44 1215950.26 #1990-02-13
45 1215950.26 #1990-02-14
46 1215950.26 #1990-02-15
47 1671014.14 #1990-02-16
48 1820255.52 #1990-02-17
49 1815362.36 #1990-02-18
50 1815362.36 #1990-02-19
51 1414123.24 #1990-02-20
52 682595.82 #1990-02-21
53 484422.84 #1990-02-22
54 477083.1 #1990-02-23
55 486869.42 #1990-02-24
56 486869.42 #1990-02-25
57 486869.42 #1990-02-26
58 494209.16 #1990-02-27
59 494209.16 #1990-02-28
60 494209.16 #1990-03-01
61 494209.16 #1990-03-02
62 499102.32 #1990-03-03
63 503995.48 #1990-03-04
64 577392.88 #1990-03-05
65 724187.68 #1990-03-06
66 729080.84 #1990-03-07
67 729080.84 #1990-03-08
68 631217.64 #1990-03-09
69 479529.68 #1990-03-10
70 486869.42 #1990-03-11
71 489316.0 #1990-03-12
72 486869.42 #1990-03-13
73 486869.42 #1990-03-14
74 486869.42 #1990-03-15
75 486869.42 #1990-03-16
76 486869.42 #1990-03-17
77 486869.42 #1990-03-18
78 415918.6 #1990-03-19
79 366987.0 #1990-03-20
80 369433.58 #1990-03-21
81 303375.92 #1990-03-22
82 256890.9 #1990-03-23
83 269123.8 #1990-03-24
84 269123.8 #1990-03-25
85 261784.06 #1990-03-26
86 259337.48 #1990-03-27
87 256890.9 #1990-03-28
88 264230.64 #1990-03-29
89 261784.06 #1990-03-30
90 261784.06 #1990-03-31
91 92970.04 #1990-04-01
92 85630.3 #1990-04-02
93 85630.3 #1990-04-03
94 85630.3 #1990-04-04
95 105202.94 #1990-04-05
96 129668.74 #1990-04-06
97 129668.74 #1990-04-07
98 129668.74 #1990-04-08
99 129668.74 #1990-04-09
100 139455.06 #1990-04-10
101 149241.38 #1990-04-11
102 154134.54 #1990-04-12
103 159027.7 #1990-04-13
104 166367.44 #1990-04-14
105 176153.76 #1990-04-15
106 183493.5 #1990-04-16
107 176153.76 #1990-04-17
