time,elapsed_seconds,message
20:38:59,6.97e-05,PEST++ performance logger started
20:38:59,0.0008129,starting to process control file
20:38:59,0.494469,finished processing control file
20:38:59,0.0463824,loading parcov
20:39:00,0.204419,beginning iteration 1
20:39:00,0.000482,commencing to build jacobian parameter sets
20:39:00,0.192379,jacobian parameter sets built, commencing model runs
06:06:53,34073.4,jacobian runs complete, processing runs
06:06:55,1.82745,processing jacobian runs complete
06:06:55,8.51e-05,saving jacobian and sen files
06:07:02,7.05214,commencing calculation of upgrade vector
06:07:05,3.10781,forming JtQJ matrix
06:07:05,0.0732953,commencing to scale JtQJ matrix- first SVD...
06:07:05,0.0001811,starting REDSVD
06:07:05,0.013928,retrieving REDSVD components
06:07:05,0.0001211,triming REDSVD components to 93elements
06:07:05,0.0001795,done REDSVD
06:07:05,0.000741,S info: rows = 93: cols = 93: size = 8649: nonzeros = 81
06:07:05,1.85e-05,JS
06:07:05,0.0169115,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
06:07:05,0.0762181,S info: rows = 93: cols = 93: size = 8649: nonzeros = 81
06:07:05,5.17e-05,commencing SVD factorization of lambda-scaled JtQJ
06:07:05,1.18e-05,starting REDSVD
06:07:05,0.0084632,retrieving REDSVD components
06:07:05,0.0001135,triming REDSVD components to 81elements
06:07:05,8.91e-05,done REDSVD
06:07:05,1.17e-05,SVD factorization complete
06:07:05,0.0064176,commencing linear algebra multiplication to compute ugrade
06:07:05,1.45e-05,S info: rows = 93: cols = 93: size = 8649: nonzeros = 81Vt info: rows = 81: cols = 93: size = 7533: nonzeros = 6561
06:07:05,1.06e-05,U info: rows = 93: cols = 81: size = 7533: nonzeros = 6561
06:07:05,1.11e-05,jac info: rows = 8798: cols = 93: size = 818214: nonzeros = 641431
06:07:05,0.0117842,linear algebra multiplication to compute ugrade complete
06:07:05,0.0016062,commencing check of parameter bounds and gradients
06:07:05,0.110879,beginning upgrade vector calculations, lambda = 0.1
06:07:05,0.0001481,commencing calculation of upgrade vector
06:07:09,3.50132,forming JtQJ matrix
06:07:09,0.0717135,commencing to scale JtQJ matrix- first SVD...
06:07:09,5.89e-05,starting REDSVD
06:07:09,0.0115062,retrieving REDSVD components
06:07:09,0.0001123,triming REDSVD components to 92elements
06:07:09,7.8e-05,done REDSVD
06:07:09,0.0006758,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:09,1.26e-05,JS
06:07:09,0.0167483,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
06:07:09,0.0750213,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:09,4.31e-05,commencing SVD factorization of lambda-scaled JtQJ
06:07:09,1.23e-05,starting REDSVD
06:07:09,0.0076453,retrieving REDSVD components
06:07:09,0.0001087,triming REDSVD components to 80elements
06:07:09,8.81e-05,done REDSVD
06:07:09,1.14e-05,SVD factorization complete
06:07:09,0.0061285,commencing linear algebra multiplication to compute ugrade
06:07:09,1.42e-05,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80Vt info: rows = 80: cols = 92: size = 7360: nonzeros = 6400
06:07:09,1.08e-05,U info: rows = 92: cols = 80: size = 7360: nonzeros = 6400
06:07:09,1.1e-05,jac info: rows = 8798: cols = 92: size = 809416: nonzeros = 632911
06:07:09,0.0117772,linear algebra multiplication to compute ugrade complete
06:07:09,0.0015198,commencing check of parameter bounds and gradients
06:07:09,7.92e-05,commencing calculation of upgrade vector
06:07:13,3.51665,forming JtQJ matrix
06:07:13,0.0715311,commencing to scale JtQJ matrix- first SVD...
06:07:13,5.85e-05,starting REDSVD
06:07:13,0.011524,retrieving REDSVD components
06:07:13,0.0001105,triming REDSVD components to 92elements
06:07:13,7.62e-05,done REDSVD
06:07:13,0.000668,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:13,1.12e-05,JS
06:07:13,0.0168368,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
06:07:13,0.0748626,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:13,5.24e-05,commencing SVD factorization of lambda-scaled JtQJ
06:07:13,7.91e-05,starting REDSVD
06:07:13,0.007654,retrieving REDSVD components
06:07:13,0.0001095,triming REDSVD components to 80elements
06:07:13,9.08e-05,done REDSVD
06:07:13,1.17e-05,SVD factorization complete
06:07:13,0.0060906,commencing linear algebra multiplication to compute ugrade
06:07:13,1.37e-05,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80Vt info: rows = 80: cols = 92: size = 7360: nonzeros = 6400
06:07:13,1.07e-05,U info: rows = 92: cols = 80: size = 7360: nonzeros = 6400
06:07:13,1.11e-05,jac info: rows = 8798: cols = 92: size = 809416: nonzeros = 632911
06:07:13,0.0116772,linear algebra multiplication to compute ugrade complete
06:07:13,0.001465,commencing check of parameter bounds
06:07:13,6.41e-05,limiting out of bounds pars
06:07:13,0.0018959,change limit/bound enforement for lambda 0.1: upper change limit,KS_076, scaling factor: 0.0030006
06:07:13,0.0007272,checking for denormal floating point values
06:07:13,1.97e-05,transforming upgrade pars to model pars
06:07:13,0.0003621,writing upgrade vector to csv file
06:07:13,0.0094993,beginning upgrade vector calculations, lambda = 1
06:07:13,8.41e-05,commencing calculation of upgrade vector
06:07:16,3.52719,forming JtQJ matrix
06:07:16,0.071612,commencing to scale JtQJ matrix- first SVD...
06:07:16,6.07e-05,starting REDSVD
06:07:16,0.0115177,retrieving REDSVD components
06:07:16,0.0001103,triming REDSVD components to 92elements
06:07:16,7.9e-05,done REDSVD
06:07:16,0.0006746,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:16,1.15e-05,JS
06:07:16,0.016864,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
06:07:17,0.0749277,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:17,4.96e-05,commencing SVD factorization of lambda-scaled JtQJ
06:07:17,1.06e-05,starting REDSVD
06:07:17,0.007731,retrieving REDSVD components
06:07:17,0.0001086,triming REDSVD components to 80elements
06:07:17,9.01e-05,done REDSVD
06:07:17,1.12e-05,SVD factorization complete
06:07:17,0.0060702,commencing linear algebra multiplication to compute ugrade
06:07:17,1.28e-05,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80Vt info: rows = 80: cols = 92: size = 7360: nonzeros = 6400
06:07:17,1.05e-05,U info: rows = 92: cols = 80: size = 7360: nonzeros = 6400
06:07:17,1.07e-05,jac info: rows = 8798: cols = 92: size = 809416: nonzeros = 632911
06:07:17,0.0116542,linear algebra multiplication to compute ugrade complete
06:07:17,0.0014772,commencing check of parameter bounds and gradients
06:07:17,7.39e-05,commencing calculation of upgrade vector
06:07:20,3.50422,forming JtQJ matrix
06:07:20,0.0716103,commencing to scale JtQJ matrix- first SVD...
06:07:20,5.78e-05,starting REDSVD
06:07:20,0.0115234,retrieving REDSVD components
06:07:20,0.0001096,triming REDSVD components to 92elements
06:07:20,7.83e-05,done REDSVD
06:07:20,0.0006746,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:20,1.17e-05,JS
06:07:20,0.016818,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
06:07:20,0.074791,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:20,4.77e-05,commencing SVD factorization of lambda-scaled JtQJ
06:07:20,1.09e-05,starting REDSVD
06:07:20,0.0077332,retrieving REDSVD components
06:07:20,0.0001075,triming REDSVD components to 80elements
06:07:20,9.03e-05,done REDSVD
06:07:20,1.17e-05,SVD factorization complete
06:07:20,0.0061009,commencing linear algebra multiplication to compute ugrade
06:07:20,1.34e-05,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80Vt info: rows = 80: cols = 92: size = 7360: nonzeros = 6400
06:07:20,1.11e-05,U info: rows = 92: cols = 80: size = 7360: nonzeros = 6400
06:07:20,1.13e-05,jac info: rows = 8798: cols = 92: size = 809416: nonzeros = 632911
06:07:20,0.0116629,linear algebra multiplication to compute ugrade complete
06:07:20,0.0014903,commencing check of parameter bounds
06:07:20,6.58e-05,limiting out of bounds pars
06:07:20,9.47e-05,change limit/bound enforement for lambda 1: upper change limit,KS_076, scaling factor: 0.00300592
06:07:20,0.0007369,checking for denormal floating point values
06:07:20,2.18e-05,transforming upgrade pars to model pars
06:07:20,0.0003603,writing upgrade vector to csv file
06:07:20,0.0101665,beginning upgrade vector calculations, lambda = 10
06:07:20,8.59e-05,commencing calculation of upgrade vector
06:07:24,3.51544,forming JtQJ matrix
06:07:24,0.0716938,commencing to scale JtQJ matrix- first SVD...
06:07:24,5.94e-05,starting REDSVD
06:07:24,0.0115135,retrieving REDSVD components
06:07:24,0.0001121,triming REDSVD components to 92elements
06:07:24,7.89e-05,done REDSVD
06:07:24,0.0006729,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:24,1.2e-05,JS
06:07:24,0.0168769,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
06:07:24,0.0750133,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:24,5.25e-05,commencing SVD factorization of lambda-scaled JtQJ
06:07:24,1.08e-05,starting REDSVD
06:07:24,0.0075891,retrieving REDSVD components
06:07:24,0.0001089,triming REDSVD components to 80elements
06:07:24,8.26e-05,done REDSVD
06:07:24,1.16e-05,SVD factorization complete
06:07:24,0.0060709,commencing linear algebra multiplication to compute ugrade
06:07:24,1.33e-05,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80Vt info: rows = 80: cols = 92: size = 7360: nonzeros = 6400
06:07:24,1.08e-05,U info: rows = 92: cols = 80: size = 7360: nonzeros = 6400
06:07:24,1.1e-05,jac info: rows = 8798: cols = 92: size = 809416: nonzeros = 632911
06:07:24,0.0119941,linear algebra multiplication to compute ugrade complete
06:07:24,0.001497,commencing check of parameter bounds and gradients
06:07:24,7.71e-05,commencing calculation of upgrade vector
06:07:28,3.50559,forming JtQJ matrix
06:07:28,0.0717598,commencing to scale JtQJ matrix- first SVD...
06:07:28,5.29e-05,starting REDSVD
06:07:28,0.011525,retrieving REDSVD components
06:07:28,0.0001125,triming REDSVD components to 92elements
06:07:28,7.83e-05,done REDSVD
06:07:28,0.0006652,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:28,1.17e-05,JS
06:07:28,0.0169167,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
06:07:28,0.0750349,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:28,4.71e-05,commencing SVD factorization of lambda-scaled JtQJ
06:07:28,1.13e-05,starting REDSVD
06:07:28,0.0076038,retrieving REDSVD components
06:07:28,0.0001042,triming REDSVD components to 80elements
06:07:28,8.26e-05,done REDSVD
06:07:28,1.14e-05,SVD factorization complete
06:07:28,0.0061204,commencing linear algebra multiplication to compute ugrade
06:07:28,1.35e-05,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80Vt info: rows = 80: cols = 92: size = 7360: nonzeros = 6400
06:07:28,1.08e-05,U info: rows = 92: cols = 80: size = 7360: nonzeros = 6400
06:07:28,1.11e-05,jac info: rows = 8798: cols = 92: size = 809416: nonzeros = 632911
06:07:28,0.0116334,linear algebra multiplication to compute ugrade complete
06:07:28,0.0014866,commencing check of parameter bounds
06:07:28,6.42e-05,limiting out of bounds pars
06:07:28,9.47e-05,change limit/bound enforement for lambda 10: upper change limit,KS_076, scaling factor: 0.003072
06:07:28,0.0007148,checking for denormal floating point values
06:07:28,1.96e-05,transforming upgrade pars to model pars
06:07:28,0.0003666,writing upgrade vector to csv file
06:07:28,0.0102219,beginning upgrade vector calculations, lambda = 100
06:07:28,8.84e-05,commencing calculation of upgrade vector
06:07:31,3.50623,forming JtQJ matrix
06:07:31,0.0718084,commencing to scale JtQJ matrix- first SVD...
06:07:31,5.76e-05,starting REDSVD
06:07:31,0.0115155,retrieving REDSVD components
06:07:31,0.0001101,triming REDSVD components to 92elements
06:07:31,8.1e-05,done REDSVD
06:07:31,0.0006662,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:31,1.12e-05,JS
06:07:31,0.0168502,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
06:07:31,0.075018,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:31,4.79e-05,commencing SVD factorization of lambda-scaled JtQJ
06:07:31,1.52e-05,starting REDSVD
06:07:31,0.0077234,retrieving REDSVD components
06:07:31,0.0001048,triming REDSVD components to 80elements
06:07:31,8.24e-05,done REDSVD
06:07:31,1.13e-05,SVD factorization complete
06:07:31,0.0060773,commencing linear algebra multiplication to compute ugrade
06:07:31,1.4e-05,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80Vt info: rows = 80: cols = 92: size = 7360: nonzeros = 6400
06:07:31,1.07e-05,U info: rows = 92: cols = 80: size = 7360: nonzeros = 6400
06:07:31,1.11e-05,jac info: rows = 8798: cols = 92: size = 809416: nonzeros = 632911
06:07:31,0.011708,linear algebra multiplication to compute ugrade complete
06:07:31,0.0015089,commencing check of parameter bounds and gradients
06:07:31,7.5e-05,commencing calculation of upgrade vector
06:07:35,3.52098,forming JtQJ matrix
06:07:35,0.0715923,commencing to scale JtQJ matrix- first SVD...
06:07:35,4.92e-05,starting REDSVD
06:07:35,0.0115218,retrieving REDSVD components
06:07:35,0.000112,triming REDSVD components to 92elements
06:07:35,7.8e-05,done REDSVD
06:07:35,0.0006726,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:35,1.15e-05,JS
06:07:35,0.0168526,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
06:07:35,0.0750925,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:35,4.66e-05,commencing SVD factorization of lambda-scaled JtQJ
06:07:35,1.07e-05,starting REDSVD
06:07:35,0.0077288,retrieving REDSVD components
06:07:35,0.0001041,triming REDSVD components to 80elements
06:07:35,8.16e-05,done REDSVD
06:07:35,1.15e-05,SVD factorization complete
06:07:35,0.0060778,commencing linear algebra multiplication to compute ugrade
06:07:35,1.29e-05,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80Vt info: rows = 80: cols = 92: size = 7360: nonzeros = 6400
06:07:35,1.05e-05,U info: rows = 92: cols = 80: size = 7360: nonzeros = 6400
06:07:35,1.09e-05,jac info: rows = 8798: cols = 92: size = 809416: nonzeros = 632911
06:07:35,0.011653,linear algebra multiplication to compute ugrade complete
06:07:35,0.0015,commencing check of parameter bounds
06:07:35,6.43e-05,limiting out of bounds pars
06:07:35,9.46e-05,change limit/bound enforement for lambda 100: upper change limit,KS_076, scaling factor: 0.00421629
06:07:35,0.0008266,checking for denormal floating point values
06:07:35,2.09e-05,transforming upgrade pars to model pars
06:07:35,0.0003692,writing upgrade vector to csv file
06:07:35,0.010141,beginning upgrade vector calculations, lambda = 1000
06:07:35,8.77e-05,commencing calculation of upgrade vector
06:07:39,3.51896,forming JtQJ matrix
06:07:39,0.0717019,commencing to scale JtQJ matrix- first SVD...
06:07:39,5.48e-05,starting REDSVD
06:07:39,0.0114806,retrieving REDSVD components
06:07:39,0.0001116,triming REDSVD components to 92elements
06:07:39,7.89e-05,done REDSVD
06:07:39,0.0006666,S info: rows = 92: cols = 92: size = 8464: nonzeros = 80
06:07:39,1.13e-05,JS
