 Date Volume Stage
 1/2/1910     169628.000000000        67.66531    
 1/3/1910     169804.000000000        67.66563    
 1/4/1910     169950.000000000        67.66589    
 1/5/1910     170066.000000000        67.66610    
 1/6/1910     170172.000000000        67.66629    
 1/7/1910     170304.000000000        67.66653    
 1/8/1910     170419.000000000        67.66673    
 1/9/1910     170617.000000000        67.66709    
 1/10/1910    170722.000000000        67.66728    
 1/11/1910    170827.000000000        67.66747    
 1/12/1910    170921.000000000        67.66764    
 1/13/1910    170999.000000000        67.66778    
 1/14/1910    171522.000000000        67.66872    
 1/15/1910    172498.000000000        67.67048    
 1/16/1910    173042.000000000        67.67146    
 1/17/1910    173408.000000000        67.67211    
 1/18/1910    173708.000000000        67.67265    
 1/19/1910    173944.000000000        67.67308    
 1/20/1910    174209.000000000        67.67355    
 1/21/1910    174571.000000000        67.67421    
 1/22/1910    177013.000000000        67.67860    
 1/23/1910    180627.000000000        67.68510    
 1/24/1910    185887.000000000        67.69457    
 1/25/1910    188438.000000000        67.69917    
 1/26/1910    189634.000000000        67.70132    
 1/27/1910    190563.000000000        67.70299    
 1/28/1910    191651.000000000        67.70495    
 1/29/1910    192630.000000000        67.70671    
 1/30/1910    193559.000000000        67.70838    
 1/31/1910    194412.000000000        67.70992    
 2/1/1910     195213.000000000        67.71136    
 2/2/1910     195949.000000000        67.71268    
 2/3/1910     196557.000000000        67.71378    
 2/4/1910     197233.000000000        67.71500    
 2/5/1910     197895.000000000        67.71619    
 2/6/1910     198497.000000000        67.71727    
 2/7/1910     199030.000000000        67.71823    
 2/8/1910     200507.000000000        67.72089    
 2/9/1910     201773.000000000        67.72317    
 2/10/1910    204244.000000000        67.72762    
 2/11/1910    205538.000000000        67.72994    
 2/12/1910    206253.000000000        67.73123    
 2/13/1910    206907.000000000        67.73241    
 2/14/1910    207515.000000000        67.73351    
 2/15/1910    208159.000000000        67.73466    
 2/16/1910    208721.000000000        67.73567    
 2/17/1910    209198.000000000        67.73653    
