FID,Join_Count,obsnme,val_vs_up,OF_zone,YF_zone,Fbrk_zone,K_zone_1,K_zone_2,K_zone_3
0,1,HO_0,upland,0.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,198.000000000000000
1,1,HO_1,upland,0.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,193.000000000000000
2,1,HO_2,valley,16.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,181.000000000000000,231.000000000000000
3,1,HO_3,upland,14.000000000000000,18.000000000000000,14.000000000000000,112.000000000000000,180.000000000000000,197.000000000000000
4,1,HO_4,valley,14.000000000000000,18.000000000000000,14.000000000000000,91.000000000000000,136.000000000000000,233.000000000000000
5,1,HO_5,valley,14.000000000000000,18.000000000000000,14.000000000000000,91.000000000000000,136.000000000000000,233.000000000000000
6,1,HO_6,valley,16.000000000000000,18.000000000000000,14.000000000000000,113.000000000000000,181.000000000000000,231.000000000000000
7,1,HO_7,valley,0.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,190.000000000000000
8,1,HO_8,valley,16.000000000000000,18.000000000000000,14.000000000000000,113.000000000000000,181.000000000000000,231.000000000000000
9,1,HO_9,valley,16.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,181.000000000000000,231.000000000000000
10,1,HO_10,valley,16.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,181.000000000000000,231.000000000000000
11,1,HO_11,valley,16.000000000000000,18.000000000000000,14.000000000000000,113.000000000000000,181.000000000000000,231.000000000000000
12,1,HO_12,valley,16.000000000000000,18.000000000000000,14.000000000000000,125.000000000000000,168.000000000000000,229.000000000000000
13,1,HO_13,valley,14.000000000000000,18.000000000000000,14.000000000000000,88.000000000000000,180.000000000000000,231.000000000000000
14,1,HO_14,upland,0.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,196.000000000000000
15,1,HO_15,upland,19.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,153.000000000000000,193.000000000000000
16,1,HO_16,valley,16.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,168.000000000000000,229.000000000000000
17,1,HO_17,valley,14.000000000000000,18.000000000000000,14.000000000000000,88.000000000000000,180.000000000000000,231.000000000000000
18,1,HO_18,valley,16.000000000000000,18.000000000000000,14.000000000000000,111.000000000000000,161.000000000000000,225.000000000000000
19,1,HO_19,valley,14.000000000000000,18.000000000000000,14.000000000000000,82.000000000000000,159.000000000000000,225.000000000000000
20,1,HO_20,valley,16.000000000000000,17.000000000000000,14.000000000000000,130.000000000000000,179.000000000000000,230.000000000000000
21,1,HO_21,valley,0.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,208.000000000000000
22,1,HO_22,valley,16.000000000000000,18.000000000000000,14.000000000000000,87.000000000000000,171.000000000000000,230.000000000000000
23,1,HO_23,valley,16.000000000000000,18.000000000000000,14.000000000000000,87.000000000000000,179.000000000000000,230.000000000000000
24,1,HO_24,valley,16.000000000000000,18.000000000000000,14.000000000000000,87.000000000000000,179.000000000000000,230.000000000000000
25,1,HO_25,valley,16.000000000000000,18.000000000000000,14.000000000000000,87.000000000000000,179.000000000000000,230.000000000000000
26,1,HO_26,valley,16.000000000000000,18.000000000000000,14.000000000000000,87.000000000000000,179.000000000000000,230.000000000000000
27,1,HO_27,valley,14.000000000000000,18.000000000000000,14.000000000000000,87.000000000000000,169.000000000000000,230.000000000000000
28,1,HO_28,valley,14.000000000000000,18.000000000000000,14.000000000000000,128.000000000000000,169.000000000000000,230.000000000000000
29,1,HO_29,valley,14.000000000000000,18.000000000000000,14.000000000000000,87.000000000000000,169.000000000000000,230.000000000000000
30,1,HO_30,valley,16.000000000000000,18.000000000000000,14.000000000000000,125.000000000000000,168.000000000000000,229.000000000000000
31,1,HO_31,valley,16.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,168.000000000000000,229.000000000000000
32,1,HO_32,valley,16.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,161.000000000000000,225.000000000000000
33,1,HO_33,valley,16.000000000000000,18.000000000000000,14.000000000000000,111.000000000000000,161.000000000000000,225.000000000000000
34,1,HO_34,valley,16.000000000000000,18.000000000000000,14.000000000000000,82.000000000000000,161.000000000000000,225.000000000000000
35,1,HO_35,valley,16.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,161.000000000000000,225.000000000000000
36,1,HO_36,valley,14.000000000000000,18.000000000000000,14.000000000000000,88.000000000000000,180.000000000000000,231.000000000000000
37,1,HO_37,valley,14.000000000000000,18.000000000000000,14.000000000000000,88.000000000000000,180.000000000000000,231.000000000000000
38,1,HO_38,valley,15.000000000000000,17.000000000000000,14.000000000000000,121.000000000000000,176.000000000000000,225.000000000000000
39,1,HO_39,valley,14.000000000000000,18.000000000000000,14.000000000000000,117.000000000000000,172.000000000000000,224.000000000000000
40,1,HO_40,valley,15.000000000000000,17.000000000000000,14.000000000000000,29.000000000000000,68.000000000000000,107.000000000000000
