FID,OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,Join_Cou_1,TARGET_F_1,ORIG_FID,HRU_ID,HRUTYPE_IN,HRU_TYPE,DEM_MEAN,DEM_MEDIAN,DEM_MIN,DEM_MAX,DEM_ADJ,DEM_FLOWAC,DEM_SUM,DEM_COUNT,DEM_SINK8,DEM_SINK4,CRT_ELEV,CRT_FILL,DEM_ASPECT,DEM_SLP_D,DEM_SLP_R,DEM_SLP_P,DEM_FEET,HRU_AREA,HRU_ROW,HRU_COL,HRU_X,HRU_Y,HRU_LAT,HRU_LON,LAKE_ID,LAKE_AREA,ISEG,IRUNBOUND,FLOW_DIR,KRCH,IRCH,JRCH,IREACH,RCHLEN,MAXREACH,OUTSEG,IUPSEG,SUB_BASIN,SEG_BASIN,OUTFLOWHRU,STRM_TOP,STRM_SLOPE,PPT_ZONE,JH_TMAX,JH_TMIN,JH_COEF,SNAREA_THR,TMAX_ADJ,TMIN_ADJ,COV_TYPE,COVDEN_SUM,COVDEN_WIN,RAD_TRNCF,SNOW_INTCP,SRAIN_INTC,WRAIN_INTC,AWC,CLAY_PCT,SAND_PCT,KSAT,SOIL_DEPTH,ROOT_DEPTH,SOIL_TYPE,MOIST_INIT,MOIST_MAX,RECHR_INIT,RECHR_MAX,SSR2G_RATE,SLOWCOEF_L,SLOWCOEF_S,FASTCOEF_L,FASTCOEF_S,IMPERV_PCT,CAREA_MAX,PPT_01,PPT_02,PPT_03,PPT_04,PPT_05,PPT_06,PPT_07,PPT_08,PPT_09,PPT_10,PPT_11,PPT_12,PPT_14,TMAX_01,TMAX_02,TMAX_03,TMAX_04,TMAX_05,TMAX_06,TMAX_07,TMAX_08,TMAX_09,TMAX_10,TMAX_11,TMAX_12,TMAX_14,TMIN_01,TMIN_02,TMIN_03,TMIN_04,TMIN_05,TMIN_06,TMIN_07,TMIN_08,TMIN_09,TMIN_10,TMIN_11,TMIN_12,TMIN_14,PPT_RT_01,PPT_RT_02,PPT_RT_03,PPT_RT_04,PPT_RT_05,PPT_RT_06,PPT_RT_07,PPT_RT_08,PPT_RT_09,PPT_RT_10,PPT_RT_11,PPT_RT_12,TZONES,Input_FID,Station_Na,Shape_Leng,OID_,HRU_ID_1,subbasin,hru_psta,Name,FolderPath,SymbolID,AltMode,Base,Snippet,PopupInfo,HasLabel,LabelID,ZONE_VALUE,Shape_Le_1,Shape_Area,Gage_Name
0,1,1,19342,19343,1,0,19342,84617,1,1,9.768402171660000,0.000000000000000,1.579470753670000,21.015722274800002,14.189999580400000,14.190362725800000,14914060537.899999618530273,1050999246.889999985694885,0.000000000000000,0.000000000000000,14.190000000000000,0.000000000000000,0,1.258819614270000,0.021970546960000,0.021974082740000,0.000000000000000,22.239484332100002,335,115,500250,4261350,38.500509805599997,-122.997132937000003,0,0.000000000000000,416,416,16,1,335,115,1,512,2,419,0,30,434,0,13.190000000000000,0.000000000000000,1,27.538100000000000,10.931699999999999,22.086099999999998,0.000000000000000,-0.693111000000000,-0.693111000000000,0,0.158500000000000,0.086250000000000,0.837191000000000,0.009100000000000,0.009100000000000,0.009100000000000,0.082222200000000,12.822200000000000,38.922199999999997,15.780400000000000,0.000000000000000,8.220000000000001,2.000000000000000,0.040000000000000,0.400000000000000,0.068000000000000,0.680000000000000,24.937000000000001,0.000210195000000,0.000000000000000,0.000000000000000,0.000000000000000,0.336233000000000,0.663767000000000,245.513000000000005,257.608000000000004,178.308999999999997,68.647000000000006,49.609000000000002,5.452760000000000,0.774131000000000,2.560800000000000,9.644349999999999,57.116999999999997,157.981999999999999,255.663999999999987,0.000000000000000,13.928699999999999,16.219700000000000,18.060700000000001,20.151499999999999,23.001500000000000,26.149200000000000,27.252199999999998,27.538100000000000,26.359600000000000,23.831099999999999,18.275300000000001,13.921099999999999,0.000000000000000,3.682610000000000,4.674750000000000,5.475670000000000,6.300820000000000,8.241730000000000,10.223300000000000,10.947200000000000,10.931699999999999,10.095900000000000,7.825340000000000,5.550410000000000,3.172780000000000,0.000000000000000,1.130800000000000,1.374260000000000,1.087100000000000,0.966697000000000,1.139710000000000,0.590092000000000,0.927204000000000,1.591700000000000,0.781178000000000,1.068170000000000,1.147720000000000,1.193310000000000,0,0,Healdsburg,2.664027657660000,84616,84617,19,9,11467002,Document,0,-1,0.000000000000000, ,<TABLE><TR><TD NOWRAP><B>Site:</B>11467002</TD></TR><TR><TD NOWRAP><B>Site Name:</B>RUSSIAN R A JOHNSONS BEACH A GUERNEVILLE CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11467002"">Access Data</A></TD></,-1,0,36,1200.000000000000000,0.308837005770000,RUSSIAN_R_JOHNSONS_BEACH_GUERNEVILLE
1,2,1,19827,19828,1,1,19827,84090,1,1,31.697376590299999,0.000000000000000,18.577220916700000,87.842391967799998,19.590000152599998,19.592146871600001,1018729622.429999947547913,51996834.706600002944469,0.000000000000000,0.000000000000000,19.590000000000000,0.000000000000000,270,13.473711785600001,0.235160633120000,0.239593551450000,0.000000000000000,22.239484331900002,333,94,493950,4261950,38.505896560700002,-123.069388079999996,0,0.000000000000000,409,409,4,1,333,94,2,300,4,418,0,31,434,0,18.590000000000000,0.000000000000000,1,28.173800000000000,11.147900000000000,22.086099999999998,0.000000000000000,0.281778000000000,0.281778000000000,4,0.514000000000000,0.508750000000000,0.332554000000000,0.032900000000000,0.032900000000000,0.032900000000000,0.071111100000000,9.711110000000000,82.700000000000003,73.555599999999998,0.000000000000000,29.640000000000001,1.000000000000000,0.232000000000000,2.320000000000000,0.116000000000000,1.160000000000000,90.899100000000004,0.010391300000000,0.000000000000000,0.000000000000000,0.000000000000000,0.018244400000000,0.981756000000000,273.625999999999976,278.903000000000020,204.403999999999996,82.265600000000006,53.411400000000000,6.919360000000000,0.686053000000000,2.946550000000000,11.294000000000000,63.947099999999999,173.901999999999987,271.218000000000018,0.000000000000000,13.859200000000000,15.962500000000000,18.078600000000002,20.494199999999999,23.529399999999999,26.934100000000001,28.173800000000000,27.967300000000002,27.694199999999999,24.572600000000001,17.962599999999998,13.776000000000000,0.000000000000000,3.616190000000000,4.659100000000000,5.583670000000000,6.425760000000000,8.375870000000001,10.385000000000000,11.147900000000000,11.045100000000000,10.305800000000000,8.330679999999999,5.729400000000000,3.462460000000000,0.000000000000000,1.260280000000000,1.487860000000000,1.246200000000000,1.158480000000000,1.227070000000000,0.748806000000000,0.821710000000000,1.831460000000000,0.914798000000000,1.195910000000000,1.263370000000000,1.265910000000000,0,0,Healdsburg,2.664027657660000,84089,84090,20,9,11467200,Document,0,-1,0.000000000000000, ,<TABLE><TR><TD NOWRAP><B>Site:</B>11467200</TD></TR><TR><TD NOWRAP><B>Site Name:</B>AUSTIN C NR CAZADERO CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11467200"">Access Data</A></TD></TR></TABLE>,-1,0,37,1200.000000000000000,0.308837005770000,AUSTIN_C_NR_CAZADERO
2,3,1,20122,20123,1,2,20122,83879,1,1,18.934512298400001,0.000000000000000,12.235494613600000,54.015647888200000,17.030000686600001,14.152468460600000,11922585291.899999618530273,842438570.000000000000000,0.000000000000000,0.000000000000000,17.030000000000001,0.000000000000000,315,3.817256484040000,0.066623694040000,0.066722443940000,0.000000000000000,22.239484332000000,332,136,506550,4262250,38.508596656100003,-122.924874564000007,0,0.000000000000000,411,411,8,1,332,136,3,362,4,412,0,29,434,0,16.030000000000001,0.000000000000000,1,28.221200000000000,11.057399999999999,22.086099999999998,0.000000000000000,-1.177110000000000,-1.177110000000000,0,0.233500000000000,0.190400000000000,0.717012000000000,0.014600000000000,0.014600000000000,0.014600000000000,0.142222000000000,20.177800000000001,30.399999999999999,8.000000000000000,0.000000000000000,13.260000000000000,2.000000000000000,0.227556000000000,2.275560000000000,0.128000000000000,1.280000000000000,12.064800000000000,0.000322921000000,0.000000000000000,0.000000000000000,0.000000000000000,0.107767000000000,0.892233000000000,243.645000000000010,240.068999999999988,177.466000000000008,71.418700000000001,45.668100000000003,6.490310000000000,0.601432000000000,1.993500000000000,9.669240000000000,58.276200000000003,154.421999999999997,242.588999999999999,0.000000000000000,13.650900000000000,16.044899999999998,18.292500000000000,20.597500000000000,23.714099999999998,26.839099999999998,27.977599999999999,28.221200000000000,27.687700000000000,24.409500000000001,18.134100000000000,13.775300000000000,0.000000000000000,3.469760000000000,4.559450000000000,5.450040000000000,6.363420000000000,8.359410000000000,10.441900000000000,11.173800000000000,11.057399999999999,10.194599999999999,8.062130000000000,5.387380000000000,3.121730000000000,0.000000000000000,1.122190000000000,1.280700000000000,1.081960000000000,1.005730000000000,1.049170000000000,0.702374000000000,0.720356000000000,1.239080000000000,0.783194000000000,1.089850000000000,1.121850000000000,1.132290000000000,0,0,Healdsburg,2.664027657660000,83878,83879,18,10,11467000,Document,0,-1,0.000000000000000, ,<TABLE><TR><TD NOWRAP><B>Site:</B>11467000</TD></TR><TR><TD NOWRAP><B>Site Name:</B>RUSSIAN R NR GUERNEVILLE CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11467000"">Access Data</A></TD></TR></TABLE>,-1,0,35,1200.000000000000000,0.308837005770000,RUSSIAN_R_NR_GUERNEVILLE
3,4,1,20898,20899,1,3,20898,83137,1,1,19.853680646699999,0.000000000000000,16.833671569800000,27.747064590499999,18.829999923700001,18.571768977600001,9918393699.360000610351562,534057564.000000000000000,0.000000000000000,0.000000000000000,18.829999999999998,0.000000000000000,135,1.469825146080000,0.025653288230000,0.025658917110000,0.000000000000000,22.239484332000000,329,153,511650,4263150,38.516655403199998,-122.866365072999997,0,0.000000000000000,402,402,8,1,329,153,8,424,12,408,0,19,434,0,17.829999999999998,0.000000000000000,1,28.545200000000001,11.202999999999999,22.086099999999998,0.000000000000000,0.374444000000000,0.374444000000000,2,0.278500000000000,0.137500000000000,0.717076000000000,0.014100000000000,0.014100000000000,0.014100000000000,0.067777800000000,6.833330000000000,83.111099999999993,74.779100000000000,0.000000000000000,14.680000000000000,1.000000000000000,0.095333300000000,0.953333000000000,0.092000000000000,0.920000000000000,117.724999999999994,0.001162990000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,204.901000000000010,196.473999999999990,143.939999999999998,58.544100000000000,36.357999999999997,5.797670000000000,0.450739000000000,1.468180000000000,8.484900000000000,50.587600000000002,127.808999999999997,197.879999999999995,0.000000000000000,13.660800000000000,16.120000000000001,18.367000000000001,20.328800000000001,23.710300000000000,26.948799999999999,28.545200000000001,28.527600000000000,27.641400000000001,24.379100000000001,18.180099999999999,13.720300000000000,0.000000000000000,3.392880000000000,4.522880000000000,5.412960000000000,6.352990000000000,8.382660000000000,10.503000000000000,11.202999999999999,11.032999999999999,10.132999999999999,7.993010000000000,5.293010000000000,3.062920000000000,0.000000000000000,0.943744000000000,1.048130000000000,0.877565000000000,0.824427000000000,0.835284000000000,0.627417000000000,0.539866000000000,0.912565000000000,0.687265000000000,0.946065000000000,0.928514000000000,0.923607000000000,0,0,Healdsburg,2.664027657660000,83136,83137,17,10,11465390,Document,0,-1,0.000000000000000, ,<TABLE><TR><TD NOWRAP><B>Site:</B>11465390</TD></TR><TR><TD NOWRAP><B>Site Name:</B>RUSSIAN R NR WINDSOR CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11465390"">Access Data</A></TD></TR></TABLE>,-1,0,25,1200.000000000000000,0.308837005770000,RUSSIAN_R_NR_WINDSOR
4,5,1,27477,27478,1,4,27477,76560,1,1,26.825250714599999,0.000000000000000,24.577713012699999,28.825849533100001,25.069999694800000,25.071852447000001,4119838234.019999980926514,164321253.993000000715256,0.000000000000000,0.000000000000000,25.070000000000000,0.000000000000000,180,1.023883664170000,0.017870141100000,0.017872043570000,0.000000000000000,22.239484331900002,303,154,511950,4270950,38.586945216099998,-122.862790305000004,0,0.000000000000000,371,371,1,1,303,154,1,512,1,372,0,18,434,0,24.070000000000000,0.000000000000000,1,29.474799999999998,11.380500000000000,22.086099999999998,0.000000000000000,0.452889000000000,0.452889000000000,2,0.302500000000000,0.132700000000000,0.704893000000000,0.018500000000000,0.018500000000000,0.018500000000000,0.087777800000000,11.277799999999999,58.344400000000000,38.725600000000000,0.000000000000000,17.520000000000000,1.000000000000000,0.158000000000000,1.580000000000000,0.102000000000000,1.020000000000000,61.452700000000000,0.000419568000000,0.000000000000000,0.000000000000000,0.000000000000000,0.015322200000000,0.984678000000000,211.865000000000009,199.431999999999988,153.419000000000011,64.016499999999994,39.073399999999999,4.998540000000000,0.372636000000000,1.499660000000000,8.300549999999999,53.732399999999998,129.295999999999992,212.915999999999997,0.000000000000000,13.850500000000000,16.298100000000002,18.549700000000001,20.828099999999999,24.419200000000000,27.774899999999999,29.474799999999998,29.471699999999998,28.260600000000000,24.444099999999999,18.346100000000000,13.873900000000001,0.000000000000000,3.403320000000000,4.559530000000000,5.468310000000000,6.421650000000000,8.516380000000000,10.674799999999999,11.380500000000000,11.112500000000001,10.242200000000000,8.013510000000000,5.337820000000000,3.053910000000000,0.000000000000000,0.975819000000000,1.063910000000000,0.935356000000000,0.901490000000000,0.897667000000000,0.540936000000000,0.446319000000000,0.932132000000000,0.672333000000000,1.004880000000000,0.939317000000000,0.993788000000000,0,0,Healdsburg,2.664027657660000,76559,76560,16,3,11465350,Document,0,-1,0.000000000000000, ,<TABLE><TR><TD NOWRAP><B>Site:</B>11465350</TD></TR><TR><TD NOWRAP><B>Site Name:</B>DRY C NR MOUTH NR HEALDSBURG CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11465350"">Access Data</A></TD></TR></TABLE>,-1,0,24,1200.000000000000000,0.308837005770000,DRY_C_NR_MOUTH_NR_HEALDSBURG
5,6,1,30015,30016,1,5,30015,74038,1,1,47.043641906300003,0.000000000000000,22.346323013300001,104.525817871000001,24.110000610400000,24.035057015200000,14786944291.000000000000000,615224015.554999947547913,0.000000000000000,0.000000000000000,24.109999999999999,0.000000000000000,180,16.504008199699999,0.288049282860000,0.296289590960000,0.000000000000000,22.239484332100002,293,162,514350,4273950,38.613945480600002,-122.835171818999996,0,0.000000000000000,345,345,8,1,293,162,31,424,44,372,0,15,434,0,23.109999999999999,0.000000000000000,1,30.087299999999999,11.838699999999999,22.086099999999998,0.000000000000000,0.244222000000000,0.244222000000000,0,0.299500000000000,0.215500000000000,0.648951000000000,0.019400000000000,0.019400000000000,0.019400000000000,0.136667000000000,28.833300000000001,36.244399999999999,4.427780000000000,0.000000000000000,17.739999999999998,2.000000000000000,0.367556000000000,3.675560000000000,0.220000000000000,2.200000000000000,5.093420000000000,0.000762657000000,0.000000000000000,0.000000000000000,0.000000000000000,0.036066700000000,0.963933000000000,210.072000000000003,205.955000000000013,152.104000000000013,63.920800000000000,38.396299999999997,5.522270000000000,0.414867000000000,1.797770000000000,9.156549999999999,54.606999999999999,132.301999999999992,229.768000000000001,0.000000000000000,13.726500000000000,15.915500000000000,18.190200000000001,20.661999999999999,24.336700000000000,27.837199999999999,30.087299999999999,29.789200000000001,28.442299999999999,24.594100000000001,18.043700000000001,13.576200000000000,0.000000000000000,3.591750000000000,4.727670000000000,5.763040000000000,6.685570000000000,8.842370000000001,11.044900000000000,11.838699999999999,11.696199999999999,11.119400000000001,9.087730000000001,6.197440000000000,3.801970000000000,0.000000000000000,0.967561000000000,1.098710000000000,0.927339000000000,0.900142000000000,0.882112000000000,0.597614000000000,0.496901000000000,1.117430000000000,0.741667000000000,1.021230000000000,0.961155000000000,1.072440000000000,0,0,Healdsburg,2.664027657660000,74037,74038,13,3,11464000,Document,0,-1,0.000000000000000, ,<TABLE><TR><TD NOWRAP><B>Site:</B>11464000</TD></TR><TR><TD NOWRAP><B>Site Name:</B>RUSSIAN R NR HEALDSBURG CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11464000"">Access Data</A></TD></TR></TABLE>,-1,0,21,1200.000000000000000,0.308837005770000,RUSSIAN_R_NR_HEALDSBURG
6,7,1,31528,31529,1,6,31528,72515,1,1,37.050744194499998,0.000000000000000,31.867378234899999,63.103000640899999,37.000000000000000,33.064606984599997,20961007269.299999237060547,633940916.917000055313110,0.000000000000000,5.000000000000000,37.000000000000000,0.000000000000000,270,3.739721868560000,0.065270459720000,0.065363307060000,0.000000000000000,22.239484332000000,287,157,512850,4275750,38.630189922400000,-122.852367938000000,0,0.000000000000000,345,345,4,1,287,157,20,362,44,372,0,14,434,0,36.000000000000000,0.000000000000000,1,30.216400000000000,11.561400000000001,22.086099999999998,0.000000000000000,0.300000000000000,0.300000000000000,0,0.175500000000000,0.080250000000000,0.823888000000000,0.011600000000000,0.011600000000000,0.011600000000000,0.051111100000000,8.911110000000001,55.977800000000002,46.967199999999998,0.000000000000000,10.699999999999999,1.000000000000000,0.099333300000000,0.993333000000000,0.068000000000000,0.680000000000000,70.933999999999997,0.001857380000000,0.000000000000000,0.000000000000000,0.000000000000000,0.007000000000000,0.993000000000000,209.484000000000009,202.703000000000003,155.250000000000000,64.433000000000007,38.756700000000002,5.097250000000000,0.402313000000000,1.819920000000000,8.814710000000000,54.981999999999999,131.049000000000007,226.537000000000006,0.000000000000000,13.966500000000000,16.282900000000001,18.512400000000000,21.159400000000002,24.857099999999999,28.355899999999998,30.216400000000000,30.180900000000001,28.730300000000000,24.740100000000002,18.340800000000002,13.899600000000000,0.000000000000000,3.454870000000000,4.574870000000000,5.561490000000000,6.520970000000000,8.642049999999999,10.826400000000000,11.561400000000001,11.365300000000000,10.587199999999999,8.457879999999999,5.629640000000000,3.341100000000000,0.000000000000000,0.964853000000000,1.081360000000000,0.946519000000000,0.907355000000000,0.890392000000000,0.551619000000000,0.481864000000000,1.131190000000000,0.713979000000000,1.028250000000000,0.952052000000000,1.057360000000000,0,0,Healdsburg,2.664027657660000,72514,72515,12,3,11463980,Document,0,-1,0.000000000000000, ,<TABLE><TR><TD NOWRAP><B>Site:</B>11463980</TD></TR><TR><TD NOWRAP><B>Site Name:</B>RUSSIAN R A DIGGER BEND NR HEALDSBURG CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11463980"">Access Data</A></TD></TR>,-1,0,20,1200.000000000000000,0.308837005770000,RUSSIAN_R_DIGGER_BEND_NR_HEALDSBURG
7,8,1,32313,32314,1,7,32313,71782,1,1,58.292566647000001,0.000000000000000,54.119037628199997,78.320388793899994,55.099998474099998,55.095470560999999,1887586746.690000057220459,34260289.048600003123283,0.000000000000000,0.000000000000000,55.100000000000001,0.000000000000000,225,3.426971182820000,0.059811930510000,0.059883357790000,0.000000000000000,22.239484332000000,284,183,520650,4276650,38.638153193800001,-122.762728545000002,0,0.000000000000000,339,339,4,1,284,183,6,362,17,358,0,13,434,0,54.100000000000001,0.000000000000000,1,31.317399999999999,12.005200000000000,22.086099999999998,0.000000000000000,1.004440000000000,1.004440000000000,2,0.378000000000000,0.153100000000000,0.671505000000000,0.017300000000000,0.017300000000000,0.017300000000000,0.078888900000000,10.500000000000000,61.377800000000001,43.000000000000000,0.000000000000000,15.820000000000000,1.000000000000000,0.136667000000000,1.366670000000000,0.130000000000000,1.300000000000000,65.321600000000004,0.001558460000000,0.000000000000000,0.000000000000000,0.000000000000000,0.085922200000000,0.914078000000000,195.087999999999994,189.435000000000002,142.765999999999991,61.643700000000003,37.045999999999999,6.132530000000000,0.590785000000000,1.780120000000000,9.104960000000000,55.262200000000000,122.141000000000005,203.829000000000008,0.000000000000000,13.971299999999999,16.167300000000001,18.482800000000001,21.459900000000001,25.256300000000000,28.929500000000001,31.317399999999999,31.257800000000000,29.635300000000001,25.331700000000001,18.299399999999999,13.785600000000001,0.000000000000000,3.258310000000000,4.362020000000000,5.592730000000000,6.593360000000000,8.835279999999999,11.101000000000001,12.005200000000000,11.691599999999999,10.915200000000000,8.718150000000000,5.739590000000000,3.420990000000000,0.000000000000000,0.898547000000000,1.010580000000000,0.870408000000000,0.868076000000000,0.851090000000000,0.663656000000000,0.707604000000000,1.106450000000000,0.737489000000000,1.033490000000000,0.887337000000000,0.951374000000000,0,0,Healdsburg,2.664027657660000,71781,71782,11,3,11463900,Document,0,-1,0.000000000000000, ,<TABLE><TR><TD NOWRAP><B>Site:</B>11463900</TD></TR><TR><TD NOWRAP><B>Site Name:</B>MAACAMA C NR KELLOGG CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11463900"">Access Data</A></TD></TR></TABLE>,-1,0,19,1200.000000000000000,0.308837005770000,MAACAMA_C_NR_KELLOGG
8,9,1,33783,33784,1,8,33783,70216,1,1,42.262836430900002,0.000000000000000,39.098381042500002,49.444541931200000,39.659999847400002,39.656599520299999,5384389781.810000419616699,135775377.791999995708466,0.000000000000000,0.000000000000000,39.659999999999997,0.000000000000000,45,1.899386937500000,0.033150555830000,0.033162704870000,0.000000000000000,22.239484331900002,278,135,506250,4278450,38.654593167400002,-122.928170152999996,0,0.000000000000000,321,321,4,1,278,135,3,362,4,326,0,17,434,0,38.659999999999997,0.000000000000000,1,31.839500000000001,11.587000000000000,22.086099999999998,0.000000000000000,0.120889000000000,0.120889000000000,2,0.360000000000000,0.153250000000000,0.676133000000000,0.018100000000000,0.018100000000000,0.018100000000000,0.085555600000000,10.733300000000000,59.111100000000000,35.666699999999999,0.000000000000000,16.340000000000000,1.000000000000000,0.122000000000000,1.220000000000000,0.154000000000000,1.540000000000000,55.718000000000004,0.000716759000000,0.000000000000000,0.000000000000000,0.000000000000000,0.012833300000000,0.987167000000000,217.540999999999997,205.670999999999992,163.481999999999999,66.652900000000002,38.347000000000001,5.595230000000000,0.457608000000000,1.923120000000000,8.630720000000000,53.807000000000002,133.439999999999998,224.760999999999996,0.000000000000000,13.909800000000001,16.362900000000000,18.757500000000000,21.907599999999999,25.826100000000000,29.415700000000001,31.839500000000001,31.664400000000001,29.891200000000001,25.390100000000000,18.359200000000001,13.868200000000000,0.000000000000000,3.426770000000000,4.490680000000000,5.508190000000000,6.569210000000000,8.777749999999999,10.982400000000000,11.587000000000000,11.262600000000001,10.472700000000000,8.364530000000000,5.545550000000000,3.209410000000000,0.000000000000000,1.001960000000000,1.097190000000000,0.996708000000000,0.938616000000000,0.880979000000000,0.605510000000000,0.548093000000000,1.195340000000000,0.699076000000000,1.006270000000000,0.969422000000000,1.049070000000000,0,0,Healdsburg,2.664027657660000,70215,70216,15,3,11465240,Document,0,-1,0.000000000000000, ,<TABLE><TR><TD NOWRAP><B>Site:</B>11465240</TD></TR><TR><TD NOWRAP><B>Site Name:</B>DRY C BLW LAMBERT BR NR GEYSERVILLE CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11465240"">Access Data</A></TD></TR></,-1,0,23,1200.000000000000000,0.308837005770000,DRY_C_BLW_LAMBERT_BR_NR_GEYSERVILLE
9,10,1,34065,34066,1,9,34065,69992,1,1,52.164392530699999,0.000000000000000,46.534297943100000,67.223190307600007,46.740001678500001,46.742907563199999,18205383187.799999237060547,389479049.055000007152557,0.000000000000000,0.000000000000000,46.740000000000002,0.000000000000000,45,3.842514962740000,0.067064537660000,0.067165263190000,0.000000000000000,22.239484332100002,277,164,514950,4278750,38.657192595700003,-122.828176843999998,0,0.000000000000000,323,323,2,1,277,164,1,574,9,335,0,12,434,0,45.740000000000002,0.000000000000000,1,30.385200000000001,11.701100000000000,22.086099999999998,0.000000000000000,-0.666444000000000,-0.666444000000000,2,0.213000000000000,0.095100000000000,0.790334000000000,0.014800000000000,0.014800000000000,0.014800000000000,0.092222200000000,13.655600000000000,63.111100000000000,47.327599999999997,0.000000000000000,13.420000000000000,1.000000000000000,0.153556000000000,1.535560000000000,0.148000000000000,1.480000000000000,71.341099999999997,0.001923010000000,0.000000000000000,0.000000000000000,0.000000000000000,0.017755600000000,0.982244000000000,202.393000000000001,195.109000000000009,149.379999999999995,63.239199999999997,37.722200000000001,5.201200000000000,0.451370000000000,2.002260000000000,8.817710000000000,54.331099999999999,126.989000000000004,215.155000000000001,0.000000000000000,14.012300000000000,16.346499999999999,18.625100000000000,21.157000000000000,24.847999999999999,28.486899999999999,30.385200000000001,30.329599999999999,28.986300000000000,25.055199999999999,18.422200000000000,13.940099999999999,0.000000000000000,3.413180000000000,4.524870000000000,5.580010000000000,6.579490000000000,8.729600000000000,10.939600000000000,11.701100000000000,11.476800000000001,10.680400000000001,8.524400000000000,5.647030000000000,3.341150000000000,0.000000000000000,0.932193000000000,1.040850000000000,0.910731000000000,0.890544000000000,0.866625000000000,0.562868000000000,0.540622000000000,1.244530000000000,0.714222000000000,1.016070000000000,0.922557000000000,1.004240000000000,0,0,Healdsburg,2.664027657660000,69991,69992,10,3,11463682,Document,0,-1,0.000000000000000, ,<TABLE><TR><TD NOWRAP><B>Site:</B>11463682</TD></TR><TR><TD NOWRAP><B>Site Name:</B>RUSSIAN R A JIMTOWN CA</TD></TR><TR><TD><A HREF=""http://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=11463682"">Access Data</A></TD></TR></TABLE>,-1,0,18,1200.000000000000000,0.308837005770000,RUSSIAN_R_JIMTOWN
