1	6829.0	#1990-01-01	0:00:00
2	6829.0	#1990-01-02	0:00:00
3	6829.0	#1990-01-03	0:00:00
4	6829.0	#1990-01-04	0:00:00
5	6829.0	#1990-01-05	0:00:00
6	6829.0	#1990-01-06	0:00:00
7	6829.0	#1990-01-07	0:00:00
8	6829.0	#1990-01-08	0:00:00
9	6829.0	#1990-01-09	0:00:00
10	6829.0	#1990-01-10	0:00:00
11	6829.0	#1990-01-11	0:00:00
12	6829.0	#1990-01-12	0:00:00
13	6829.0	#1990-01-13	0:00:00
14	6829.0	#1990-01-14	0:00:00
15	6829.0	#1990-01-15	0:00:00
16	6829.0	#1990-01-16	0:00:00
17	6829.0	#1990-01-17	0:00:00
18	6829.0	#1990-01-18	0:00:00
19	6829.0	#1990-01-19	0:00:00
20	6829.0	#1990-01-20	0:00:00
21	6829.0	#1990-01-21	0:00:00
22	6829.0	#1990-01-22	0:00:00
23	6829.0	#1990-01-23	0:00:00
24	6829.0	#1990-01-24	0:00:00
25	6829.0	#1990-01-25	0:00:00
26	6829.0	#1990-01-26	0:00:00
27	6829.0	#1990-01-27	0:00:00
28	6829.0	#1990-01-28	0:00:00
29	6829.0	#1990-01-29	0:00:00
30	6829.0	#1990-01-30	0:00:00
31	6829.0	#1990-01-31	0:00:00
32	6829.0	#1990-02-01	0:00:00
33	6829.0	#1990-02-02	0:00:00
34	6829.0	#1990-02-03	0:00:00
35	6829.0	#1990-02-04	0:00:00
36	6829.0	#1990-02-05	0:00:00
37	6829.0	#1990-02-06	0:00:00
38	6829.0	#1990-02-07	0:00:00
39	6829.0	#1990-02-08	0:00:00
40	6829.0	#1990-02-09	0:00:00
41	6829.0	#1990-02-10	0:00:00
42	6829.0	#1990-02-11	0:00:00
43	6829.0	#1990-02-12	0:00:00
44	6829.0	#1990-02-13	0:00:00
45	6829.0	#1990-02-14	0:00:00
46	6829.0	#1990-02-15	0:00:00
47	6829.0	#1990-02-16	0:00:00
48	6829.0	#1990-02-17	0:00:00
49	6829.0	#1990-02-18	0:00:00
50	6829.0	#1990-02-19	0:00:00
51	6829.0	#1990-02-20	0:00:00
52	6829.0	#1990-02-21	0:00:00
