1	374326.0587	#1990-01-01
2	374326.0587	#1990-01-02
3	374326.0587	#1990-01-03
4	374326.0587	#1990-01-04
5	374326.0587	#1990-01-05
6	374326.0587	#1990-01-06
7	381665.7853	#1990-01-07
8	171260.2883	#1990-01-08
9	48931.51094	#1990-01-09
10	85630.14415	#1990-01-10
11	154134.2595	#1990-01-11
12	154134.2595	#1990-01-12
13	156580.835	#1990-01-13
14	1597613.832	#1990-01-14
15	2471041.303	#1990-01-15
16	2446575.547	#1990-01-16
17	2150539.906	#1990-01-17
18	1636759.041	#1990-01-18
19	976183.6433	#1990-01-19
20	763331.5707	#1990-01-20
21	763331.5707	#1990-01-21
22	763331.5707	#1990-01-22
23	763331.5707	#1990-01-23
24	763331.5707	#1990-01-24
25	763331.5707	#1990-01-25
26	763331.5707	#1990-01-26
27	763331.5707	#1990-01-27
28	763331.5707	#1990-01-28
29	763331.5707	#1990-01-29
30	763331.5707	#1990-01-30
31	1059367.212	#1990-01-31
32	1242860.378	#1990-02-01
33	1245306.953	#1990-02-02
34	1245306.953	#1990-02-03
35	1255093.256	#1990-02-04
36	1257539.831	#1990-02-05
37	1257539.831	#1990-02-06
38	1257539.831	#1990-02-07
39	1257539.831	#1990-02-08
40	1230627.5	#1990-02-09
41	1215948.047	#1990-02-10
42	1215948.047	#1990-02-11
43	1215948.047	#1990-02-12
44	1215948.047	#1990-02-13
45	1215948.047	#1990-02-14
46	1215948.047	#1990-02-15
47	1671011.099	#1990-02-16
48	1820252.207	#1990-02-17
49	1815359.056	#1990-02-18
50	1815359.056	#1990-02-19
51	1414120.666	#1990-02-20
52	682594.5776	#1990-02-21
53	484421.9583	#1990-02-22
54	477082.2317	#1990-02-23
55	486868.5339	#1990-02-24
56	486868.5339	#1990-02-25
57	486868.5339	#1990-02-26
58	494208.2605	#1990-02-27
59	494208.2605	#1990-02-28
60	494208.2605	#1990-03-01
61	494208.2605	#1990-03-02
62	499101.4116	#1990-03-03
63	503994.5627	#1990-03-04
64	577391.8291	#1990-03-05
65	724186.3619	#1990-03-06
66	729079.513	#1990-03-07
67	729079.513	#1990-03-08
68	631216.4911	#1990-03-09
69	479528.8072	#1990-03-10
70	486868.5339	#1990-03-11
71	489315.1094	#1990-03-12
72	486868.5339	#1990-03-13
73	486868.5339	#1990-03-14
74	486868.5339	#1990-03-15
75	486868.5339	#1990-03-16
76	486868.5339	#1990-03-17
77	486868.5339	#1990-03-18
78	415917.843	#1990-03-19
79	366986.3321	#1990-03-20
80	369432.9076	#1990-03-21
81	303375.3678	#1990-03-22
82	256890.4324	#1990-03-23
83	269123.3102	#1990-03-24
84	269123.3102	#1990-03-25
85	261783.5835	#1990-03-26
86	259337.008	#1990-03-27
87	256890.4324	#1990-03-28
88	264230.1591	#1990-03-29
89	261783.5835	#1990-03-30
90	261783.5835	#1990-03-31
91	92969.87079	#1990-04-01
92	85630.14415	#1990-04-02
93	85630.14415	#1990-04-03
94	85630.14415	#1990-04-04
95	105202.7485	#1990-04-05
96	129668.504	#1990-04-06
97	129668.504	#1990-04-07
98	129668.504	#1990-04-08
99	129668.504	#1990-04-09
100	139454.8062	#1990-04-10
101	149241.1084	#1990-04-11
102	154134.2595	#1990-04-12
103	159027.4106	#1990-04-13
104	166367.1372	#1990-04-14
105	176153.4394	#1990-04-15
106	183493.166	#1990-04-16
107	176153.4394	#1990-04-17
108	166367.1372	#1990-04-18
109	163920.5617	#1990-04-19
110	168813.7127	#1990-04-20
111	166367.1372	#1990-04-21
112	166367.1372	#1990-04-22
113	149241.1084	#1990-04-23
114	134561.6551	#1990-04-24
115	154134.2595	#1990-04-25
116	166367.1372	#1990-04-26
117	166367.1372	#1990-04-27
118	166367.1372	#1990-04-28
119	166367.1372	#1990-04-29
120	168813.7127	#1990-04-30
121	171260.2883	#1990-05-01
122	183493.166	#1990-05-02
123	203065.7704	#1990-05-03
124	244657.5547	#1990-05-04
125	291142.4901	#1990-05-05
126	291142.4901	#1990-05-06
127	288695.9146	#1990-05-07
128	332734.2744	#1990-05-08
129	428150.7207	#1990-05-09
130	423257.5696	#1990-05-10
131	423257.5696	#1990-05-11
132	423257.5696	#1990-05-12
133	425704.1452	#1990-05-13
134	423257.5696	#1990-05-14
135	423257.5696	#1990-05-15
136	428150.7207	#1990-05-16
137	433043.8718	#1990-05-17
138	459956.2028	#1990-05-18
139	486868.5339	#1990-05-19
140	486868.5339	#1990-05-20
141	308268.5189	#1990-05-21
142	183493.166	#1990-05-22
143	114989.0507	#1990-05-23
144	88076.71969	#1990-05-24
145	146794.5328	#1990-05-25
146	183493.166	#1990-05-26
147	183493.166	#1990-05-27
148	183493.166	#1990-05-28
149	117435.6263	#1990-05-29
150	68504.11532	#1990-05-30
151	68504.11532	#1990-05-31
152	68504.11532	#1990-06-01
153	68504.11532	#1990-06-02
154	68504.11532	#1990-06-03
155	68504.11532	#1990-06-04
156	68504.11532	#1990-06-05
157	562712.3758	#1990-06-06
158	927252.1323	#1990-06-07
159	927252.1323	#1990-06-08
160	927252.1323	#1990-06-09
161	927252.1323	#1990-06-10
162	924805.5568	#1990-06-11
163	937038.4345	#1990-06-12
164	939485.0101	#1990-06-13
165	939485.0101	#1990-06-14
166	626323.34	#1990-06-15
167	205512.346	#1990-06-16
168	215298.6481	#1990-06-17
169	220191.7992	#1990-06-18
170	217745.2237	#1990-06-19
171	215298.6481	#1990-06-20
172	281356.1879	#1990-06-21
173	354753.4543	#1990-06-22
174	357200.0299	#1990-06-23
175	357200.0299	#1990-06-24
176	354753.4543	#1990-06-25
177	340074.001	#1990-06-26
178	335180.8499	#1990-06-27
179	340074.001	#1990-06-28
180	342520.5766	#1990-06-29
181	342520.5766	#1990-06-30
182	342520.5766	#1990-07-01
183	364539.7565	#1990-07-02
184	376772.6342	#1990-07-03
185	369432.9076	#1990-07-04
186	401238.3897	#1990-07-05
