time,elapsed_seconds,message
16:38:56,0.0001355,PEST++ performance logger started
16:38:56,0.0011088,starting to process control file
16:38:56,0.0055785,finished processing control file
16:38:56,0.0631198,loading parcov
16:38:56,0.0203845,beginning iteration 1
16:38:56,0.0002259,commencing to build jacobian parameter sets
16:38:56,0.10761,jacobian parameter sets built, commencing model runs
18:15:02,5765.9,jacobian runs complete, processing runs
18:15:02,0.0390946,processing jacobian runs complete
18:15:02,5.21e-05,saving jacobian and sen files
18:15:02,0.0082721,commencing calculation of upgrade vector
18:15:02,0.0019929,forming JtQJ matrix
18:15:02,0.0042866,commencing to scale JtQJ matrix- first SVD...
18:15:02,5.09e-05,starting REDSVD
18:15:03,1.60658,retrieving REDSVD components
18:15:03,0.0024459,triming REDSVD components to 115elements
18:15:03,0.0013179,done REDSVD
18:15:03,0.0141901,S info: rows = 317: cols = 317: size = 100489: nonzeros = 283
18:15:03,6.58e-05,JS
18:15:03,0.0001583,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:15:03,0.0047243,S info: rows = 317: cols = 317: size = 100489: nonzeros = 283
18:15:03,5.53e-05,commencing SVD factorization of lambda-scaled JtQJ
18:15:03,1.28e-05,starting REDSVD
18:15:06,2.32079,retrieving REDSVD components
18:15:06,0.0027473,triming REDSVD components to 95elements
18:15:06,0.0011268,done REDSVD
18:15:06,0.0003294,SVD factorization complete
18:15:06,0.0323523,commencing linear algebra multiplication to compute ugrade
18:15:06,3.28e-05,S info: rows = 317: cols = 317: size = 100489: nonzeros = 283Vt info: rows = 95: cols = 317: size = 30115: nonzeros = 26885
18:15:06,1.31e-05,U info: rows = 317: cols = 95: size = 30115: nonzeros = 26885
18:15:06,1.24e-05,jac info: rows = 178: cols = 317: size = 56426: nonzeros = 3674
18:15:06,0.212356,linear algebra multiplication to compute ugrade complete
18:15:06,0.0008068,commencing check of parameter bounds and gradients
18:15:06,0.0023468,beginning upgrade vector calculations, lambda = 0.1
18:15:06,0.0002088,commencing calculation of upgrade vector
18:15:06,0.0030254,forming JtQJ matrix
18:15:06,0.0057409,commencing to scale JtQJ matrix- first SVD...
18:15:06,6.82e-05,starting REDSVD
18:15:09,2.59963,retrieving REDSVD components
18:15:09,0.0043653,triming REDSVD components to 115elements
18:15:09,0.0024045,done REDSVD
18:15:09,0.0910308,S info: rows = 313: cols = 313: size = 97969: nonzeros = 279
18:15:09,7.39e-05,JS
18:15:09,0.0001863,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
18:15:09,0.004236,S info: rows = 313: cols = 313: size = 97969: nonzeros = 279
18:15:09,5.09e-05,commencing SVD factorization of lambda-scaled JtQJ
18:15:09,1.27e-05,starting REDSVD
