time,elapsed_seconds,message
18:00:43,6.79e-05,PEST++ performance logger started
18:00:43,0.0012204,starting to process control file
18:00:43,0.0062689,finished processing control file
18:00:43,0.0139187,loading parcov
18:00:43,0.0177256,beginning iteration 1
18:00:43,0.0001805,commencing to build jacobian parameter sets
18:00:43,0.101405,jacobian parameter sets built, commencing model runs
19:21:24,4840.78,jacobian runs complete, processing runs
19:21:24,0.0355235,processing jacobian runs complete
19:21:24,3.19e-05,saving jacobian and sen files
19:21:24,0.0104058,commencing calculation of upgrade vector
19:21:24,0.001729,forming JtQJ matrix
19:21:24,0.0032418,commencing to scale JtQJ matrix- first SVD...
19:21:24,2.93e-05,starting REDSVD
19:21:24,0.102843,retrieving REDSVD components
19:21:24,0.0019783,triming REDSVD components to 122elements
19:21:24,0.001456,done REDSVD
19:21:24,0.0188927,S info: rows = 321: cols = 321: size = 103041: nonzeros = 299
19:21:24,2.15e-05,JS
19:21:24,0.0001394,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
19:21:24,0.0041561,S info: rows = 321: cols = 321: size = 103041: nonzeros = 299
19:21:24,2.1e-05,commencing SVD factorization of lambda-scaled JtQJ
19:21:24,1.07e-05,starting REDSVD
19:21:24,0.114759,retrieving REDSVD components
19:21:24,0.0022458,triming REDSVD components to 116elements
19:21:24,0.0014555,done REDSVD
19:21:24,0.0001479,SVD factorization complete
19:21:24,0.0317644,commencing linear algebra multiplication to compute ugrade
19:21:24,1.68e-05,S info: rows = 321: cols = 321: size = 103041: nonzeros = 299Vt info: rows = 116: cols = 321: size = 37236: nonzeros = 34684
19:21:24,1.2e-05,U info: rows = 321: cols = 116: size = 37236: nonzeros = 34684
19:21:24,1.12e-05,jac info: rows = 178: cols = 321: size = 57138: nonzeros = 4012
19:21:24,0.0004132,linear algebra multiplication to compute ugrade complete
19:21:24,0.0005822,commencing check of parameter bounds and gradients
19:21:24,0.002063,beginning upgrade vector calculations, lambda = 0.1
19:21:24,0.0001391,commencing calculation of upgrade vector
19:21:24,0.0018102,forming JtQJ matrix
19:21:24,0.0032118,commencing to scale JtQJ matrix- first SVD...
19:21:24,2.2e-05,starting REDSVD
19:21:24,0.0959718,retrieving REDSVD components
19:21:24,0.0021849,triming REDSVD components to 121elements
19:21:24,0.0013795,done REDSVD
19:21:24,0.0180857,S info: rows = 313: cols = 313: size = 97969: nonzeros = 291
19:21:24,2.58e-05,JS
19:21:24,0.0001362,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
19:21:24,0.0043218,S info: rows = 313: cols = 313: size = 97969: nonzeros = 291
19:21:24,2e-05,commencing SVD factorization of lambda-scaled JtQJ
19:21:24,1.04e-05,starting REDSVD
19:21:24,0.233254,retrieving REDSVD components
19:21:24,0.0029694,triming REDSVD components to 161elements
19:21:24,0.0016166,done REDSVD
19:21:24,0.0001768,SVD factorization complete
19:21:24,0.0437936,commencing linear algebra multiplication to compute ugrade
19:21:24,3.24e-05,S info: rows = 313: cols = 313: size = 97969: nonzeros = 291Vt info: rows = 161: cols = 313: size = 50393: nonzeros = 46851
19:21:24,1.26e-05,U info: rows = 313: cols = 161: size = 50393: nonzeros = 46851
19:21:24,1.14e-05,jac info: rows = 178: cols = 313: size = 55714: nonzeros = 3894
19:21:24,0.0004741,linear algebra multiplication to compute ugrade complete
19:21:24,0.0006247,commencing check of parameter bounds and gradients
19:21:24,9.14e-05,commencing calculation of upgrade vector
19:21:24,0.0018585,forming JtQJ matrix
19:21:24,0.0029922,commencing to scale JtQJ matrix- first SVD...
19:21:24,2.62e-05,starting REDSVD
19:21:24,0.0958613,retrieving REDSVD components
19:21:24,0.0022291,triming REDSVD components to 118elements
19:21:24,0.0014776,done REDSVD
19:21:24,0.0171895,S info: rows = 312: cols = 312: size = 97344: nonzeros = 290
19:21:24,3.25e-05,JS
19:21:24,0.0001325,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
19:21:24,0.0044036,S info: rows = 312: cols = 312: size = 97344: nonzeros = 290
19:21:24,9.65e-05,commencing SVD factorization of lambda-scaled JtQJ
19:21:24,1.56e-05,starting REDSVD
19:21:25,0.232553,retrieving REDSVD components
19:21:25,0.002932,triming REDSVD components to 164elements
19:21:25,0.0015974,done REDSVD
19:21:25,0.0001853,SVD factorization complete
19:21:25,0.043809,commencing linear algebra multiplication to compute ugrade
19:21:25,3.19e-05,S info: rows = 312: cols = 312: size = 97344: nonzeros = 290Vt info: rows = 164: cols = 312: size = 51168: nonzeros = 47560
19:21:25,1.29e-05,U info: rows = 312: cols = 164: size = 51168: nonzeros = 47560
19:21:25,1.14e-05,jac info: rows = 178: cols = 312: size = 55536: nonzeros = 3890
19:21:25,0.000477,linear algebra multiplication to compute ugrade complete
19:21:25,0.0006228,commencing check of parameter bounds
19:21:25,8.12e-05,limiting out of bounds pars
19:21:25,0.0017839,error computing upgrade vector for lambda 0.1, skipping : Pest::enforce_par_change_limits error : zero length parameter vector
parameter: KS_8, control type: lower bound
19:21:25,6.21e-05,beginning upgrade vector calculations, lambda = 1
19:21:25,0.0002485,commencing calculation of upgrade vector
19:21:25,0.0018764,forming JtQJ matrix
19:21:25,0.0029344,commencing to scale JtQJ matrix- first SVD...
19:21:25,3.08e-05,starting REDSVD
19:21:25,0.0973932,retrieving REDSVD components
19:21:25,0.0022992,triming REDSVD components to 121elements
19:21:25,0.0015003,done REDSVD
19:21:25,0.0182581,S info: rows = 313: cols = 313: size = 97969: nonzeros = 291
19:21:25,5.3e-05,JS
19:21:25,0.0001403,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
19:21:25,0.0043714,S info: rows = 313: cols = 313: size = 97969: nonzeros = 291
19:21:25,4.29e-05,commencing SVD factorization of lambda-scaled JtQJ
19:21:25,1.18e-05,starting REDSVD
19:21:25,0.251655,retrieving REDSVD components
19:21:25,0.0030252,triming REDSVD components to 186elements
19:21:25,0.0016947,done REDSVD
19:21:25,0.0001754,SVD factorization complete
19:21:25,0.0498512,commencing linear algebra multiplication to compute ugrade
19:21:25,3.33e-05,S info: rows = 313: cols = 313: size = 97969: nonzeros = 291Vt info: rows = 186: cols = 313: size = 58218: nonzeros = 54126
19:21:25,1.23e-05,U info: rows = 313: cols = 186: size = 58218: nonzeros = 54126
19:21:25,1.2e-05,jac info: rows = 178: cols = 313: size = 55714: nonzeros = 3894
19:21:25,0.0004964,linear algebra multiplication to compute ugrade complete
19:21:25,0.000628,commencing check of parameter bounds and gradients
19:21:25,9.07e-05,commencing calculation of upgrade vector
19:21:25,0.0018166,forming JtQJ matrix
19:21:25,0.0029053,commencing to scale JtQJ matrix- first SVD...
19:21:25,2.64e-05,starting REDSVD
19:21:25,0.0950845,retrieving REDSVD components
19:21:25,0.0022947,triming REDSVD components to 121elements
19:21:25,0.0014844,done REDSVD
19:21:25,0.0177433,S info: rows = 311: cols = 311: size = 96721: nonzeros = 289
19:21:25,5.41e-05,JS
19:21:25,0.0001405,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
19:21:25,0.0043158,S info: rows = 311: cols = 311: size = 96721: nonzeros = 289
19:21:25,3.03e-05,commencing SVD factorization of lambda-scaled JtQJ
19:21:25,1.1e-05,starting REDSVD
19:21:26,0.265448,retrieving REDSVD components
19:21:26,0.0030743,triming REDSVD components to 188elements
19:21:26,0.0019013,done REDSVD
19:21:26,0.0002932,SVD factorization complete
19:21:26,0.0506912,commencing linear algebra multiplication to compute ugrade
19:21:26,2.99e-05,S info: rows = 311: cols = 311: size = 96721: nonzeros = 289Vt info: rows = 188: cols = 311: size = 58468: nonzeros = 54332
19:21:26,1.31e-05,U info: rows = 311: cols = 188: size = 58468: nonzeros = 54332
19:21:26,1.17e-05,jac info: rows = 178: cols = 311: size = 55358: nonzeros = 3873
19:21:26,0.0004958,linear algebra multiplication to compute ugrade complete
19:21:26,0.0006267,commencing check of parameter bounds
19:21:26,7.91e-05,limiting out of bounds pars
19:21:26,0.0001586,checking for denormal floating point values
19:21:26,3.2e-05,transforming upgrade pars to model pars
19:21:26,4.15e-05,writing upgrade vector to csv file
19:21:26,0.0021354,beginning upgrade vector calculations, lambda = 10
19:21:26,0.0001573,commencing calculation of upgrade vector
19:21:26,0.0017891,forming JtQJ matrix
19:21:26,0.0030016,commencing to scale JtQJ matrix- first SVD...
19:21:26,2.6e-05,starting REDSVD
19:21:26,0.0968149,retrieving REDSVD components
19:21:26,0.002421,triming REDSVD components to 121elements
19:21:26,0.0014779,done REDSVD
19:21:26,0.0177816,S info: rows = 313: cols = 313: size = 97969: nonzeros = 291
19:21:26,4.42e-05,JS
19:21:26,0.0001433,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
19:21:26,0.0041583,S info: rows = 313: cols = 313: size = 97969: nonzeros = 291
19:21:26,3.83e-05,commencing SVD factorization of lambda-scaled JtQJ
19:21:26,1.09e-05,starting REDSVD
19:21:26,0.289866,retrieving REDSVD components
19:21:26,0.0030401,triming REDSVD components to 186elements
19:21:26,0.0016402,done REDSVD
19:21:26,0.0001926,SVD factorization complete
19:21:26,0.0497374,commencing linear algebra multiplication to compute ugrade
19:21:26,2.68e-05,S info: rows = 313: cols = 313: size = 97969: nonzeros = 291Vt info: rows = 186: cols = 313: size = 58218: nonzeros = 54126
19:21:26,1.25e-05,U info: rows = 313: cols = 186: size = 58218: nonzeros = 54126
19:21:26,1.11e-05,jac info: rows = 178: cols = 313: size = 55714: nonzeros = 3894
19:21:26,0.000452,linear algebra multiplication to compute ugrade complete
19:21:26,0.0006514,commencing check of parameter bounds and gradients
19:21:26,9.07e-05,commencing calculation of upgrade vector
19:21:26,0.0017598,forming JtQJ matrix
19:21:26,0.0032422,commencing to scale JtQJ matrix- first SVD...
19:21:26,2.48e-05,starting REDSVD
19:21:26,0.0940249,retrieving REDSVD components
19:21:26,0.0022351,triming REDSVD components to 121elements
19:21:26,0.0014514,done REDSVD
19:21:26,0.0172393,S info: rows = 311: cols = 311: size = 96721: nonzeros = 289
19:21:26,2.27e-05,JS
19:21:26,0.0001383,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
19:21:26,0.0042056,S info: rows = 311: cols = 311: size = 96721: nonzeros = 289
19:21:26,2.13e-05,commencing SVD factorization of lambda-scaled JtQJ
19:21:26,1.12e-05,starting REDSVD
19:21:27,0.291279,retrieving REDSVD components
19:21:27,0.0030096,triming REDSVD components to 197elements
19:21:27,0.0016033,done REDSVD
19:21:27,0.0001797,SVD factorization complete
19:21:27,0.0532831,commencing linear algebra multiplication to compute ugrade
19:21:27,1.85e-05,S info: rows = 311: cols = 311: size = 96721: nonzeros = 289Vt info: rows = 197: cols = 311: size = 61267: nonzeros = 56933
19:21:27,1.25e-05,U info: rows = 311: cols = 197: size = 61267: nonzeros = 56933
19:21:27,1.09e-05,jac info: rows = 178: cols = 311: size = 55358: nonzeros = 3873
19:21:27,0.0005272,linear algebra multiplication to compute ugrade complete
19:21:27,0.0008782,commencing check of parameter bounds
19:21:27,0.0001526,limiting out of bounds pars
19:21:27,0.0017894,error computing upgrade vector for lambda 10, skipping : Pest::enforce_par_change_limits error : zero length parameter vector
parameter: KS_8, control type: lower bound
19:21:27,3.54e-05,beginning upgrade vector calculations, lambda = 100
19:21:27,0.000305,commencing calculation of upgrade vector
19:21:27,0.0019627,forming JtQJ matrix
19:21:27,0.0033435,commencing to scale JtQJ matrix- first SVD...
19:21:27,2.23e-05,starting REDSVD
19:21:27,0.0973974,retrieving REDSVD components
19:21:27,0.0023096,triming REDSVD components to 121elements
19:21:27,0.0015101,done REDSVD
