name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
KS_1,-0.0900085,1.92474,-3.93949,3.75948,-0.0884106,0.240872,-0.570154,0.393333
KS_10,0.247122,1.92474,-3.60236,4.09661,0.247123,1.92352,-3.59991,4.09416
KS_100,-5,1.92474,-8.84949,-1.15051,-5,0.795786,-6.59157,-3.40843
KS_101,-3.07402,1.92474,-6.92351,0.775465,-3.07402,1.92133,-6.91668,0.768642
KS_102,-4.09909,1.92474,-7.94857,-0.249602,-4.09909,1.92389,-7.94687,-0.251308
KS_103,-3.3589,1.92474,-7.20838,0.490588,-3.35892,1.92233,-7.20359,0.485744
KS_104,-5,1.92474,-8.84949,-1.15051,-5,1.88018,-8.76035,-1.23965
KS_106,-3.83823,1.92474,-7.68772,0.0112512,-3.83823,1.92389,-7.68601,0.00954584
KS_107,-3.50405,1.92474,-7.35353,0.345437,-3.50408,1.91062,-7.32532,0.317171
KS_108,0.637547,1.92474,-3.21194,4.48703,0.63745,1.92314,-3.20883,4.48373
KS_11,-0.490698,1.92474,-4.34018,3.35879,-0.486899,1.66122,-3.80933,2.83553
KS_110,0.594602,1.92474,-3.25488,4.44409,0.59431,1.90099,-3.20768,4.3963
KS_112,0.496188,1.92474,-3.3533,4.34567,0.496782,1.90858,-3.32037,4.31394
KS_113,0.0269262,1.92474,-3.82256,3.87641,0.0256348,1.12028,-2.21493,2.2662
KS_114,0.889733,1.92474,-2.95975,4.73922,0.88977,0.588252,-0.286733,2.06627
KS_115,0.80789,1.92474,-3.04159,4.65738,0.808211,1.88513,-2.96205,4.57847
KS_116,-0.399165,1.92474,-4.24865,3.45032,-0.400515,1.67747,-3.75545,2.95442
KS_117,1.12743,1.92474,-2.72206,4.97691,1.12727,0.131217,0.864837,1.38971
KS_118,0.309221,1.92474,-3.54026,4.15871,0.309126,1.90742,-3.50571,4.12396
KS_12,0.951862,1.92474,-2.89762,4.80135,0.951862,1.92387,-2.89587,4.7996
KS_121,0.331828,1.92474,-3.51766,4.18131,0.331993,1.7926,-3.25321,3.9172
KS_122,1.58533,1.92474,-2.26415,5.43482,1.58551,1.50508,-1.42465,4.59566
KS_123,1.0499,1.92474,-2.79958,4.89939,1.04981,1.86557,-2.68134,4.78096
KS_124,0.302602,1.92474,-3.54688,4.15209,0.302601,1.9247,-3.54681,4.15201
KS_125,2.69897,1.92474,-1.15051,6.54846,2.69859,1.28689,0.12481,5.27236
KS_126,2.69897,1.92474,-1.15051,6.54846,2.69897,1.92047,-1.14197,6.53991
KS_127,0.290414,1.92474,-3.55907,4.1399,0.289924,1.89264,-3.49535,4.0752
KS_128,0.5267,1.92474,-3.32279,4.37618,0.525776,1.13616,-1.74654,2.7981
KS_13,0.239501,1.92474,-3.60998,4.08899,0.237526,0.529043,-0.820559,1.29561
KS_130,1.1557,1.92474,-2.69379,5.00518,1.15286,1.79267,-2.43248,4.73819
KS_131,-3.69638,1.92474,-7.54587,0.1531,-3.69638,1.92389,-7.54416,0.151394
KS_133,-3.69466,1.92474,-7.54415,0.154821,-3.69473,1.92291,-7.54056,0.151094
KS_134,-1.58019,1.92474,-5.42967,2.2693,-1.58018,1.92389,-5.42796,2.2676
KS_135,-3.7994,1.92474,-7.64889,0.0500811,-3.7994,1.92389,-7.64718,0.0483765
KS_136,-3.53604,1.92474,-7.38552,0.313448,-3.53604,1.91734,-7.37072,0.298652
KS_139,-3.64043,1.92474,-7.48991,0.209059,-3.64043,1.92389,-7.4882,0.207353
KS_14,0.657167,1.92474,-3.19232,4.50665,0.657103,1.92331,-3.18952,4.50373
KS_140,1.16228,1.92474,-2.6872,5.01177,1.1623,1.91897,-2.67563,5.00023
KS_141,-3.70371,1.92474,-7.5532,0.145771,-3.70371,1.92389,-7.55149,0.144065
KS_142,-3.6992,1.92474,-7.54869,0.15028,-3.6992,1.92389,-7.54698,0.148576
KS_143,-2.7586,1.92474,-6.60808,1.09089,-2.7586,1.92469,-6.60797,1.09077
KS_145,1.46296,1.92474,-2.38653,5.31244,1.4616,1.91919,-2.37677,5.29998
KS_148,0.778012,1.92474,-3.07147,4.6275,0.778032,1.91301,-3.04798,4.60405
KS_149,-3.57826,1.92474,-7.42775,0.271224,-3.57826,1.92389,-7.42604,0.269519
KS_15,0.43493,1.92474,-3.41456,4.28441,0.434563,0.395101,-0.355638,1.22476
KS_150,0.85868,1.92474,-2.99081,4.70816,0.858679,1.92383,-2.98899,4.70635
