time,elapsed_seconds,message
13:57:50,7.21e-05,PEST++ performance logger started
13:57:50,0.000652,starting to process control file
13:57:50,0.004729,finished processing control file
13:57:50,0.0251764,loading parcov
13:57:51,0.0101507,beginning iteration 1
13:57:51,0.000154,commencing to build jacobian parameter sets
13:57:51,0.0380939,jacobian parameter sets built, commencing model runs
15:20:00,4929.44,jacobian runs complete, processing runs
15:20:00,0.0377321,processing jacobian runs complete
15:20:00,3.8e-05,saving jacobian and sen files
15:20:00,0.0075651,commencing calculation of upgrade vector
15:20:00,0.0015976,forming JtQJ matrix
15:20:00,0.0039041,commencing to scale JtQJ matrix- first SVD...
15:20:00,3.51e-05,starting REDSVD
15:20:01,0.4866,retrieving REDSVD components
15:20:01,0.0039987,triming REDSVD components to 115elements
15:20:01,0.002177,done REDSVD
15:20:01,0.0310581,S info: rows = 317: cols = 317: size = 100489: nonzeros = 283
15:20:01,4.77e-05,JS
15:20:01,0.0003878,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
15:20:01,0.0075331,S info: rows = 317: cols = 317: size = 100489: nonzeros = 283
15:20:01,4.56e-05,commencing SVD factorization of lambda-scaled JtQJ
15:20:01,2.12e-05,starting REDSVD
15:20:01,0.4855,retrieving REDSVD components
15:20:01,0.0048062,triming REDSVD components to 95elements
15:20:01,0.0022031,done REDSVD
15:20:01,0.0003735,SVD factorization complete
15:20:01,0.057016,commencing linear algebra multiplication to compute ugrade
15:20:01,3.57e-05,S info: rows = 317: cols = 317: size = 100489: nonzeros = 283Vt info: rows = 95: cols = 317: size = 30115: nonzeros = 26885
15:20:01,2.58e-05,U info: rows = 317: cols = 95: size = 30115: nonzeros = 26885
15:20:01,2.39e-05,jac info: rows = 178: cols = 317: size = 56426: nonzeros = 3674
15:20:01,0.075072,linear algebra multiplication to compute ugrade complete
15:20:01,0.0013631,commencing check of parameter bounds and gradients
15:20:01,0.0032445,beginning upgrade vector calculations, lambda = 0.1
15:20:01,0.0001895,commencing calculation of upgrade vector
15:20:01,0.0024781,forming JtQJ matrix
