parnme,partrans,parval1,pargp,comments,subbasin,gw_basin
jh_coef_mult_01_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_01_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_01_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_01_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_01_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_01_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_01_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_01_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_01_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_01_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_01_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_01_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_01_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_01_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_02_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_02_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_02_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_02_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_02_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_02_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_02_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_02_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_02_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_02_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_02_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_02_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_02_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_02_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_02_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_02_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_02_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_02_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_02_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_02_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_02_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_02_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_03_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_03_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_03_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_03_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_03_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_03_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_03_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_03_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_03_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_03_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_03_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_03_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_03_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_03_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_03_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_03_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_03_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_03_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_03_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_03_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_03_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_03_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_04_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_04_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_04_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_04_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_04_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_04_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_04_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_04_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_04_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_04_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_04_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_04_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_04_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_04_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_04_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_04_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_04_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_04_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_04_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_04_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_04_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_04_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_05_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_05_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_05_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_05_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_05_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_05_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_05_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_05_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_05_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_05_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_05_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_05_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_05_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_05_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_05_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_05_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_05_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_05_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_05_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_05_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_05_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_05_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_06_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_06_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_06_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_06_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_06_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_06_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_06_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_06_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_06_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_06_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_06_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_06_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_06_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_06_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_06_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_06_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_06_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_06_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_06_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_06_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_06_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_06_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_07_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_07_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_07_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_07_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_07_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_07_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_07_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_07_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_07_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_07_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_07_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_07_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_07_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_07_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_07_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_07_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_07_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_07_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_07_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_07_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_07_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_07_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_08_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_08_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_08_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_08_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_08_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_08_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_08_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_08_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_08_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_08_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_08_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_08_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_08_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_08_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_08_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_08_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_08_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_08_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_08_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_08_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_08_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_08_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_09_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_09_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_09_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_09_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_09_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_09_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_09_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_09_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_09_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_09_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_09_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_09_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_09_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_09_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_09_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_09_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_09_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_09_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_09_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_09_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_09_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_09_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_10_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_10_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_10_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_10_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_10_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_10_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_10_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_10_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_10_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_10_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_10_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_10_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_10_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_10_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_10_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_10_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_10_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_10_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_10_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_10_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_10_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_10_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_11_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_11_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_11_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_11_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_11_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_11_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_11_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_11_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_11_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_11_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_11_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_11_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_11_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_11_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_11_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_11_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_11_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_11_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_11_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_11_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_11_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_11_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_12_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_12_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_12_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_12_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_12_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_12_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_12_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_12_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_12_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_12_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_12_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_12_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_12_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_12_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_12_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_12_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_12_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_12_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_12_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_12_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_12_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_12_22,none,1.0,prms_jh_coef,#,22,1
ks_001,none,0.3594840168952942,upw_ks,111,1,1
ks_002,none,0.002115030074492097,upw_ks,121,2,1
ks_003,none,0.18260332942008972,upw_ks,131,3,1
ks_004,none,9.278852462768555,upw_ks,141,4,1
ks_005,none,75.0,upw_ks,151,5,1
ks_006,none,63.26459503173828,upw_ks,161,6,1
ks_007,none,2.4775686142675113e-06,upw_ks,170,17,0
ks_008,none,3.180000248903525e-06,upw_ks,180,18,1
ks_009,none,0.680839478969574,upw_ks,191,9,1
ks_010,none,0.297201007604599,upw_ks,212,1,1
ks_011,none,0.14777885377407074,upw_ks,213,1,1
ks_012,none,1.3751728534698486,upw_ks,243,4,1
ks_013,none,0.150907501578331,upw_ks,312,1,1
ks_014,none,0.6392145156860352,upw_ks,313,1,1
ks_015,none,0.10496030747890472,upw_ks,314,1,1
ks_016,none,44.260501861572266,upw_ks,322,2,1
ks_017,none,0.2667224109172821,upw_ks,324,2,1
ks_018,none,0.35656505823135376,upw_ks,332,3,1
ks_019,none,7.004654407501221,upw_ks,333,3,1
ks_020,none,0.1402307003736496,upw_ks,342,4,1
ks_021,none,0.1464092880487442,upw_ks,343,4,1
ks_022,none,0.10321079194545746,upw_ks,344,4,1
ks_023,none,72.46739959716797,upw_ks,352,5,1
ks_024,none,0.007663859985768795,upw_ks,353,5,1
ks_025,none,0.013385011814534664,upw_ks,354,5,1
ks_026,none,750.0,upw_ks,362,6,1
ks_027,none,0.018845098093152046,upw_ks,364,6,1
ks_028,none,0.040268849581480026,upw_ks,392,9,1
ks_029,none,0.3258180320262909,upw_ks,394,9,1
ks_030,none,1.5900000107649248e-06,upw_ks,415,1,1
ks_031,none,0.4094834625720978,upw_ks,418,1,1
ks_032,none,3.382350769243203e-05,upw_ks,425,2,0
ks_033,none,0.018312547355890274,upw_ks,435,3,1
ks_034,none,14.353047370910645,upw_ks,437,3,0
ks_035,none,2.929290167230647e-05,upw_ks,465,6,1
ks_036,none,0.00011811410513473675,upw_ks,495,9,1
ks_037,none,4.228140096529387e-05,upw_ks,515,1,1
ks_038,none,0.007532401941716671,upw_ks,518,1,1
ks_039,none,3.3958349376916885e-05,upw_ks,525,2,1
ks_040,none,0.19990205764770508,upw_ks,528,2,1
ks_041,none,0.40220099687576294,upw_ks,537,3,0
ks_042,none,0.36328503489494324,upw_ks,538,3,0
ks_043,none,0.011954479850828648,upw_ks,548,5,1
ks_044,none,0.04335029795765877,upw_ks,558,6,1
ks_045,none,0.5695425271987915,upw_ks,565,6,1
ks_046,none,0.007034818641841412,upw_ks,568,6,1
ks_047,none,1.005661964416504,upw_ks,578,7,0
ks_048,none,1.4521931409835815,upw_ks,588,8,0
ks_049,none,3.548249515006319e-05,upw_ks,595,9,1
ks_050,none,0.6578325629234314,upw_ks,598,9,1
ks_051,none,8.010000783542637e-06,upw_ks,615,1,1
ks_052,none,0.0007372802938334644,upw_ks,617,1,1
ks_053,none,0.7458000183105469,upw_ks,618,1,1
ks_054,none,0.00267690047621727,upw_ks,625,2,1
ks_055,none,0.7512682676315308,upw_ks,627,2,1
ks_056,none,10.85645866394043,upw_ks,628,2,1
ks_057,none,1.3422775268554688,upw_ks,637,3,1
ks_058,none,0.051063597202301025,upw_ks,645,4,0
ks_059,none,0.016507588326931,upw_ks,647,4,1
ks_060,none,0.7105094790458679,upw_ks,648,4,1
ks_061,none,0.004349775146692991,upw_ks,655,5,1
ks_062,none,0.03214555233716965,upw_ks,657,5,1
ks_063,none,1.904865026473999,upw_ks,658,5,1
ks_064,none,0.00011584468302316964,upw_ks,665,6,1
ks_065,none,0.00039561750600114465,upw_ks,667,6,1
ks_066,none,0.7830780148506165,upw_ks,668,6,1
ks_067,none,1.7891546487808228,upw_ks,795,9,1
ks_068,none,0.0017766297096386552,upw_ks,796,9,1
ks_069,none,0.11371159553527832,upw_ks,797,9,1
ks_070,none,0.5781539678573608,upw_ks,798,9,1
ks_071,none,6.693143859592965e-06,upw_ks,1010,1,1
ks_072,none,0.0002029563911492005,upw_ks,1020,2,1
ks_073,none,3.911168823833577e-05,upw_ks,1030,4,1
ks_074,none,2.5818166250246577e-05,upw_ks,1040,4,1
ks_075,none,3.223988187528448e-06,upw_ks,1050,5,1
ks_076,none,6.245391705306247e-05,upw_ks,1060,6,1
ks_077,none,2.8754597224178724e-05,upw_ks,1070,7,0
ks_078,none,3.7172369502513902e-06,upw_ks,1080,10,0
ks_079,none,3.3583035019546514e-06,upw_ks,1090,10,1
ks_080,none,67.43955993652344,upw_ks,1101,10,1
ks_081,none,3.2297866709996015e-05,upw_ks,1110,1,0
ks_082,none,75.0,upw_ks,1121,12,1
ks_083,none,1.01385498046875,upw_ks,1131,13,0
ks_084,none,3.730501339305192e-05,upw_ks,1140,4,0
ks_085,none,5.256855274637928e-06,upw_ks,1150,5,1
ks_086,none,3.776785160880536e-05,upw_ks,1160,6,1
ks_087,none,75.0,upw_ks,1171,17,1
ks_088,none,82.88043212890625,upw_ks,1181,18,1
ks_089,none,2.7996484277537093e-05,upw_ks,1190,9,0
ks_090,none,0.7989750504493713,upw_ks,1191,19,1
ks_091,none,2.2744576930999756,upw_ks,1211,21,1
ks_092,none,6.16552060819231e-05,upw_ks,1220,2,0
ks_093,none,14.373695373535156,upw_ks,1260,6,1
ks_094,none,2.8322767775534885e-06,upw_ks,1290,9,1
ks_095,none,3.809088229900226e-05,upw_ks,1320,2,0
ks_096,none,6.166141974972561e-05,upw_ks,1350,5,0
ks_097,none,6.519464932353003e-06,upw_ks,1360,6,1
ks_098,none,3.691860183607787e-05,upw_ks,1370,7,0
ks_099,none,3.1385970942210406e-05,upw_ks,1380,8,0
ks_100,none,6.284530536504462e-05,upw_ks,1410,1,1
ks_101,none,0.00015485764015465975,upw_ks,1420,2,1
ks_102,none,2.7388334274291992e-05,upw_ks,1430,3,1
ks_103,none,8.30398203106597e-05,upw_ks,1440,4,1
ks_104,none,2.906767349486472e-06,upw_ks,1450,5,1
ks_105,none,4.788561000168556e-06,upw_ks,1460,6,1
ks_106,none,5.06606993440073e-05,upw_ks,1480,8,0
ks_107,none,5.5754848290234804e-05,upw_ks,1490,9,1
ks_108,none,0.6664877533912659,upw_ks,2112,11,1
ks_109,none,1.0698851346969604,upw_ks,2113,11,1
ks_110,none,0.45473697781562805,upw_ks,2122,12,1
ks_111,none,1.0491342544555664,upw_ks,2123,12,1
ks_112,none,0.561968982219696,upw_ks,2182,18,0
ks_113,none,0.0048677693121135235,upw_ks,2183,18,1
ks_114,none,1.1904720067977905,upw_ks,3102,10,1
ks_115,none,1.0980799198150635,upw_ks,3103,10,1
ks_116,none,0.05473470315337181,upw_ks,3104,10,1
ks_117,none,1.99447500705719,upw_ks,3112,12,1
ks_118,none,0.28544700145721436,upw_ks,3114,11,1
