1 396345.96 #1990-01-01
2 369433.58 #1990-01-02
3 244658.0 #1990-01-03
4 254444.32 #1990-01-04
5 261784.06 #1990-01-05
6 264230.64 #1990-01-06
7 447724.14 #1990-01-07
8 667916.34 #1990-01-08
9 697275.3 #1990-01-09
10 643450.54 #1990-01-10
11 775565.86 #1990-01-11
12 760886.38 #1990-01-12
13 778012.44 #1990-01-13
14 780459.02 #1990-01-14
15 780459.02 #1990-01-15
16 778012.44 #1990-01-16
17 780459.02 #1990-01-17
18 780459.02 #1990-01-18
19 778012.44 #1990-01-19
20 775565.86 #1990-01-20
21 775565.86 #1990-01-21
22 773119.28 #1990-01-22
23 770672.7 #1990-01-23
24 778012.44 #1990-01-24
25 773119.28 #1990-01-25
26 775565.86 #1990-01-26
27 778012.44 #1990-01-27
28 780459.02 #1990-01-28
29 780459.02 #1990-01-29
30 780459.02 #1990-01-30
31 780459.02 #1990-01-31
32 780459.02 #1990-02-01
33 780459.02 #1990-02-02
34 780459.02 #1990-02-03
35 780459.02 #1990-02-04
36 780459.02 #1990-02-05
37 780459.02 #1990-02-06
38 780459.02 #1990-02-07
39 780459.02 #1990-02-08
40 780459.02 #1990-02-09
41 780459.02 #1990-02-10
42 780459.02 #1990-02-11
43 780459.02 #1990-02-12
44 746206.9 #1990-02-13
45 736420.58 #1990-02-14
46 743760.32 #1990-02-15
47 660576.6 #1990-02-16
48 477083.1 #1990-02-17
49 641003.96 #1990-02-18
50 689935.56 #1990-02-19
51 753546.64 #1990-02-20
52 758439.8 #1990-02-21
53 763332.96 #1990-02-22
54 763332.96 #1990-02-23
55 763332.96 #1990-02-24
56 763332.96 #1990-02-25
57 763332.96 #1990-02-26
58 763332.96 #1990-02-27
59 768226.12 #1990-02-28
60 773119.28 #1990-03-01
61 775565.86 #1990-03-02
62 770672.7 #1990-03-03
63 770672.7 #1990-03-04
64 775565.86 #1990-03-05
65 778012.44 #1990-03-06
66 778012.44 #1990-03-07
67 755993.22 #1990-03-08
68 726634.26 #1990-03-09
69 770672.7 #1990-03-10
70 773119.28 #1990-03-11
71 748653.48 #1990-03-12
72 741313.74 #1990-03-13
73 768226.12 #1990-03-14
74 773119.28 #1990-03-15
75 773119.28 #1990-03-16
76 760886.38 #1990-03-17
77 751100.06 #1990-03-18
78 746206.9 #1990-03-19
79 758439.8 #1990-03-20
80 755993.22 #1990-03-21
81 748653.48 #1990-03-22
82 724187.68 #1990-03-23
83 770672.7 #1990-03-24
84 773119.28 #1990-03-25
85 765779.54 #1990-03-26
86 506442.06 #1990-03-27
87 163920.86 #1990-03-28
88 171260.6 #1990-03-29
89 168814.02 #1990-03-30
90 168814.02 #1990-03-31
91 168814.02 #1990-04-01
92 168814.02 #1990-04-02
93 117435.84 #1990-04-03
94 0.0 #1990-04-04
95 0.0 #1990-04-05
96 66057.66 #1990-04-06
97 176153.76 #1990-04-07
98 176153.76 #1990-04-08
99 168814.02 #1990-04-09
100 161474.28 #1990-04-10
101 161474.28 #1990-04-11
102 163920.86 #1990-04-12
103 168814.02 #1990-04-13
104 166367.44 #1990-04-14
105 168814.02 #1990-04-15
106 168814.02 #1990-04-16
107 181046.92 #1990-04-17
108 181046.92 #1990-04-18
109 178600.34 #1990-04-19
110 185940.08 #1990-04-20
111 185940.08 #1990-04-21
112 185940.08 #1990-04-22
113 193279.82 #1990-04-23
114 195726.4 #1990-04-24
115 200619.56 #1990-04-25
116 205512.72 #1990-04-26
117 205512.72 #1990-04-27
118 200619.56 #1990-04-28
119 195726.4 #1990-04-29
120 203066.14 #1990-04-30
121 210405.88 #1990-05-01
122 215299.04 #1990-05-02
123 215299.04 #1990-05-03
124 222638.78 #1990-05-04
125 237318.26 #1990-05-05
126 220192.2 #1990-05-06
127 215299.04 #1990-05-07
128 225085.36 #1990-05-08
129 215299.04 #1990-05-09
130 210405.88 #1990-05-10
131 188386.66 #1990-05-11
132 188386.66 #1990-05-12
133 217745.62 #1990-05-13
134 232425.1 #1990-05-14
135 210405.88 #1990-05-15
136 215299.04 #1990-05-16
137 222638.78 #1990-05-17
138 229978.52 #1990-05-18
139 215299.04 #1990-05-19
140 247104.58 #1990-05-20
141 247104.58 #1990-05-21
142 286249.86 #1990-05-22
143 354754.1 #1990-05-23
144 330288.3 #1990-05-24
145 278910.12 #1990-05-25
146 310715.66 #1990-05-26
147 381666.48 #1990-05-27
148 562713.4 #1990-05-28
149 592072.36 #1990-05-29
150 778012.44 #1990-05-30
151 552927.08 #1990-05-31
152 599412.1 #1990-06-01
153 778012.44 #1990-06-02
154 778012.44 #1990-06-03
155 778012.44 #1990-06-04
156 778012.44 #1990-06-05
157 778012.44 #1990-06-06
158 778012.44 #1990-06-07
159 763332.96 #1990-06-08
160 778012.44 #1990-06-09
161 778012.44 #1990-06-10
162 778012.44 #1990-06-11
163 778012.44 #1990-06-12
164 778012.44 #1990-06-13
165 778012.44 #1990-06-14
166 567606.56 #1990-06-15
167 393899.38 #1990-06-16
168 393899.38 #1990-06-17
169 393899.38 #1990-06-18
170 430598.08 #1990-06-19
171 631217.64 #1990-06-20
172 528461.28 #1990-06-21
173 352307.52 #1990-06-22
174 271570.38 #1990-06-23
175 261784.06 #1990-06-24
176 261784.06 #1990-06-25
177 261784.06 #1990-06-26
178 261784.06 #1990-06-27
179 259337.48 #1990-06-28
180 261784.06 #1990-06-29
181 259337.48 #1990-06-30
182 259337.48 #1990-07-01
183 259337.48 #1990-07-02
184 259337.48 #1990-07-03
185 259337.48 #1990-07-04
186 259337.48 #1990-07-05
187 261784.06 #1990-07-06
188 259337.48 #1990-07-07
189 259337.48 #1990-07-08
190 256890.9 #1990-07-09
191 247104.58 #1990-07-10
192 244658.0 #1990-07-11
193 244658.0 #1990-07-12
194 242211.42 #1990-07-13
195 239764.84 #1990-07-14
196 234871.68 #1990-07-15
197 92970.04 #1990-07-16
198 1223.29 #1990-07-17
199 0.0 #1990-07-18
200 0.0 #1990-07-19
201 0.0 #1990-07-20
202 2446.58 #1990-07-21
203 4893.16 #1990-07-22
204 63611.08 #1990-07-23
205 259337.48 #1990-07-24
206 269123.8 #1990-07-25
207 274016.96 #1990-07-26
208 264230.64 #1990-07-27
209 261784.06 #1990-07-28
210 261784.06 #1990-07-29
211 261784.06 #1990-07-30
212 261784.06 #1990-07-31
213 261784.06 #1990-08-01
214 261784.06 #1990-08-02
215 256890.9 #1990-08-03
216 256890.9 #1990-08-04
217 254444.32 #1990-08-05
218 256890.9 #1990-08-06
219 259337.48 #1990-08-07
220 256890.9 #1990-08-08
221 254444.32 #1990-08-09
222 256890.9 #1990-08-10
223 256890.9 #1990-08-11
224 256890.9 #1990-08-12
225 254444.32 #1990-08-13
226 274016.96 #1990-08-14
227 291143.02 #1990-08-15
228 291143.02 #1990-08-16
229 278910.12 #1990-08-17
230 288696.44 #1990-08-18
231 288696.44 #1990-08-19
232 293589.6 #1990-08-20
233 298482.76 #1990-08-21
234 293589.6 #1990-08-22
235 291143.02 #1990-08-23
236 293589.6 #1990-08-24
237 293589.6 #1990-08-25
238 293589.6 #1990-08-26
239 215299.04 #1990-08-27
240 68504.24 #1990-08-28
241 129668.74 #1990-08-29
242 291143.02 #1990-08-30
243 296036.18 #1990-08-31
244 298482.76 #1990-09-01
245 305822.5 #1990-09-02
246 313162.24 #1990-09-03
247 484422.84 #1990-09-04
248 785352.18 #1990-09-05
249 785352.18 #1990-09-06
250 785352.18 #1990-09-07
251 785352.18 #1990-09-08
252 785352.18 #1990-09-09
253 785352.18 #1990-09-10
254 785352.18 #1990-09-11
255 785352.18 #1990-09-12
256 785352.18 #1990-09-13
257 785352.18 #1990-09-14
258 785352.18 #1990-09-15
259 785352.18 #1990-09-16
260 785352.18 #1990-09-17
261 785352.18 #1990-09-18
262 785352.18 #1990-09-19
263 785352.18 #1990-09-20
264 785352.18 #1990-09-21
265 785352.18 #1990-09-22
266 785352.18 #1990-09-23
267 785352.18 #1990-09-24
268 785352.18 #1990-09-25
269 782905.6 #1990-09-26
270 785352.18 #1990-09-27
271 785352.18 #1990-09-28
272 785352.18 #1990-09-29
273 785352.18 #1990-09-30
274 785352.18 #1990-10-01
275 785352.18 #1990-10-02
276 785352.18 #1990-10-03
277 785352.18 #1990-10-04
278 785352.18 #1990-10-05
279 785352.18 #1990-10-06
280 785352.18 #1990-10-07
281 785352.18 #1990-10-08
282 785352.18 #1990-10-09
283 785352.18 #1990-10-10
284 785352.18 #1990-10-11
285 785352.18 #1990-10-12
286 785352.18 #1990-10-13
287 785352.18 #1990-10-14
288 785352.18 #1990-10-15
289 785352.18 #1990-10-16
290 785352.18 #1990-10-17
291 785352.18 #1990-10-18
292 785352.18 #1990-10-19
293 785352.18 #1990-10-20
294 785352.18 #1990-10-21
295 785352.18 #1990-10-22
296 785352.18 #1990-10-23
297 785352.18 #1990-10-24
298 785352.18 #1990-10-25
299 785352.18 #1990-10-26
300 785352.18 #1990-10-27
301 785352.18 #1990-10-28
302 785352.18 #1990-10-29
303 785352.18 #1990-10-30
304 785352.18 #1990-10-31
305 785352.18 #1990-11-01
306 785352.18 #1990-11-02
307 785352.18 #1990-11-03
308 785352.18 #1990-11-04
309 785352.18 #1990-11-05
310 785352.18 #1990-11-06
311 785352.18 #1990-11-07
312 785352.18 #1990-11-08
313 753546.64 #1990-11-09
314 785352.18 #1990-11-10
315 785352.18 #1990-11-11
316 785352.18 #1990-11-12
317 785352.18 #1990-11-13
318 785352.18 #1990-11-14
319 785352.18 #1990-11-15
320 785352.18 #1990-11-16
321 785352.18 #1990-11-17
322 785352.18 #1990-11-18
323 785352.18 #1990-11-19
324 535801.02 #1990-11-20
325 291143.02 #1990-11-21
326 291143.02 #1990-11-22
327 291143.02 #1990-11-23
328 291143.02 #1990-11-24
329 291143.02 #1990-11-25
330 291143.02 #1990-11-26
331 291143.02 #1990-11-27
